home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year
Malaysia,Singapore,1,1,Vietnam Independence Cup,Saigon,Vietnam Republic,True,D,Saturday,October,1971
Vietnam Republic,Thailand,3,0,Vietnam Independence Cup,Saigon,Vietnam Republic,False,H,Saturday,October,1971
Martinique,Haiti,2,2,Friendly,Fort-de-France,Martinique,False,D,Sunday,October,1971
Singapore,Thailand,3,1,Vietnam Independence Cup,Saigon,Vietnam Republic,True,H,Sunday,October,1971
Vietnam Republic,Malaysia,1,1,Vietnam Independence Cup,Saigon,Vietnam Republic,False,D,Sunday,October,1971
Chile,Uruguay,5,0,Copa Juan Pinto Durán,Santiago,Chile,False,H,Wednesday,November,1971
Belgium,Luxembourg,1,0,Friendly,Verviers,Belgium,False,H,Sunday,November,1971
Thailand,Singapore,2,0,King's Cup,Bangkok,Thailand,False,H,Sunday,November,1971
South Korea,Malaysia,2,2,King's Cup,Bangkok,Thailand,True,D,Monday,November,1971
Singapore,Vietnam Republic,4,5,King's Cup,Bangkok,Thailand,True,A,Tuesday,November,1971
England,Switzerland,1,1,UEFA Euro qualification,London,England,False,D,Wednesday,November,1971
France,Bulgaria,2,1,UEFA Euro qualification,Nantes,France,False,H,Wednesday,November,1971
Indonesia,Malaysia,2,0,King's Cup,Bangkok,Thailand,True,H,Wednesday,November,1971
Scotland,Belgium,1,0,UEFA Euro qualification,Aberdeen,Scotland,False,H,Wednesday,November,1971
Australia,Israel,2,2,Friendly,Brisbane,Australia,False,D,Thursday,November,1971
Thailand,Vietnam Republic,0,1,King's Cup,Bangkok,Thailand,False,A,Thursday,November,1971
Indonesia,South Korea,0,0,King's Cup,Bangkok,Thailand,True,D,Friday,November,1971
Albania,Turkey,3,0,UEFA Euro qualification,Tirana,Albania,False,H,Sunday,November,1971
Australia,Israel,1,0,Friendly,Sydney,Australia,False,H,Sunday,November,1971
Guinea,Tanzania,3,2,Friendly,Conakry,Guinea,False,H,Sunday,November,1971
South Korea,Vietnam Republic,1,1,King's Cup,Bangkok,Thailand,True,HP,Sunday,November,1971
Malta,Hungary,0,2,FIFA World Cup qualification,Gżira,Malta,False,A,Sunday,November,1971
Romania,Czechoslovakia,2,1,UEFA Euro qualification,Bucharest,Romania,False,H,Sunday,November,1971
Thailand,Indonesia,1,0,King's Cup,Bangkok,Thailand,False,H,Sunday,November,1971
Thailand,South Korea,0,1,King's Cup,Bangkok,Thailand,False,A,Tuesday,November,1971
Bulgaria,Greece,2,2,Friendly,Sofia,Bulgaria,False,D,Wednesday,November,1971
Germany,Poland,0,0,UEFA Euro qualification,Hamburg,Germany,False,D,Wednesday,November,1971
Netherlands,Luxembourg,8,0,UEFA Euro qualification,Eindhoven,Netherlands,False,H,Wednesday,November,1971
Iraq,Kuwait,3,1,Friendly,Baghdad,Iraq,False,H,Friday,November,1971
Italy,Austria,2,2,UEFA Euro qualification,Rome,Italy,False,D,Saturday,November,1971
Australia,Israel,1,3,Friendly,Melbourne,Australia,False,A,Sunday,November,1971
Haiti,Mexico,0,0,CONCACAF Championship,San Fernando,Trinidad and Tobago,True,D,Sunday,November,1971
Portugal,Belgium,1,1,UEFA Euro qualification,Lisbon,Portugal,False,D,Sunday,November,1971
Cuba,Honduras,3,1,CONCACAF Championship,Port of Spain,Trinidad and Tobago,True,H,Tuesday,November,1971
Costa Rica,Haiti,0,0,CONCACAF Championship,Port of Spain,Trinidad and Tobago,True,D,Wednesday,November,1971
Libya,Algeria,0,0,Friendly,Tripoli,Libya,False,D,Wednesday,November,1971
Romania,Wales,2,0,UEFA Euro qualification,Bucharest,Romania,False,H,Wednesday,November,1971
Spain,Cyprus,7,0,UEFA Euro qualification,Granada,Spain,False,H,Wednesday,November,1971
Trinidad and Tobago,Mexico,0,2,CONCACAF Championship,Port of Spain,Trinidad and Tobago,False,A,Friday,November,1971
Grenada,Saint Lucia,5,2,Windward Islands Tournament,Roseau,Dominica,True,H,Saturday,November,1971
Nigeria,Burkina Faso,4,0,Friendly,Lagos,Nigeria,False,H,Saturday,November,1971
Cuba,Mexico,0,1,CONCACAF Championship,San Fernando,Trinidad and Tobago,True,A,Sunday,November,1971
Dominica,Saint Vincent and the Grenadines,3,0,Windward Islands Tournament,Roseau,Dominica,False,H,Sunday,November,1971
Trinidad and Tobago,Haiti,1,6,CONCACAF Championship,Arima,Trinidad and Tobago,False,A,Sunday,November,1971
Barbados,Curaçao,1,3,Friendly,Bridgetown,Barbados,False,A,Tuesday,November,1971
Grenada,Saint Vincent and the Grenadines,1,1,Windward Islands Tournament,Roseau,Dominica,True,D,Tuesday,November,1971
Togo,Burkina Faso,1,0,Friendly,Lomé,Togo,False,H,Tuesday,November,1971
Dominica,Saint Lucia,2,2,Windward Islands Tournament,Roseau,Dominica,False,D,Wednesday,December,1971
Greece,England,0,2,UEFA Euro qualification,Piraeus,Greece,False,A,Wednesday,December,1971
Guinea,Nigeria,3,0,Friendly,Conakry,Guinea,False,H,Wednesday,December,1971
Haiti,Honduras,3,1,CONCACAF Championship,Port of Spain,Trinidad and Tobago,True,H,Wednesday,December,1971
Netherlands,Scotland,2,1,Friendly,Amsterdam,Netherlands,False,H,Wednesday,December,1971
Costa Rica,Mexico,0,1,CONCACAF Championship,Port of Spain,Trinidad and Tobago,True,A,Thursday,December,1971
Bulgaria,France,2,1,UEFA Euro qualification,Sofia,Bulgaria,False,H,Saturday,December,1971
Cuba,Haiti,0,0,CONCACAF Championship,San Fernando,Trinidad and Tobago,True,D,Saturday,December,1971
Dominica,Grenada,3,0,Windward Islands Tournament,Roseau,Dominica,False,H,Saturday,December,1971
Honduras,Mexico,1,2,CONCACAF Championship,Port of Spain,Trinidad and Tobago,True,A,Saturday,December,1971
Sierra Leone,Nigeria,0,1,Friendly,Freetown,Sierra Leone,False,A,Saturday,December,1971
Kenya,Zambia,1,0,Friendly,Kisumu,Kenya,False,H,Sunday,December,1971
Tanzania,Burundi,4,1,Friendly,Dar es Salaam,Tanzania,False,H,Sunday,December,1971
Turkey,Poland,1,0,UEFA Euro qualification,Izmir,Turkey,False,H,Sunday,December,1971
Kenya,Zambia,3,2,Friendly,Nakuru,Kenya,False,H,Wednesday,December,1971
Malta,Algeria,1,1,Friendly,Gżira,Malta,False,D,Wednesday,December,1971
Tanzania,China PR,1,1,Friendly,Dar es Salaam,Tanzania,False,D,Thursday,December,1971
Kuwait,Iraq,1,1,AFC Asian Cup qualification,Kuwait City,Kuwait,False,D,Friday,December,1971
Bahrain,Lebanon,3,0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Saturday,December,1971
Syria,Jordan,0,0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,D,Saturday,December,1971
Burkina Faso,Togo,1,2,Friendly,Ouagadougou,Upper Volta,False,A,Sunday,December,1971
Kenya,Zambia,0,2,Friendly,Nairobi,Kenya,False,A,Sunday,December,1971
Tanzania,China PR,3,4,Friendly,Dar es Salaam,Tanzania,False,A,Sunday,December,1971
Iraq,Sri Lanka,5,0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Monday,December,1971
Jordan,Bahrain,3,2,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Monday,December,1971
Kuwait,Lebanon,1,0,AFC Asian Cup qualification,Kuwait City,Kuwait,False,H,Tuesday,December,1971
Iraq,Bahrain,1,0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Wednesday,December,1971
Jordan,Sri Lanka,2,1,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Thursday,December,1971
Kuwait,Syria,2,2,AFC Asian Cup qualification,Kuwait City,Kuwait,False,D,Friday,December,1971
Iraq,Jordan,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Saturday,December,1971
Lebanon,Syria,3,2,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Sunday,December,1971
Niger,Libya,0,1,Friendly,Niamey,Niger,False,A,Sunday,December,1971
Senegal,Mali,4,1,Friendly,Dakar,Senegal,False,H,Sunday,December,1971
Bahrain,Sri Lanka,3,0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Monday,December,1971
Kuwait,Jordan,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,False,H,Tuesday,December,1971
Iraq,Lebanon,4,1,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Wednesday,December,1971
Kuwait,Iraq,0,1,AFC Asian Cup qualification,Kuwait City,Kuwait,False,A,Friday,December,1971
Lebanon,Jordan,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,H,Friday,December,1971
Algeria,Palestine,2,0,Friendly,Baghdad,Iraq,True,H,Saturday,January,1972
Iraq,Egypt,0,0,Friendly,Baghdad,Iraq,False,D,Saturday,January,1972
Kuwait,Libya,3,2,Friendly,Baghdad,Iraq,True,H,Saturday,January,1972
Syria,Yemen DPR,1,0,Friendly,Baghdad,Iraq,True,H,Saturday,January,1972
Zambia,China PR,3,3,Friendly,Lusaka,Zambia,False,D,Saturday,January,1972
Algeria,Qatar,3,0,Friendly,Baghdad,Iraq,True,H,Tuesday,January,1972
Palestine,Syria,1,3,Friendly,Baghdad,Iraq,True,A,Tuesday,January,1972
Egypt,Kuwait,2,0,Friendly,Baghdad,Iraq,True,H,Wednesday,January,1972
Iraq,Libya,3,0,Friendly,Baghdad,Iraq,False,H,Wednesday,January,1972
Palestine,Yemen DPR,1,2,Friendly,Baghdad,Iraq,True,A,Thursday,January,1972
Syria,Qatar,3,2,Friendly,Baghdad,Iraq,True,H,Thursday,January,1972
Egypt,Libya,1,1,Friendly,Baghdad,Iraq,True,D,Friday,January,1972
Iraq,Kuwait,3,1,Friendly,Baghdad,Iraq,False,H,Friday,January,1972
Algeria,Syria,0,1,Friendly,Baghdad,Iraq,True,A,Saturday,January,1972
Qatar,Yemen DPR,1,2,Friendly,Baghdad,Iraq,True,A,Saturday,January,1972
Burkina Faso,Nigeria,3,3,Friendly,Ouagadougou,Upper Volta,False,D,Sunday,January,1972
Senegal,Congo,0,2,Friendly,Dakar,Senegal,False,A,Sunday,January,1972
Algeria,Yemen DPR,4,1,Friendly,Baghdad,Iraq,True,H,Monday,January,1972
Palestine,Qatar,7,2,Friendly,Baghdad,Iraq,True,H,Monday,January,1972
Guinea,Congo,0,1,Friendly,Conakry,Guinea,False,A,Wednesday,January,1972
Iraq,Algeria,3,1,Friendly,Baghdad,Iraq,False,H,Wednesday,January,1972
Spain,Hungary,1,0,Friendly,Madrid,Spain,False,H,Wednesday,January,1972
Algeria,Syria,3,1,Friendly,Baghdad,Iraq,True,H,Thursday,January,1972
Somalia,China PR,1,3,Friendly,Mogadishu,Somalia,False,A,Tuesday,January,1972
Togo,Benin,4,0,Friendly,Lomé,Togo,False,H,Thursday,January,1972
Mexico,Chile,2,0,Friendly,Guadalajara,Mexico,False,H,Thursday,January,1972
Nigeria,Guinea,1,1,Friendly,Lagos,Nigeria,False,D,Sunday,January,1972
Congo,Benin,2,2,Friendly,Brazzaville,Congo,False,D,Sunday,February,1972
Congo,Guinea,2,2,Friendly,Brazzaville,Congo,False,D,Monday,February,1972
Haiti,Chile,1,0,Friendly,Port-au-Prince,Haiti,False,H,Wednesday,February,1972
Cameroon,Nigeria,1,2,Friendly,Douala,Cameroon,False,A,Sunday,February,1972
Guadeloupe,Haiti,4,4,Friendly,Basse-Terre,Guadeloupe,False,D,Sunday,February,1972
Martinique,Haiti,2,2,Friendly,Fort-de-France,Martinique,False,D,Tuesday,February,1972
Greece,Netherlands,0,5,Friendly,Piraeus,Greece,False,A,Wednesday,February,1972
Northern Ireland,Spain,1,1,UEFA Euro qualification,Kingston upon Hull,England,True,D,Wednesday,February,1972
Senegal,Morocco,1,3,Friendly,Dakar,Senegal,False,A,Thursday,February,1972
Nigeria,Morocco,3,0,Friendly,Lagos,Nigeria,False,H,Sunday,February,1972
Tunisia,Austria,3,3,Friendly,Tunis,Tunisia,False,D,Sunday,February,1972
Cameroon,Kenya,2,1,African Cup of Nations,Yaoundé,Cameroon,False,H,Wednesday,February,1972
Israel,Norway,2,1,Friendly,Jaffa,Israel,False,H,Wednesday,February,1972
Mali,Togo,3,3,African Cup of Nations,Yaoundé,Cameroon,True,D,Thursday,February,1972
Congo,Morocco,1,1,African Cup of Nations,Douala,Cameroon,True,D,Friday,February,1972
Sudan,DR Congo,1,1,African Cup of Nations,Douala,Cameroon,True,D,Friday,February,1972
Cameroon,Togo,2,0,African Cup of Nations,Yaoundé,Cameroon,False,H,Saturday,February,1972
Kenya,Mali,1,1,African Cup of Nations,Yaoundé,Cameroon,True,D,Saturday,February,1972
Congo,DR Congo,0,2,African Cup of Nations,Douala,Cameroon,True,A,Sunday,February,1972
Morocco,Sudan,1,1,African Cup of Nations,Douala,Cameroon,True,D,Sunday,February,1972
Cameroon,Mali,1,1,African Cup of Nations,Yaoundé,Cameroon,False,D,Monday,February,1972
Kenya,Togo,1,1,African Cup of Nations,Yaoundé,Cameroon,True,D,Monday,February,1972
Congo,Sudan,4,2,African Cup of Nations,Douala,Cameroon,True,H,Tuesday,February,1972
Morocco,DR Congo,1,1,African Cup of Nations,Douala,Cameroon,True,D,Tuesday,February,1972
Algeria,Guinea,1,0,FIFA World Cup qualification,Algiers,Algeria,False,H,Thursday,March,1972
Cameroon,Congo,0,1,African Cup of Nations,Yaoundé,Cameroon,False,A,Thursday,March,1972
Mali,DR Congo,4,3,African Cup of Nations,Douala,Cameroon,True,H,Thursday,March,1972
Cameroon,DR Congo,5,2,African Cup of Nations,Yaoundé,Cameroon,False,H,Saturday,March,1972
Greece,Italy,2,1,Friendly,Piraeus,Greece,False,H,Saturday,March,1972
Congo,Mali,3,2,African Cup of Nations,Yaoundé,Cameroon,True,H,Sunday,March,1972
Guinea,Algeria,5,1,FIFA World Cup qualification,Conakry,Guinea,False,H,Sunday,March,1972
Algeria,Malta,1,0,Friendly,Algiers,Algeria,False,H,Wednesday,March,1972
Saudi Arabia,Kuwait,2,2,Gulf Cup,Riyadh,Saudi Arabia,False,D,Thursday,March,1972
Qatar,United Arab Emirates,0,1,Gulf Cup,Riyadh,Saudi Arabia,True,A,Friday,March,1972
Bahrain,Kuwait,0,2,Gulf Cup,Riyadh,Saudi Arabia,True,A,Saturday,March,1972
Saudi Arabia,United Arab Emirates,4,0,Gulf Cup,Riyadh,Saudi Arabia,False,H,Sunday,March,1972
Bahrain,Qatar,6,2,Gulf Cup,Riyadh,Saudi Arabia,True,H,Tuesday,March,1972
Kuwait,United Arab Emirates,7,0,Gulf Cup,Riyadh,Saudi Arabia,True,H,Wednesday,March,1972
Saudi Arabia,Qatar,4,0,Gulf Cup,Riyadh,Saudi Arabia,False,H,Friday,March,1972
Bahrain,United Arab Emirates,2,0,Gulf Cup,Riyadh,Saudi Arabia,True,H,Saturday,March,1972
Kuwait,Qatar,5,0,Gulf Cup,Riyadh,Saudi Arabia,True,H,Sunday,March,1972
Saudi Arabia,Bahrain,2,1,Gulf Cup,Riyadh,Saudi Arabia,False,H,Tuesday,March,1972
Bulgaria,Russia,1,1,Friendly,Sofia,Bulgaria,False,D,Wednesday,March,1972
Colombia,Peru,1,1,Friendly,Bogotá,Colombia,False,D,Wednesday,March,1972
Hungary,Germany,0,2,Friendly,Budapest,Hungary,False,A,Wednesday,March,1972
Portugal,Cyprus,4,0,FIFA World Cup qualification,Lisbon,Portugal,False,H,Wednesday,March,1972
Jamaica,Cuba,2,0,Friendly,Kingston,Jamaica,False,H,Sunday,April,1972
Mexico,Peru,2,1,Friendly,Mexico City,Mexico,False,H,Wednesday,April,1972
Czechoslovakia,Austria,2,0,Friendly,Brno,Czechoslovakia,False,H,Saturday,April,1972
Poland,German DR,2,1,Friendly,Łódź,Poland,False,H,Saturday,April,1972
Romania,France,2,0,Friendly,Bucharest,Romania,False,H,Saturday,April,1972
Greece,Spain,0,0,Friendly,Salonica,Greece,False,D,Wednesday,April,1972
Haiti,Puerto Rico,7,0,FIFA World Cup qualification,Port-au-Prince,Haiti,False,H,Saturday,April,1972
Ghana,Ivory Coast,1,2,Friendly,Accra,Ghana,False,A,Wednesday,April,1972
Russia,Peru,2,0,Friendly,Kyïv,Soviet Union,False,H,Wednesday,April,1972
Puerto Rico,Haiti,0,5,FIFA World Cup qualification,San Juan,Puerto Rico,False,A,Sunday,April,1972
Romania,Peru,2,2,Friendly,Bucharest,Romania,False,D,Sunday,April,1972
Brazil,Paraguay,3,2,Friendly,Porto Alegre,Brazil,False,H,Wednesday,April,1972
Czechoslovakia,Luxembourg,6,0,Friendly,Plzeň,Czechoslovakia,False,H,Wednesday,April,1972
Scotland,Peru,2,0,Friendly,Glasgow,Scotland,False,H,Wednesday,April,1972
Switzerland,Sweden,1,1,Friendly,Geneva,Switzerland,False,D,Wednesday,April,1972
England,Germany,1,3,UEFA Euro qualification,London,England,False,A,Saturday,April,1972
Hungary,Romania,1,1,UEFA Euro qualification,Budapest,Hungary,False,D,Saturday,April,1972
Italy,Belgium,0,0,UEFA Euro qualification,Milan,Italy,False,D,Saturday,April,1972
Madagascar,Tanzania,0,1,Friendly,Antananarivo,Madagascar,False,A,Saturday,April,1972
Austria,Malta,4,0,FIFA World Cup qualification,Vienna,Austria,False,H,Sunday,April,1972
Lesotho,Zambia,0,0,FIFA World Cup qualification,Maseru,Lesotho,False,D,Sunday,April,1972
Yugoslavia,Russia,0,0,UEFA Euro qualification,Belgrade,Yugoslavia,False,D,Sunday,April,1972
Netherlands,Peru,3,0,Friendly,Rotterdam,Netherlands,False,H,Wednesday,May,1972
Hungary,Malta,3,0,FIFA World Cup qualification,Budapest,Hungary,False,H,Saturday,May,1972
Ethiopia,Greece,0,1,Friendly,Addis Abeba,Ethiopia,False,A,Sunday,May,1972
Iran,Cambodia,2,0,AFC Asian Cup,Bangkok,Thailand,True,H,Sunday,May,1972
South Korea,Iraq,0,0,AFC Asian Cup,Bangkok,Thailand,True,D,Sunday,May,1972
Thailand,Kuwait,0,2,AFC Asian Cup,Bangkok,Thailand,False,A,Monday,May,1972
Iran,Iraq,3,0,AFC Asian Cup,Bangkok,Thailand,True,H,Tuesday,May,1972
Cambodia,South Korea,1,4,AFC Asian Cup,Bangkok,Thailand,True,A,Wednesday,May,1972
Cyprus,Portugal,0,1,FIFA World Cup qualification,Nicosia,Cyprus,False,A,Wednesday,May,1972
Poland,Switzerland,0,0,Friendly,Poznań,Poland,False,D,Wednesday,May,1972
Thailand,Iraq,1,1,AFC Asian Cup,Bangkok,Thailand,False,D,Thursday,May,1972
South Korea,Kuwait,1,2,AFC Asian Cup,Bangkok,Thailand,True,A,Friday,May,1972
Belgium,Italy,2,1,UEFA Euro qualification,Brussels,Belgium,False,H,Saturday,May,1972
Germany,England,0,0,UEFA Euro qualification,Berlin,Germany,False,D,Saturday,May,1972
Russia,Yugoslavia,3,0,UEFA Euro qualification,Moscow,Soviet Union,False,H,Saturday,May,1972
Thailand,Iran,2,3,AFC Asian Cup,Bangkok,Thailand,False,A,Saturday,May,1972
Cambodia,Kuwait,4,0,AFC Asian Cup,Bangkok,Thailand,True,H,Sunday,May,1972
Romania,Hungary,2,2,UEFA Euro qualification,Bucharest,Romania,False,D,Sunday,May,1972
Sweden,Czechoslovakia,1,2,Friendly,Gothenburg,Sweden,False,A,Sunday,May,1972
Iran,Cambodia,2,1,AFC Asian Cup,Bangkok,Thailand,True,H,Tuesday,May,1972
Hungary,Romania,2,1,UEFA Euro qualification,Belgrade,Yugoslavia,True,H,Wednesday,May,1972
Kenya,Madagascar,1,3,Friendly,Nairobi,Kenya,False,A,Wednesday,May,1972
Thailand,South Korea,1,1,AFC Asian Cup,Bangkok,Thailand,False,AP,Wednesday,May,1972
Belgium,Iceland,4,0,FIFA World Cup qualification,Liège,Belgium,False,H,Thursday,May,1972
Iran,South Korea,2,1,AFC Asian Cup,Bangkok,Thailand,True,H,Friday,May,1972
Thailand,Cambodia,2,2,AFC Asian Cup,Bangkok,Thailand,False,HP,Friday,May,1972
Scotland,Northern Ireland,2,0,British Championship,Glasgow,Scotland,False,H,Saturday,May,1972
Wales,England,0,3,British Championship,Cardiff,Wales,False,A,Saturday,May,1972
Belgium,Iceland,4,0,FIFA World Cup qualification,Bruges,Belgium,False,H,Monday,May,1972
Mauritius,Uganda,1,2,Friendly,Port Louis,Mauritius,False,A,Monday,May,1972
England,Northern Ireland,0,1,British Championship,London,England,False,A,Tuesday,May,1972
Spain,Uruguay,2,0,Friendly,Madrid,Spain,False,H,Tuesday,May,1972
Scotland,Wales,1,0,British Championship,Glasgow,Scotland,False,H,Wednesday,May,1972
Argentina,Paraguay,0,0,Friendly,Salta,Argentina,False,D,Thursday,May,1972
Sweden,Hungary,0,0,FIFA World Cup qualification,Solna,Sweden,False,D,Thursday,May,1972
Germany,Russia,4,1,Friendly,Munich,Germany,False,H,Friday,May,1972
German DR,Uruguay,1,0,Friendly,Leipzig,German DR,False,H,Saturday,May,1972
Scotland,England,0,1,British Championship,Glasgow,Scotland,False,A,Saturday,May,1972
Wales,Northern Ireland,0,0,British Championship,Wrexham,Wales,False,D,Saturday,May,1972
Finland,Norway,0,0,Nordic Championship,Turku,Finland,False,D,Sunday,May,1972
Mauritius,Uganda,1,3,Friendly,Curepipe,Mauritius,False,A,Sunday,May,1972
Chile,Argentina,3,4,Copa Carlos Dittborn,Santiago,Chile,False,A,Wednesday,May,1972
German DR,Uruguay,0,0,Friendly,Rostock,German DR,False,D,Wednesday,May,1972
Liberia,Guinea,0,2,Friendly,Monrovia,Liberia,False,A,Wednesday,May,1972
Sierra Leone,Ghana,3,1,Friendly,Freetown,Sierra Leone,False,H,Wednesday,May,1972
Puerto Rico,Panama,0,0,Friendly,San Juan,Puerto Rico,False,D,Thursday,June,1972
Zambia,Lesotho,6,1,FIFA World Cup qualification,Ndola,Zambia,False,H,Sunday,June,1972
Indonesia,Burma,1,0,Indonesia Tournament,Jakarta,Indonesia,False,H,Monday,June,1972
Tunisia,Algeria,3,1,Friendly,Tunis,Tunisia,False,H,Monday,June,1972
Cambodia,Singapore,3,0,Indonesia Tournament,Jakarta,Indonesia,True,H,Tuesday,June,1972
Togo,DR Congo,0,0,FIFA World Cup qualification,Lomé,Togo,False,D,Tuesday,June,1972
Denmark,Finland,3,0,Nordic Championship,Copenhagen,Denmark,False,H,Wednesday,June,1972
Russia,Bulgaria,1,0,Friendly,Moscow,Soviet Union,False,H,Wednesday,June,1972
Cambodia,Thailand,2,0,Indonesia Tournament,Jakarta,Indonesia,True,H,Thursday,June,1972
Philippines,Singapore,2,0,Indonesia Tournament,Jakarta,Indonesia,True,H,Thursday,June,1972
Burma,Sri Lanka,4,2,Indonesia Tournament,Jakarta,Indonesia,True,H,Friday,June,1972
Laos,Malaysia,1,2,Indonesia Tournament,Jakarta,Indonesia,True,A,Friday,June,1972
Austria,Sweden,2,0,FIFA World Cup qualification,Vienna,Austria,False,H,Saturday,June,1972
Kenya,Uganda,2,0,Friendly,Nairobi,Kenya,False,H,Saturday,June,1972
Bolivia,Peru,0,3,Brazil Independence Cup,Curitiba,Brazil,True,A,Sunday,June,1972
Burma,Laos,6,1,Indonesia Tournament,Jakarta,Indonesia,True,H,Sunday,June,1972
Ecuador,Portugal,0,3,Brazil Independence Cup,Natal,Brazil,True,A,Sunday,June,1972
Iran,Republic of Ireland,1,2,Brazil Independence Cup,Recife,Brazil,True,A,Sunday,June,1972
Paraguay,Venezuela,4,1,Brazil Independence Cup,Campo Grande,Brazil,True,H,Sunday,June,1972
Philippines,Thailand,1,0,Indonesia Tournament,Jakarta,Indonesia,True,H,Monday,June,1972
Laos,Sri Lanka,1,3,Indonesia Tournament,Jakarta,Indonesia,True,A,Tuesday,June,1972
Belgium,Germany,1,2,UEFA Euro,Antwerp,Belgium,False,A,Wednesday,June,1972
Chile,Ecuador,2,1,Brazil Independence Cup,Natal,Brazil,True,H,Wednesday,June,1972
Hungary,Russia,0,1,UEFA Euro,Brussels,Belgium,True,A,Wednesday,June,1972
Iran,Portugal,0,3,Brazil Independence Cup,Recife,Brazil,True,A,Wednesday,June,1972
Norway,Uruguay,0,1,Friendly,Oslo,Norway,False,A,Wednesday,June,1972
Paraguay,Peru,1,0,Brazil Independence Cup,Campo Grande,Brazil,True,H,Wednesday,June,1972
Venezuela,Yugoslavia,0,10,Brazil Independence Cup,Curitiba,Brazil,True,A,Wednesday,June,1972
Burma,Malaysia,2,2,Indonesia Tournament,Jakarta,Indonesia,True,D,Thursday,June,1972
Benin,Congo,5,3,Friendly,Cotonou,Dahomey,False,H,Friday,June,1972
Belgium,Hungary,2,1,UEFA Euro,Liège,Belgium,False,H,Saturday,June,1972
Romania,Italy,3,3,Friendly,Bucharest,Romania,False,D,Saturday,June,1972
Benin,Ghana,0,5,FIFA World Cup qualification,Cotonou,Dahomey,True,A,Sunday,June,1972
Bolivia,Yugoslavia,1,1,Brazil Independence Cup,Campo Grande,Brazil,True,D,Sunday,June,1972
Chile,Portugal,1,4,Brazil Independence Cup,Recife,Brazil,True,A,Sunday,June,1972
Colombia,France,2,3,Brazil Independence Cup,Salvador,Brazil,True,A,Sunday,June,1972
Ecuador,Republic of Ireland,2,3,Brazil Independence Cup,Natal,Brazil,True,A,Sunday,June,1972
Germany,Russia,3,0,UEFA Euro,Brussels,Belgium,True,H,Sunday,June,1972
Peru,Venezuela,1,0,Brazil Independence Cup,Manaus,Brazil,True,H,Sunday,June,1972
Burma,Cambodia,0,3,Indonesia Tournament,Jakarta,Indonesia,True,A,Monday,June,1972
DR Congo,Togo,4,0,FIFA World Cup qualification,Kinshasa,Zaïre,False,H,Tuesday,June,1972
Bolivia,Venezuela,2,2,Brazil Independence Cup,Manaus,Brazil,True,D,Wednesday,June,1972
Bulgaria,Italy,1,1,Friendly,Sofia,Bulgaria,False,D,Wednesday,June,1972
Chile,Republic of Ireland,2,1,Brazil Independence Cup,Recife,Brazil,True,H,Wednesday,June,1972
Ecuador,Iran,1,1,Brazil Independence Cup,Recife,Brazil,True,D,Wednesday,June,1972
Finland,Albania,1,0,FIFA World Cup qualification,Helsinki,Finland,False,H,Wednesday,June,1972
Argentina,Colombia,4,1,Brazil Independence Cup,Salvador,Brazil,True,H,Thursday,June,1972
Paraguay,Yugoslavia,1,2,Brazil Independence Cup,Manaus,Brazil,True,A,Thursday,June,1972
Singapore,Sri Lanka,3,1,Friendly,Kallang,Singapore,False,H,Friday,June,1972
Argentina,France,0,0,Brazil Independence Cup,Salvador,Brazil,True,D,Sunday,June,1972
Bolivia,Paraguay,1,6,Brazil Independence Cup,Manaus,Brazil,True,A,Sunday,June,1972
Chile,Iran,2,1,Brazil Independence Cup,Recife,Brazil,True,H,Sunday,June,1972
Republic of Ireland,Portugal,1,2,Brazil Independence Cup,Recife,Brazil,True,A,Sunday,June,1972
Peru,Yugoslavia,1,2,Brazil Independence Cup,Manaus,Brazil,True,A,Sunday,June,1972
Brazil,Czechoslovakia,0,0,Brazil Independence Cup,Rio de Janeiro,Brazil,False,D,Wednesday,June,1972
Argentina,Portugal,1,3,Brazil Independence Cup,Rio de Janeiro,Brazil,True,A,Thursday,June,1972
Scotland,Yugoslavia,2,2,Brazil Independence Cup,Belo Horizonte,Brazil,True,D,Thursday,June,1972
Sweden,Denmark,2,0,Nordic Championship,Malmö,Sweden,False,H,Thursday,June,1972
Uruguay,Russia,0,1,Brazil Independence Cup,São Paulo,Brazil,True,A,Thursday,June,1972
Argentina,Russia,1,0,Brazil Independence Cup,Belo Horizonte,Brazil,True,H,Sunday,July,1972
Brazil,Yugoslavia,3,0,Brazil Independence Cup,São Paulo,Brazil,False,H,Sunday,July,1972
DR Congo,Guinea,6,0,Friendly,Kinshasa,Zaïre,False,H,Sunday,July,1972
