home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year
Lithuania,Slovenia,2,1,UEFA Euro qualification,Vilnius,Lithuania,False,H,Wednesday,June,1995
Luxembourg,Czech Republic,1,0,UEFA Euro qualification,Luxembourg,Luxembourg,False,H,Wednesday,June,1995
North Macedonia,Belgium,0,5,UEFA Euro qualification,Skopje,North Macedonia,False,A,Wednesday,June,1995
Moldova,Albania,2,3,UEFA Euro qualification,Chişinău,Moldova,False,A,Wednesday,June,1995
Northern Ireland,Latvia,1,2,UEFA Euro qualification,Belfast,Northern Ireland,False,A,Wednesday,June,1995
Norway,Malta,2,0,UEFA Euro qualification,Oslo,Norway,False,H,Wednesday,June,1995
Romania,Israel,2,1,UEFA Euro qualification,Bucharest,Romania,False,H,Wednesday,June,1995
San Marino,Russia,0,7,UEFA Euro qualification,Serravalle,San Marino,False,A,Wednesday,June,1995
Spain,Armenia,1,0,UEFA Euro qualification,Seville,Spain,False,H,Wednesday,June,1995
Wales,Georgia,0,1,UEFA Euro qualification,Cardiff,Wales,False,A,Wednesday,June,1995
England,Sweden,3,3,Friendly,Leeds,England,False,D,Thursday,June,1995
Paraguay,Bolivia,0,0,Copa Paz del Chaco,Asunción,Paraguay,False,HP,Friday,June,1995
Tahiti,New Zealand,2,1,Friendly,Papeete,French Polynesia,False,H,Friday,June,1995
Costa Rica,Ecuador,1,2,Korea Cup,Seoul,South Korea,True,A,Saturday,June,1995
South Korea,Zambia,2,3,Korea Cup,Seoul,South Korea,False,A,Saturday,June,1995
Sweden,Japan,2,2,Friendly,Nottingham,England,True,D,Saturday,June,1995
England,Brazil,1,3,Friendly,London,England,False,A,Sunday,June,1995
Estonia,Slovenia,1,3,UEFA Euro qualification,Tallinn,Estonia,False,A,Sunday,June,1995
Finland,Greece,2,1,UEFA Euro qualification,Helsinki,Finland,False,H,Sunday,June,1995
Honduras,Turkey,0,1,Friendly,Toronto,Canada,True,A,Sunday,June,1995
Iceland,Hungary,2,1,UEFA Euro qualification,Reykjavík,Iceland,False,H,Sunday,June,1995
Republic of Ireland,Austria,1,3,UEFA Euro qualification,Dublin,Republic of Ireland,False,A,Sunday,June,1995
Ukraine,Croatia,1,0,UEFA Euro qualification,Kyïv,Ukraine,False,H,Sunday,June,1995
United States,Nigeria,3,2,USA Cup,Foxborough,United States,False,H,Sunday,June,1995
Ecuador,Zambia,1,0,Korea Cup,Seoul,South Korea,True,H,Monday,June,1995
Argentina,Paraguay,2,1,Friendly,Rosario,Argentina,False,H,Wednesday,June,1995
Colombia,Nigeria,1,0,USA Cup,Piscataway,United States,True,H,Saturday,June,1995
Australia,Ghana,2,1,Friendly,Sydney,Australia,False,H,Sunday,June,1995
United States,Mexico,4,0,USA Cup,Washington,United States,False,H,Sunday,June,1995
Venezuela,Bolivia,1,3,Friendly,Valera,Venezuela,False,A,Sunday,June,1995
Chile,Paraguay,0,1,Friendly,La Serena,Chile,False,A,Monday,June,1995
Switzerland,Italy,0,1,Friendly,Lausanne,Switzerland,False,A,Monday,June,1995
New Zealand,Turkey,1,2,Friendly,Coquimbo,Chile,True,A,Tuesday,June,1995
Australia,Ghana,1,0,Friendly,Adelaide,Australia,False,H,Wednesday,June,1995
Germany,Italy,2,0,Friendly,Zürich,Switzerland,True,H,Wednesday,June,1995
Mexico,Colombia,0,0,USA Cup,Washington,United States,True,D,Wednesday,June,1995
Chile,Turkey,0,0,Friendly,Santiago,Chile,False,D,Thursday,June,1995
Paraguay,New Zealand,3,2,Friendly,Santiago,Chile,True,H,Thursday,June,1995
Switzerland,Germany,1,2,Friendly,Berne,Switzerland,False,A,Friday,June,1995
Australia,Ghana,0,1,Friendly,Perth,Australia,False,A,Saturday,June,1995
Mexico,Nigeria,2,1,USA Cup,Dallas,United States,True,H,Saturday,June,1995
Mozambique,Zimbabwe,3,1,Friendly,Beira,Mozambique,False,H,Sunday,June,1995
Uruguay,New Zealand,7,0,Friendly,Paysandú,Uruguay,False,H,Sunday,June,1995
United States,Colombia,0,0,USA Cup,Piscataway,United States,False,D,Sunday,June,1995
Uruguay,New Zealand,2,2,Friendly,Rivera,Uruguay,False,D,Wednesday,June,1995
Argentina,Australia,2,0,Friendly,Quilmes,Argentina,False,H,Friday,June,1995
Paraguay,Ecuador,1,0,Friendly,Asunción,Paraguay,False,H,Friday,June,1995
Ivory Coast,Ghana,2,0,Friendly,Abidjan,Ivory Coast,False,H,Saturday,July,1995
Peru,Bolivia,4,1,Friendly,Lima,Peru,False,H,Saturday,July,1995
Iceland,Faroe Islands,2,0,Friendly,Neskaupstaður,Iceland,False,H,Sunday,July,1995
Uruguay,Venezuela,4,1,Copa América,Montevideo,Uruguay,False,H,Wednesday,July,1995
Mexico,Paraguay,1,2,Copa América,Maldonado,Uruguay,True,A,Thursday,July,1995
Brazil,Ecuador,1,0,Copa América,Rivera,Uruguay,True,H,Friday,July,1995
Colombia,Peru,1,1,Copa América,Rivera,Uruguay,True,D,Friday,July,1995
Argentina,Bolivia,2,1,Copa América,Paysandú,Uruguay,True,H,Saturday,July,1995
United States,Chile,2,1,Copa América,Paysandú,Uruguay,True,H,Saturday,July,1995
Mexico,Venezuela,3,1,Copa América,Maldonado,Uruguay,True,H,Sunday,July,1995
Syria,Egypt,0,0,Friendly,Damascus,Syria,False,D,Sunday,July,1995
Uruguay,Paraguay,1,0,Copa América,Montevideo,Uruguay,False,H,Sunday,July,1995
Brazil,Peru,2,0,Copa América,Rivera,Uruguay,True,H,Monday,July,1995
Colombia,Ecuador,1,0,Copa América,Rivera,Uruguay,True,H,Monday,July,1995
Argentina,Chile,4,0,Copa América,Paysandú,Uruguay,True,H,Tuesday,July,1995
United States,Bolivia,0,1,Copa América,Paysandú,Uruguay,True,A,Tuesday,July,1995
Paraguay,Venezuela,3,2,Copa América,Maldonado,Uruguay,True,H,Wednesday,July,1995
Brazil,Colombia,3,0,Copa América,Rivera,Uruguay,True,H,Thursday,July,1995
Peru,Ecuador,1,2,Copa América,Rivera,Uruguay,True,A,Thursday,July,1995
Uruguay,Mexico,1,1,Copa América,Montevideo,Uruguay,False,D,Thursday,July,1995
Argentina,United States,0,3,Copa América,Paysandú,Uruguay,True,A,Friday,July,1995
Chile,Bolivia,2,2,Copa América,Paysandú,Uruguay,True,D,Friday,July,1995
Egypt,Algeria,1,1,African Cup of Nations qualification,Cairo,Egypt,False,D,Friday,July,1995
Mauritania,Togo,2,1,African Cup of Nations qualification,Nouakchott,Mauritania,False,H,Friday,July,1995
Tanzania,Ethiopia,2,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,H,Saturday,July,1995
Tunisia,Senegal,4,0,African Cup of Nations qualification,Tunis,Tunisia,False,H,Saturday,July,1995
Uganda,Sudan,2,0,African Cup of Nations qualification,Kampala,Uganda,False,H,Saturday,July,1995
Zambia,Mauritius,2,0,African Cup of Nations qualification,Lusaka,Zambia,False,H,Saturday,July,1995
Malawi,Cameroon,1,3,African Cup of Nations qualification,Blantyre,Malawi,False,A,Sunday,July,1995
Mali,Botswana,4,0,African Cup of Nations qualification,Bamako,Mali,False,H,Sunday,July,1995
Mozambique,Angola,2,1,African Cup of Nations qualification,Maputo,Mozambique,False,H,Sunday,July,1995
Paraguay,Colombia,1,1,Copa América,Montevideo,Uruguay,True,AP,Sunday,July,1995
Uruguay,Bolivia,2,1,Copa América,Montevideo,Uruguay,False,H,Sunday,July,1995
Isle of Man,Ynys Môn,0,2,Island Games,Gibraltar,Gibraltar,True,A,Sunday,July,1995
Gibraltar,Greenland,0,1,Island Games,Gibraltar,Gibraltar,False,A,Sunday,July,1995
Jersey,Isle of Wight,2,0,Island Games,Gibraltar,Gibraltar,True,H,Sunday,July,1995
Åland Islands,Guernsey,2,2,Island Games,Gibraltar,Gibraltar,True,D,Sunday,July,1995
Brazil,Argentina,2,2,Copa América,Rivera,Uruguay,True,HP,Monday,July,1995
United States,Mexico,0,0,Copa América,Paysandú,Uruguay,True,HP,Monday,July,1995
Gibraltar,Isle of Man,2,1,Island Games,Gibraltar,Gibraltar,False,H,Monday,July,1995
Greenland,Ynys Môn,1,2,Island Games,Gibraltar,Gibraltar,True,A,Monday,July,1995
Åland Islands,Isle of Wight,0,5,Island Games,Gibraltar,Gibraltar,True,A,Monday,July,1995
Jersey,Guernsey,1,0,Island Games,Gibraltar,Gibraltar,True,H,Monday,July,1995
Uzbekistan,Hungary,2,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True,A,Tuesday,July,1995
Gibraltar,Ynys Môn,2,0,Island Games,Gibraltar,Gibraltar,False,H,Tuesday,July,1995
Greenland,Isle of Man,4,0,Island Games,Gibraltar,Gibraltar,True,H,Tuesday,July,1995
Jersey,Åland Islands,3,1,Island Games,Gibraltar,Gibraltar,True,H,Tuesday,July,1995
Isle of Wight,Guernsey,1,1,Island Games,Gibraltar,Gibraltar,True,D,Tuesday,July,1995
Jamaica,Saint Lucia,2,1,CFU Caribbean Cup,Kingston,Jamaica,False,H,Wednesday,July,1995
Trinidad and Tobago,Cuba,2,0,CFU Caribbean Cup,Kingston,Jamaica,True,H,Wednesday,July,1995
Uruguay,Colombia,2,0,Copa América,Montevideo,Uruguay,False,H,Wednesday,July,1995
Bulgaria,Uzbekistan,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,D,Thursday,July,1995
United States,Brazil,0,1,Copa América,Maldonado,Uruguay,True,A,Thursday,July,1995
Greenland,Isle of Wight,1,2,Island Games,Gibraltar,Gibraltar,True,A,Thursday,July,1995
Gibraltar,Jersey,1,0,Island Games,Gibraltar,Gibraltar,False,H,Thursday,July,1995
Cayman Islands,Antigua and Barbuda,2,0,CFU Caribbean Cup,George Town,Cayman Islands,False,H,Friday,July,1995
French Guiana,Saint Vincent and the Grenadines,1,3,CFU Caribbean Cup,George Town,Cayman Islands,True,A,Friday,July,1995
Jamaica,Cuba,1,2,CFU Caribbean Cup,Montego Bay,Jamaica,False,A,Friday,July,1995
Malaysia,Iraq,1,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False,A,Friday,July,1995
Saint Lucia,Trinidad and Tobago,0,5,CFU Caribbean Cup,Montego Bay,Jamaica,True,A,Friday,July,1995
Åland Islands,Isle of Man,4,1,Island Games,Gibraltar,Gibraltar,True,H,Friday,July,1995
Guernsey,Ynys Môn,4,2,Island Games,Gibraltar,Gibraltar,True,H,Friday,July,1995
Gibraltar,Jersey,1,0,Island Games,Gibraltar,Gibraltar,False,H,Friday,July,1995
Algeria,Tunisia,2,1,Friendly,Algiers,Algeria,False,H,Saturday,July,1995
Bulgaria,Hungary,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,D,Saturday,July,1995
Colombia,United States,4,1,Copa América,Maldonado,Uruguay,True,H,Saturday,July,1995
Norway,France,0,0,Friendly,Oslo,Norway,False,D,Saturday,July,1995
Gibraltar,Isle of Wight,0,1,Island Games,Gibraltar,Gibraltar,False,A,Saturday,July,1995
Cayman Islands,French Guiana,1,0,CFU Caribbean Cup,George Town,Cayman Islands,False,H,Sunday,July,1995
Cuba,Saint Lucia,2,0,CFU Caribbean Cup,Kingston,Jamaica,True,H,Sunday,July,1995
Jamaica,Trinidad and Tobago,1,0,CFU Caribbean Cup,Kingston,Jamaica,False,H,Sunday,July,1995
Mali,Ivory Coast,2,2,Friendly,Bamako,Mali,False,D,Sunday,July,1995
Saint Vincent and the Grenadines,Antigua and Barbuda,5,1,CFU Caribbean Cup,George Town,Cayman Islands,True,H,Sunday,July,1995
Uruguay,Brazil,1,1,Copa América,Montevideo,Uruguay,False,HP,Sunday,July,1995
Antigua and Barbuda,French Guiana,2,1,CFU Caribbean Cup,George Town,Cayman Islands,True,H,Tuesday,July,1995
Iraq,Bulgaria,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,H,Tuesday,July,1995
Cayman Islands,Trinidad and Tobago,2,9,CFU Caribbean Cup,George Town,Cayman Islands,False,A,Friday,July,1995
Lithuania,Belarus,1,1,Friendly,Vilnius,Lithuania,False,D,Saturday,July,1995
Malaysia,Bulgaria,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False,A,Saturday,July,1995
Algeria,Tanzania,2,1,African Cup of Nations qualification,Algiers,Algeria,False,H,Sunday,July,1995
Angola,Botswana,4,0,African Cup of Nations qualification,Luanda,Angola,False,H,Sunday,July,1995
Burkina Faso,Ivory Coast,1,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,D,Sunday,July,1995
Cameroon,Zimbabwe,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,H,Sunday,July,1995
Cayman Islands,Cuba,0,3,CFU Caribbean Cup,George Town,Cayman Islands,False,A,Sunday,July,1995
Congo,Ghana,0,2,African Cup of Nations qualification,Brazzaville,Congo,False,A,Sunday,July,1995
Egypt,Uganda,6,0,African Cup of Nations qualification,Cairo,Egypt,False,H,Sunday,July,1995
Guinea,Mali,4,1,African Cup of Nations qualification,Conakry,Guinea,False,H,Sunday,July,1995
Mauritania,Tunisia,0,0,African Cup of Nations qualification,Nouakchott,Mauritania,False,D,Sunday,July,1995
Namibia,Mozambique,0,0,African Cup of Nations qualification,Windhoek,Namibia,False,D,Sunday,July,1995
Senegal,Liberia,3,0,African Cup of Nations qualification,Dakar,Senegal,False,H,Sunday,July,1995
Sudan,Ethiopia,3,0,African Cup of Nations qualification,Khartoum,Sudan,False,H,Sunday,July,1995
Canada,Jamaica,3,1,Friendly,Toronto,Canada,False,H,Tuesday,August,1995
Indonesia,Singapore,0,0,Friendly,Jakarta,Indonesia,False,D,Tuesday,August,1995
Canada,Trinidad and Tobago,3,1,Friendly,Toronto,Canada,False,H,Thursday,August,1995
Jamaica,Trinidad and Tobago,1,0,Friendly,Toronto,Canada,True,H,Sunday,August,1995
Japan,Costa Rica,3,0,Friendly,Kyoto,Japan,False,H,Sunday,August,1995
Japan,Brazil,1,5,Friendly,Tokyo,Japan,False,A,Wednesday,August,1995
South Korea,Brazil,0,1,Friendly,Suwon,South Korea,False,A,Saturday,August,1995
Liechtenstein,Portugal,0,7,UEFA Euro qualification,Eschen,Liechtenstein,False,A,Tuesday,August,1995
Armenia,Denmark,0,2,UEFA Euro qualification,Yerevan,Armenia,False,A,Wednesday,August,1995
Azerbaijan,Slovakia,0,1,UEFA Euro qualification,Trabzon,Turkey,True,A,Wednesday,August,1995
Cook Islands,New Caledonia,0,9,South Pacific Games,Papeete,French Polynesia,True,A,Wednesday,August,1995
Estonia,Lithuania,0,1,UEFA Euro qualification,Tallinn,Estonia,False,A,Wednesday,August,1995
Fiji,Papua New Guinea,2,2,South Pacific Games,Papeete,French Polynesia,True,D,Wednesday,August,1995
Finland,Russia,0,6,UEFA Euro qualification,Helsinki,Finland,False,A,Wednesday,August,1995
France,Poland,1,1,UEFA Euro qualification,Paris,France,False,D,Wednesday,August,1995
Guam,Vanuatu,0,6,South Pacific Games,Papeete,French Polynesia,True,A,Wednesday,August,1995
Hungary,Israel,0,2,Friendly,Siófok,Hungary,False,A,Wednesday,August,1995
Iceland,Switzerland,0,2,UEFA Euro qualification,Reykjavík,Iceland,False,A,Wednesday,August,1995
Latvia,Austria,3,2,UEFA Euro qualification,Riga,Latvia,False,H,Wednesday,August,1995
Malta,Albania,2,1,Friendly,Attard,Malta,False,H,Wednesday,August,1995
Norway,Czech Republic,1,1,UEFA Euro qualification,Oslo,Norway,False,D,Wednesday,August,1995
Scotland,Greece,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Wednesday,August,1995
Solomon Islands,Wallis Islands and Futuna,12,1,South Pacific Games,Papeete,French Polynesia,True,H,Wednesday,August,1995
Sweden,United States,1,0,Friendly,Norrköping,Sweden,False,H,Wednesday,August,1995
Tahiti,Wallis Islands and Futuna,13,0,South Pacific Games,Papeete,French Polynesia,True,H,Thursday,August,1995
Jamaica,Zambia,1,1,Friendly,Montego Bay,Jamaica,False,D,Friday,August,1995
New Caledonia,Solomon Islands,0,1,South Pacific Games,Papeete,French Polynesia,True,A,Friday,August,1995
Cook Islands,Wallis Islands and Futuna,2,1,South Pacific Games,Papeete,French Polynesia,True,H,Saturday,August,1995
Tahiti,Solomon Islands,4,2,South Pacific Games,Papeete,French Polynesia,True,H,Saturday,August,1995
Fiji,Guam,8,0,South Pacific Games,Papeete,French Polynesia,True,H,Sunday,August,1995
Jamaica,Zambia,3,1,Friendly,Kingston,Jamaica,False,H,Sunday,August,1995
New Caledonia,Wallis Islands and Futuna,10,0,South Pacific Games,Papeete,French Polynesia,True,H,Sunday,August,1995
Papua New Guinea,Vanuatu,0,3,South Pacific Games,Papeete,French Polynesia,True,A,Sunday,August,1995
Cook Islands,Solomon Islands,0,16,South Pacific Games,Papeete,French Polynesia,True,A,Monday,August,1995
Tahiti,New Caledonia,2,0,South Pacific Games,Papeete,French Polynesia,True,H,Monday,August,1995
Fiji,Vanuatu,3,1,South Pacific Games,Papeete,French Polynesia,True,H,Tuesday,August,1995
Guam,Papua New Guinea,0,9,South Pacific Games,Papeete,French Polynesia,True,A,Tuesday,August,1995
Tahiti,Cook Islands,11,0,South Pacific Games,Papeete,French Polynesia,True,H,Tuesday,August,1995
Belgium,Germany,1,2,Friendly,Brussels,Belgium,False,A,Wednesday,August,1995
Fiji,Solomon Islands,3,3,South Pacific Games,Papeete,French Polynesia,True,AP,Thursday,August,1995
Tahiti,Vanuatu,3,0,South Pacific Games,Papeete,French Polynesia,True,H,Thursday,August,1995
Fiji,Vanuatu,3,0,South Pacific Games,Papeete,French Polynesia,True,H,Saturday,August,1995
Tahiti,Solomon Islands,2,0,South Pacific Games,Papeete,French Polynesia,True,H,Saturday,August,1995
Turkey,North Macedonia,2,1,Friendly,Istanbul,Turkey,False,H,Wednesday,August,1995
Croatia,Estonia,7,1,UEFA Euro qualification,Zagreb,Croatia,False,H,Sunday,September,1995
Portugal,Northern Ireland,1,1,UEFA Euro qualification,Porto,Portugal,False,D,Sunday,September,1995
Albania,Bulgaria,1,1,UEFA Euro qualification,Tirana,Albania,False,D,Wednesday,September,1995
Austria,Republic of Ireland,3,1,UEFA Euro qualification,Vienna,Austria,False,H,Wednesday,September,1995
Belgium,Denmark,1,3,UEFA Euro qualification,Brussels,Belgium,False,A,Wednesday,September,1995
Czech Republic,Norway,2,0,UEFA Euro qualification,Prague,Czech Republic,False,H,Wednesday,September,1995
England,Colombia,0,0,Friendly,London,England,False,D,Wednesday,September,1995
Faroe Islands,Russia,2,5,UEFA Euro qualification,Toftir,Faroe Islands,False,A,Wednesday,September,1995
France,Azerbaijan,10,0,UEFA Euro qualification,Auxerre,France,False,H,Wednesday,September,1995
Germany,Georgia,4,1,UEFA Euro qualification,Nuremberg,Germany,False,H,Wednesday,September,1995
Italy,Slovenia,1,0,UEFA Euro qualification,Udine,Italy,False,H,Wednesday,September,1995
Latvia,Liechtenstein,1,0,UEFA Euro qualification,Riga,Latvia,False,H,Wednesday,September,1995
Lithuania,Ukraine,1,3,UEFA Euro qualification,Vilnius,Lithuania,False,A,Wednesday,September,1995
Luxembourg,Malta,1,0,UEFA Euro qualification,Luxembourg,Luxembourg,False,H,Wednesday,September,1995
North Macedonia,Armenia,1,2,UEFA Euro qualification,Skopje,North Macedonia,False,A,Wednesday,September,1995
Netherlands,Belarus,1,0,UEFA Euro qualification,Rotterdam,Netherlands,False,H,Wednesday,September,1995
Poland,Romania,0,0,UEFA Euro qualification,Zabrze,Poland,False,D,Wednesday,September,1995
San Marino,Greece,0,4,UEFA Euro qualification,Serravalle,San Marino,False,A,Wednesday,September,1995
Scotland,Finland,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Wednesday,September,1995
Slovakia,Israel,1,0,UEFA Euro qualification,Košice,Slovakia,False,H,Wednesday,September,1995
Spain,Cyprus,6,0,UEFA Euro qualification,Granada,Spain,False,H,Wednesday,September,1995
Sweden,Switzerland,0,0,UEFA Euro qualification,Gothenburg,Sweden,False,D,Wednesday,September,1995
Turkey,Hungary,2,0,UEFA Euro qualification,Istanbul,Turkey,False,H,Wednesday,September,1995
Wales,Moldova,1,0,UEFA Euro qualification,Cardiff,Wales,False,H,Wednesday,September,1995
Greece,Serbia,0,2,Friendly,Salonica,Greece,False,A,Wednesday,September,1995
Israel,Uruguay,3,1,Friendly,Jerusalem,Israel,False,H,Wednesday,September,1995
Japan,Paraguay,1,2,Friendly,Tokyo,Japan,False,A,Wednesday,September,1995
Spain,Argentina,2,1,Friendly,Madrid,Spain,False,H,Wednesday,September,1995
Trinidad and Tobago,Jamaica,1,0,Friendly,Port of Spain,Trinidad and Tobago,False,H,Sunday,September,1995
Jamaica,Costa Rica,2,0,Friendly,Kingston,Jamaica,False,H,Wednesday,September,1995
South Africa,Mozambique,3,2,Friendly,Johannesburg,South Africa,False,H,Saturday,September,1995
Finland,Turkey,0,0,Friendly,Helsinki,Finland,False,D,Wednesday,October,1995
Armenia,Belgium,0,2,UEFA Euro qualification,Yerevan,Armenia,False,A,Saturday,October,1995
Belarus,Czech Republic,0,2,UEFA Euro qualification,Minsk,Belarus,False,A,Saturday,October,1995
Bulgaria,Albania,3,0,UEFA Euro qualification,Sofia,Bulgaria,False,H,Saturday,October,1995
Croatia,Italy,1,1,UEFA Euro qualification,Split,Croatia,False,D,Sunday,October,1995
Germany,Moldova,6,1,UEFA Euro qualification,Leverkusen,Germany,False,H,Sunday,October,1995
United States,Saudi Arabia,4,3,Friendly,Washington,United States,False,H,Sunday,October,1995
Argentina,Colombia,0,0,Friendly,Buenos Aires,Argentina,False,D,Wednesday,October,1995
Austria,Portugal,1,1,UEFA Euro qualification,Vienna,Austria,False,D,Wednesday,October,1995
Brazil,Uruguay,2,0,Friendly,Salvador,Brazil,False,H,Wednesday,October,1995
Chile,Canada,2,0,Friendly,Concepción,Chile,False,H,Wednesday,October,1995
Cyprus,North Macedonia,1,1,UEFA Euro qualification,Limassol,Cyprus,False,D,Wednesday,October,1995
Denmark,Spain,1,1,UEFA Euro qualification,Copenhagen,Denmark,False,D,Wednesday,October,1995
Georgia,Bulgaria,2,1,UEFA Euro qualification,Tbilisi,Georgia,False,H,Wednesday,October,1995
Iceland,Turkey,0,0,UEFA Euro qualification,Reykjavík,Iceland,False,D,Wednesday,October,1995
Republic of Ireland,Latvia,2,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,H,Wednesday,October,1995
Israel,Azerbaijan,2,0,UEFA Euro qualification,Jaffa,Israel,False,H,Wednesday,October,1995
Liechtenstein,Northern Ireland,0,4,UEFA Euro qualification,Eschen,Liechtenstein,False,A,Wednesday,October,1995
Lithuania,Estonia,5,0,UEFA Euro qualification,Vilnius,Lithuania,False,H,Wednesday,October,1995
