,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,is_valid,continent
7877,1974-09-03,Denmark,Indonesia,9.0,0.0,Friendly,Copenhagen,Denmark,False,Home,1974,True,Europe
7878,1974-09-04,Austria,Wales,2.0,1.0,UEFA Euro qualification,Vienna,Austria,False,Home,1974,True,Europe
7879,1974-09-04,Libya,Malta,0.0,0.0,Friendly,Tripoli,Libya,False,Draw,1974,True,Africa
7880,1974-09-04,Norway,Northern Ireland,2.0,1.0,UEFA Euro qualification,Oslo,Norway,False,Home,1974,True,Europe
7881,1974-09-04,Sweden,Netherlands,1.0,5.0,Friendly,Solna,Sweden,False,Away,1974,True,Europe
7882,1974-09-04,Switzerland,Germany,1.0,2.0,Friendly,Basel,Switzerland,False,Away,1974,True,Europe
7883,1974-09-05,Mexico,USA,3.0,1.0,Friendly,Monterrey,Mexico,False,Home,1974,True,America
7884,1974-09-06,Libya,Congo DR,0.0,2.0,Friendly,Tripoli,Libya,False,Away,1974,True,Africa
7885,1974-09-07,Poland,France,0.0,2.0,Friendly,Wrocław,Poland,False,Away,1974,True,Europe
7886,1974-09-08,Iceland,Belgium,0.0,2.0,UEFA Euro qualification,Reykjavík,Iceland,False,Away,1974,True,Europe
7887,1974-09-08,USA,Mexico,0.0,1.0,Friendly,Dallas,USA,False,Away,1974,True,America
7888,1974-09-10,Libya,Somalia,3.0,2.0,Friendly,Tripoli,Libya,False,Home,1974,True,Africa
7889,1974-09-11,Côte d'Ivoire,Ghana,1.0,1.0,Friendly,Abidjan,Côte d'Ivoire,False,Draw,1974,True,Africa
7890,1974-09-13,Libya,Somalia,3.0,2.0,Friendly,Tripoli,Libya,False,Home,1974,True,Africa
7891,1974-09-25,Bulgaria,Romania,0.0,0.0,Friendly,Sofia,Bulgaria,False,Draw,1974,True,Europe
7892,1974-09-25,Denmark,Spain,1.0,2.0,UEFA Euro qualification,Copenhagen,Denmark,False,Away,1974,True,Europe
7893,1974-09-25,Finland,Netherlands,1.0,3.0,UEFA Euro qualification,Helsinki,Finland,False,Away,1974,True,Europe
7894,1974-09-26,Syria,Palestine,2.0,0.0,Friendly,Damascus,Syria,False,Home,1974,True,Asia
7895,1974-09-27,Algeria,Lebanon,4.0,1.0,Friendly,Damascus,Syria,True,Home,1974,True,Asia
7896,1974-09-28,Austria,Hungary,1.0,0.0,Friendly,Vienna,Austria,False,Home,1974,True,Europe
7897,1974-09-28,Japan,Korea Republic,4.0,1.0,Friendly,Tokyo,Japan,False,Home,1974,True,Asia
7898,1974-09-28,Yemen,Sudan,0.0,6.0,Friendly,Damascus,Syria,True,Away,1974,True,Asia
7899,1974-09-28,Yugoslavia,Italy,1.0,0.0,Friendly,Zagreb,Yugoslavia,False,Home,1974,True,Europe
7900,1974-09-29,Algeria,Jordan,6.0,0.0,Friendly,Damascus,Syria,True,Home,1974,True,Asia
7901,1974-09-30,Libya,Yemen,9.0,1.0,Friendly,Damascus,Syria,True,Home,1974,True,Asia
7902,1974-09-30,Palestine,Sudan,1.0,3.0,Friendly,Damascus,Syria,True,Away,1974,True,Asia
7903,1974-10-01,Morocco,Tunisia,3.0,1.0,Friendly,Damascus,Syria,True,Home,1974,True,Asia
7904,1974-10-02,Libya,Palestine,0.0,0.0,Friendly,Damascus,Syria,True,Draw,1974,True,Asia
7905,1974-10-03,Algeria,Tunisia,0.0,1.0,Friendly,Damascus,Syria,True,Away,1974,True,Asia
7906,1974-10-04,Libya,Sudan,1.0,3.0,Friendly,Damascus,Syria,True,Away,1974,True,Asia
7907,1974-10-04,Syria,Yemen,6.0,0.0,Friendly,Damascus,Syria,False,Home,1974,True,Asia
7908,1974-10-06,Palestine,Yemen,7.0,1.0,Friendly,Damascus,Syria,True,Home,1974,True,Asia
7909,1974-10-07,Morocco,Sudan,2.0,0.0,Friendly,Damascus,Syria,True,Home,1974,True,Asia
7910,1974-10-09,Denmark,Iceland,2.0,1.0,Friendly,Aalborg,Denmark,False,Home,1974,True,Europe
7911,1974-10-09,Netherlands,Switzerland,1.0,0.0,Friendly,Rotterdam,Netherlands,False,Home,1974,True,Europe
7912,1974-10-09,Poland,Finland,3.0,0.0,UEFA Euro qualification,Poznań,Poland,False,Home,1974,True,Europe
7913,1974-10-09,Sudan,Tunisia,1.0,3.0,Friendly,Damascus,Syria,True,Away,1974,True,Asia
7914,1974-10-09,Syria,Morocco,1.0,1.0,Friendly,Damascus,Syria,False,Draw,1974,True,Asia
7915,1974-10-12,Argentina,Spain,1.0,1.0,Friendly,Buenos Aires,Argentina,False,Draw,1974,True,America
7916,1974-10-12,Belgium,France,2.0,1.0,UEFA Euro qualification,Brussels,Belgium,False,Home,1974,True,Europe
7917,1974-10-13,Bulgaria,Greece,3.0,3.0,UEFA Euro qualification,Sofia,Bulgaria,False,Draw,1974,True,Europe
7918,1974-10-13,Czechoslovakia,Sweden,4.0,0.0,Friendly,Bratislava,Czechoslovakia,False,Home,1974,True,Europe
7919,1974-10-13,Denmark,Romania,0.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,Draw,1974,True,Europe
7920,1974-10-13,Luxembourg,Hungary,2.0,4.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,Away,1974,True,Europe
7921,1974-10-30,England,Czechoslovakia,3.0,0.0,UEFA Euro qualification,London,England,False,Home,1974,True,Europe
7922,1974-10-30,Republic of Ireland,Russia,3.0,0.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Home,1974,True,Europe
7923,1974-10-30,Sweden,Northern Ireland,0.0,2.0,UEFA Euro qualification,Solna,Sweden,False,Away,1974,True,Europe
7924,1974-10-30,Wales,Hungary,2.0,0.0,UEFA Euro qualification,Cardiff,Wales,False,Home,1974,True,Europe
7925,1974-10-30,Yugoslavia,Norway,3.0,1.0,UEFA Euro qualification,Belgrade,Yugoslavia,False,Home,1974,True,Europe
7926,1974-10-31,Algeria,Morocco,0.0,0.0,Friendly,Algiers,Algeria,False,Draw,1974,True,Africa
7927,1974-10-31,Poland,Canada,2.0,0.0,Friendly,Warsaw,Poland,False,Home,1974,True,Europe
7928,1974-11-03,Kenya,Zambia,2.0,3.0,CECAFA Cup,Zanzibar,Tanzania,True,Away,1974,True,Africa
7929,1974-11-03,Singapore,China PR,1.0,1.0,Friendly,Kallang,Singapore,False,Draw,1974,True,Asia
7930,1974-11-04,Somalia,Uganda,1.0,1.0,CECAFA Cup,Zanzibar,Tanzania,True,Draw,1974,True,Africa
7931,1974-11-06,Chile,Argentina,0.0,2.0,Copa Carlos Dittborn,Santiago,Chile,False,Away,1974,True,America
7932,1974-11-07,Tanzania,Uganda,1.0,1.0,CECAFA Cup,Zanzibar,Tanzania,False,Draw,1974,True,Africa
7933,1974-11-10,Bulgaria,Hungary,0.0,0.0,Friendly,Varna,Bulgaria,False,Draw,1974,True,Europe
7934,1974-11-10,Togo,Liberia,1.0,0.0,African Cup of Nations qualification,Lomé,Togo,False,Home,1974,True,Africa
7935,1974-11-10,Tunisia,Libya,1.0,0.0,African Cup of Nations qualification,Tunis,Tunisia,False,Home,1974,True,Africa
7936,1974-11-13,Czechoslovakia,Poland,2.0,2.0,Friendly,Prague,Czechoslovakia,False,Draw,1974,True,Europe
7937,1974-11-13,Switzerland,Portugal,3.0,0.0,Friendly,Berne,Switzerland,False,Home,1974,True,Europe
7938,1974-11-13,Turkey,Austria,0.0,1.0,Friendly,Istanbul,Turkey,False,Away,1974,True,Europe
7939,1974-11-15,Greece,Cyprus,3.0,1.0,Friendly,Piraeus,Greece,False,Home,1974,True,Europe
7940,1974-11-20,Argentina,Chile,1.0,1.0,Copa Carlos Dittborn,Buenos Aires,Argentina,False,Draw,1974,True,America
7941,1974-11-20,England,Portugal,0.0,0.0,UEFA Euro qualification,London,England,False,Draw,1974,True,Europe
7942,1974-11-20,Greece,Germany,2.0,2.0,UEFA Euro qualification,Piraeus,Greece,False,Draw,1974,True,Europe
7943,1974-11-20,Netherlands,Italy,3.0,1.0,UEFA Euro qualification,Rotterdam,Netherlands,False,Home,1974,True,Europe
7944,1974-11-20,Scotland,Spain,1.0,2.0,UEFA Euro qualification,Glasgow,Scotland,False,Away,1974,True,Europe
7945,1974-11-20,Turkey,Republic of Ireland,1.0,1.0,UEFA Euro qualification,Izmir,Turkey,False,Draw,1974,True,Europe
7946,1974-11-20,Wales,Luxembourg,5.0,0.0,UEFA Euro qualification,Swansea,Wales,False,Home,1974,True,Europe
7947,1974-11-22,Liberia,Togo,0.0,2.0,African Cup of Nations qualification,Monrovia,Liberia,False,Away,1974,True,Africa
7948,1974-11-22,Libya,Tunisia,1.0,0.0,African Cup of Nations qualification,Tripoli,Libya,False,Home,1974,True,Africa
7949,1974-11-23,Suriname,Trinidad and Tobago,0.0,0.0,Friendly,Paramaribo,Suriname,False,Draw,1974,True,America
7950,1974-11-24,Morocco,Gambia,3.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,Home,1974,True,Africa
7951,1974-11-25,Suriname,Trinidad and Tobago,2.0,1.0,Friendly,Paramaribo,Suriname,False,Home,1974,True,America
7952,1974-12-01,Grenada,St. Vincent / Grenadines,1.0,0.0,Windward Islands Tournament,Castries,St. Lucia,True,Home,1974,True,America
7953,1974-12-01,Turkey,Switzerland,2.0,1.0,UEFA Euro qualification,Izmir,Turkey,False,Home,1974,True,Europe
7954,1974-12-02,St. Lucia,Dominica,0.0,3.0,Windward Islands Tournament,Castries,St. Lucia,False,Away,1974,True,America
7955,1974-12-04,Dominica,Grenada,0.0,0.0,Windward Islands Tournament,Castries,St. Lucia,True,Draw,1974,True,America
7956,1974-12-04,Hungary,Switzerland,1.0,0.0,Friendly,Szolnok,Hungary,False,Home,1974,True,Europe
7957,1974-12-04,Israel,Romania,0.0,1.0,Friendly,Jaffa,Israel,False,Away,1974,True,Europe
7958,1974-12-05,St. Lucia,St. Vincent / Grenadines,1.0,2.0,Windward Islands Tournament,Castries,St. Lucia,False,Away,1974,True,America
7959,1974-12-07,Dominica,St. Vincent / Grenadines,1.0,2.0,Windward Islands Tournament,Castries,St. Lucia,True,Away,1974,True,America
7960,1974-12-07,Gambia,Morocco,0.0,3.0,African Cup of Nations qualification,Banjul,Gambia,False,Away,1974,True,Africa
7961,1974-12-08,St. Lucia,Grenada,1.0,2.0,Windward Islands Tournament,Castries,St. Lucia,False,Away,1974,True,America
7962,1974-12-10,Laos,Singapore,0.0,2.0,King's Cup,Bangkok,Thailand,True,Away,1974,True,Asia
7963,1974-12-10,Thailand,Malaysia,0.0,2.0,King's Cup,Bangkok,Thailand,False,Away,1974,True,Asia
7964,1974-12-12,Kenya,Seychelles,2.0,3.0,Friendly,Nairobi,Kenya,False,Away,1974,True,Africa
7965,1974-12-12,Malaysia,Singapore,0.0,0.0,King's Cup,Bangkok,Thailand,True,Draw,1974,True,Asia
7966,1974-12-12,Thailand,Laos,6.0,1.0,King's Cup,Bangkok,Thailand,False,Home,1974,True,Asia
7967,1974-12-13,Cambodia,Korea Republic,1.0,2.0,King's Cup,Bangkok,Thailand,True,Away,1974,True,Asia
7968,1974-12-14,Laos,Malaysia,2.0,2.0,King's Cup,Bangkok,Thailand,True,Draw,1974,True,Asia
7969,1974-12-14,Thailand,Singapore,2.0,1.0,King's Cup,Bangkok,Thailand,False,Home,1974,True,Asia
7970,1974-12-15,Ghana,Guinea,1.0,1.0,Friendly,Accra,Ghana,False,Draw,1974,True,Africa
7971,1974-12-16,Thailand,Malaysia,4.0,1.0,King's Cup,Bangkok,Thailand,False,Home,1974,True,Asia
7972,1974-12-18,Greece,Bulgaria,2.0,1.0,UEFA Euro qualification,Piraeus,Greece,False,Home,1974,True,Europe
7973,1974-12-18,Korea Republic,Malaysia,0.0,0.0,King's Cup,Bangkok,Thailand,True,Draw,1974,True,Asia
7974,1974-12-18,Thailand,Cambodia,1.0,0.0,King's Cup,Bangkok,Thailand,False,Home,1974,True,Asia
7975,1974-12-20,Cambodia,Malaysia,0.0,3.0,King's Cup,Bangkok,Thailand,True,Away,1974,True,Asia
7976,1974-12-20,IR Iran,Czechoslovakia,0.0,1.0,Friendly,Teheran,IR Iran,False,Away,1974,True,Asia
7977,1974-12-20,Thailand,Korea Republic,1.0,3.0,King's Cup,Bangkok,Thailand,False,Away,1974,True,Asia
7978,1974-12-22,Chile,Paraguay,1.0,0.0,Friendly,Santiago,Chile,False,Home,1974,True,America
7979,1974-12-22,Malta,Germany,0.0,1.0,UEFA Euro qualification,Gżira,Malta,False,Away,1974,True,Europe
7980,1974-12-22,Suriname,Trinidad and Tobago,2.0,3.0,Friendly,Paramaribo,Suriname,False,Away,1974,True,America
7981,1974-12-25,Indonesia,Korea Republic,1.0,3.0,Friendly,So Kon Po,Hong Kong,True,Away,1974,True,Asia
7982,1974-12-26,Bermuda,Suriname,2.0,1.0,Friendly,Hamilton,Bermuda,False,Home,1974,True,America
7983,1974-12-29,Bermuda,Suriname,1.0,3.0,Friendly,Hamilton,Bermuda,False,Away,1974,True,America
7984,1974-12-29,Cameroon,Guinea,1.0,1.0,Friendly,Yaoundé,Cameroon,False,Draw,1974,True,Africa
7985,1974-12-29,Italy,Bulgaria,0.0,0.0,Friendly,Genoa,Italy,False,Draw,1974,True,Europe
7986,1974-12-29,Kuwait,Tunisia,2.0,0.0,Friendly,Kuwait City,Kuwait,False,Home,1974,True,Asia
7987,1974-12-29,Malawi,Tanzania,1.0,1.0,Friendly,Lilongwe,Malawi,False,Draw,1974,True,Africa
7988,1974-12-31,Malawi,Tanzania,3.0,3.0,Friendly,Lilongwe,Malawi,False,Draw,1974,True,Africa
7989,1975-01-01,Cameroon,Guinea,1.0,0.0,Friendly,Yaoundé,Cameroon,False,Home,1975,True,Africa
7990,1975-01-01,Iraq,Tunisia,0.0,0.0,Friendly,Baghdad,Iraq,False,Draw,1975,True,Asia
7991,1975-01-03,Bermuda,Suriname,2.0,5.0,Friendly,Hamilton,Bermuda,False,Away,1975,True,America
7992,1975-01-05,Cuba,Canada,4.0,0.0,Friendly,Havana,Cuba,False,Home,1975,True,America
7993,1975-01-09,Iraq,Libya,3.0,1.0,Friendly,Baghdad,Iraq,False,Home,1975,True,Asia
7994,1975-01-14,Kuwait,Libya,1.0,0.0,Friendly,Kuwait City,Kuwait,False,Home,1975,True,Asia
7995,1975-01-19,Mali,Guinea,0.0,2.0,Friendly,Bamako,Mali,False,Away,1975,True,Africa
7996,1975-01-22,Nigeria,Cameroon,1.0,0.0,Friendly,Lagos,Nigeria,False,Home,1975,True,Africa
7997,1975-01-26,Guinea,Cameroon,3.0,0.0,Friendly,Conakry,Guinea,False,Home,1975,True,Africa
7998,1975-01-29,Malawi,Mauritius,1.0,0.0,Friendly,Zomba,Malawi,False,Home,1975,True,Africa
7999,1975-01-30,Liberia,Cameroon,2.0,0.0,Friendly,Monrovia,Liberia,False,Home,1975,True,Africa
8000,1975-01-31,Malawi,Mauritius,1.0,1.0,Friendly,Blantyre,Malawi,False,Draw,1975,True,Africa
8001,1975-02-02,Jamaica,Haiti,1.0,0.0,Friendly,Kingston,Jamaica,False,Home,1975,True,America
8002,1975-02-02,Malawi,Mauritius,3.0,0.0,Friendly,Blantyre,Malawi,False,Home,1975,True,Africa
8003,1975-02-02,Mali,Cameroon,1.0,2.0,Friendly,Bamako,Mali,False,Away,1975,True,Africa
8004,1975-02-02,Senegal,Nigeria,0.0,1.0,Friendly,Dakar,Senegal,False,Away,1975,True,Africa
8005,1975-02-05,Jamaica,Haiti,0.0,1.0,Friendly,Kingston,Jamaica,False,Away,1975,True,America
8006,1975-02-05,Spain,Scotland,1.0,1.0,UEFA Euro qualification,Valencia,Spain,False,Draw,1975,True,Europe
8007,1975-02-09,Liberia,Nigeria,0.0,1.0,Friendly,Monrovia,Liberia,False,Away,1975,True,Africa
8008,1975-02-16,Mali,Senegal,2.0,1.0,Friendly,Bamako,Mali,False,Home,1975,True,Africa
8009,1975-02-19,Italy,Norway,4.0,1.0,Friendly,Florence,Italy,False,Home,1975,True,Europe
8010,1975-02-22,Haiti,Jamaica,0.0,1.0,Friendly,Port-au-Prince,Haiti,False,Away,1975,True,America
8011,1975-02-22,Nigeria,Senegal,1.0,1.0,Friendly,Lagos,Nigeria,False,Draw,1975,True,Africa
8012,1975-02-23,Malta,Greece,2.0,0.0,UEFA Euro qualification,Gżira,Malta,False,Home,1975,True,Europe
8013,1975-02-23,Tanzania,Malawi,3.0,1.0,Friendly,Dar es Salaam,Tanzania,False,Home,1975,True,Africa
8014,1975-02-25,Haiti,Jamaica,3.0,2.0,Friendly,Port-au-Prince,Haiti,False,Home,1975,True,America
8015,1975-02-25,Tanzania,Malawi,2.0,0.0,Friendly,Dar es Salaam,Tanzania,False,Home,1975,True,Africa
8016,1975-03-02,Morocco,Tunisia,0.0,0.0,Friendly,Casablanca,Morocco,False,Draw,1975,True,Africa
8017,1975-03-09,Brazil,Portugal,2.0,1.0,Friendly,Goiânia,Brazil,False,Home,1975,True,America
8018,1975-03-12,England,Germany,2.0,0.0,Friendly,London,England,False,Home,1975,True,Europe
8019,1975-03-15,Thailand,Indonesia,3.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,False,Home,1975,True,Asia
8020,1975-03-16,Luxembourg,Austria,1.0,2.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,Away,1975,True,Europe
8021,1975-03-16,Malaysia,Korea Republic,2.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,True,Home,1975,True,Asia
8022,1975-03-18,Thailand,Malaysia,0.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,False,Away,1975,True,Asia
8023,1975-03-19,Turkey,Romania,1.0,1.0,Friendly,Istanbul,Turkey,False,Draw,1975,True,Europe
8024,1975-03-20,Malaysia,Indonesia,0.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,True,Draw,1975,True,Asia
8025,1975-03-22,Korea Republic,Indonesia,1.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,True,Home,1975,True,Asia
8026,1975-03-23,Ghana,Burkina Faso,3.0,1.0,Friendly,Accra,Ghana,False,Home,1975,True,Africa
8027,1975-03-24,Thailand,Korea Republic,1.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,False,Home,1975,True,Asia
8028,1975-03-26,France,Hungary,2.0,0.0,Friendly,Paris,France,False,Home,1975,True,Europe
8029,1975-03-26,Poland,USA,7.0,0.0,Friendly,Poznań,Poland,False,Home,1975,True,Europe
8030,1975-03-30,Congo,Côte d'Ivoire,1.0,0.0,African Cup of Nations qualification,Brazzaville,Congo,False,Home,1975,True,Africa
8031,1975-03-31,Barbados,Suriname,1.0,0.0,Friendly,Bridgetown,Barbados,False,Home,1975,True,America
8032,1975-03-31,Czechoslovakia,Romania,1.0,1.0,Friendly,Prague,Czechoslovakia,False,Draw,1975,True,Europe
8033,1975-04-01,Cyprus,Greece,1.0,2.0,Friendly,Nicosia,Cyprus,False,Away,1975,True,Europe
8034,1975-04-02,Austria,Hungary,0.0,0.0,UEFA Euro qualification,Vienna,Austria,False,Draw,1975,True,Europe
8035,1975-04-02,Iraq,Qatar,1.0,0.0,AFC Asian Cup qualification,Baghdad,Iraq,False,Home,1975,True,Asia
8036,1975-04-02,Italy,USA,10.0,0.0,Friendly,Rome,Italy,False,Home,1975,True,Europe
8037,1975-04-02,Saudi Arabia,Afghanistan,2.0,0.0,AFC Asian Cup qualification,Baghdad,Iraq,True,Home,1975,True,Asia
8038,1975-04-04,Iraq,Afghanistan,4.0,0.0,AFC Asian Cup qualification,Baghdad,Iraq,False,Home,1975,True,Asia
8039,1975-04-04,Macau,Panama,2.0,1.0,Friendly,Macau,Macau,False,Home,1975,True,Asia
8040,1975-04-04,Saudi Arabia,Qatar,2.0,1.0,AFC Asian Cup qualification,Baghdad,Iraq,True,Home,1975,True,Asia
8041,1975-04-06,Algeria,Tunisia,1.0,2.0,African Cup of Nations qualification,Oran,Algeria,False,Away,1975,True,Africa
8042,1975-04-06,Iraq,Saudi Arabia,1.0,1.0,AFC Asian Cup qualification,Baghdad,Iraq,False,Draw,1975,True,Asia
8043,1975-04-06,Qatar,Afghanistan,2.0,1.0,AFC Asian Cup qualification,Baghdad,Iraq,True,Home,1975,True,Asia
8044,1975-04-10,Iraq,Qatar,3.0,0.0,AFC Asian Cup qualification,Baghdad,Iraq,False,Home,1975,True,Asia
8045,1975-04-10,Saudi Arabia,Afghanistan,6.0,0.0,AFC Asian Cup qualification,Baghdad,Iraq,True,Home,1975,True,Asia
8046,1975-04-12,Iraq,Saudi Arabia,2.0,1.0,AFC Asian Cup qualification,Baghdad,Iraq,False,Home,1975,True,Asia
8047,1975-04-12,Qatar,Afghanistan,1.0,1.0,AFC Asian Cup qualification,Baghdad,Iraq,True,Draw,1975,True,Asia
8048,1975-04-13,Côte d'Ivoire,Congo,2.0,1.0,African Cup of Nations qualification,Abidjan,Côte d'Ivoire,False,Home,1975,True,Africa
8049,1975-04-14,Iraq,Afghanistan,3.0,1.0,AFC Asian Cup qualification,Baghdad,Iraq,False,Home,1975,True,Asia
8050,1975-04-14,Saudi Arabia,Qatar,0.0,1.0,AFC Asian Cup qualification,Baghdad,Iraq,True,Away,1975,True,Asia
8051,1975-04-16,England,Cyprus,5.0,0.0,UEFA Euro qualification,London,England,False,Home,1975,True,Europe
8052,1975-04-16,Hungary,Wales,1.0,2.0,UEFA Euro qualification,Budapest,Hungary,False,Away,1975,True,Europe
8053,1975-04-16,Northern Ireland,Yugoslavia,1.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,Home,1975,True,Europe
8054,1975-04-16,Sweden,Scotland,1.0,1.0,Friendly,Gothenburg,Sweden,False,Draw,1975,True,Europe
8055,1975-04-17,Spain,Romania,1.0,1.0,UEFA Euro qualification,Madrid,Spain,False,Draw,1975,True,Europe
8056,1975-04-19,Italy,Poland,0.0,0.0,UEFA Euro qualification,Rome,Italy,False,Draw,1975,True,Europe
8057,1975-04-20,Czechoslovakia,Cyprus,4.0,0.0,UEFA Euro qualification,Prague,Czechoslovakia,False,Home,1975,True,Europe
8058,1975-04-26,France,Portugal,0.0,2.0,Friendly,Colombes,France,False,Away,1975,True,Europe
8059,1975-04-26,Nigeria,Togo,1.0,0.0,Friendly,Dakar,Senegal,True,Home,1975,True,Africa
8060,1975-04-26,Senegal,Côte d'Ivoire,1.0,0.0,Friendly,Dakar,Senegal,False,Home,1975,True,Africa
8061,1975-04-27,Bulgaria,Germany,1.0,1.0,UEFA Euro qualification,Sofia,Bulgaria,False,Draw,1975,True,Europe
8062,1975-04-27,Côte d'Ivoire,Togo,0.0,3.0,Friendly,Dakar,Senegal,True,Away,1975,True,Africa
8063,1975-04-27,Senegal,Nigeria,1.0,0.0,Friendly,Dakar,Senegal,False,Home,1975,True,Africa
8064,1975-04-30,Belgium,Netherlands,1.0,0.0,Friendly,Antwerp,Belgium,False,Home,1975,True,Europe
8065,1975-04-30,Czechoslovakia,Portugal,5.0,0.0,UEFA Euro qualification,Prague,Czechoslovakia,False,Home,1975,True,Europe
8066,1975-04-30,Switzerland,Turkey,1.0,1.0,UEFA Euro qualification,Basel,Switzerland,False,Draw,1975,True,Europe
8067,1975-05-01,Luxembourg,Wales,1.0,3.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,Away,1975,True,Europe
8068,1975-05-10,Republic of Ireland,Switzerland,2.0,1.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Home,1975,True,Europe
8069,1975-05-11,Cyprus,England,0.0,1.0,UEFA Euro qualification,Limassol,Cyprus,False,Away,1975,True,Europe
8070,1975-05-11,Romania,Denmark,6.0,1.0,UEFA Euro qualification,Bucharest,Romania,False,Home,1975,True,Europe
8071,1975-05-13,Scotland,Portugal,1.0,0.0,Friendly,Glasgow,Scotland,False,Home,1975,True,Europe
8072,1975-05-15,Finland,Norway,3.0,5.0,Nordic Championship,Helsinki,Finland,False,Away,1975,True,Europe
8073,1975-05-16,Korea Republic,Lebanon,1.0,0.0,Korea Cup,Seoul,Korea Republic,False,Home,1975,True,Asia
8074,1975-05-17,Germany,Netherlands,1.0,1.0,Friendly,Frankfurt am Main,Germany,False,Draw,1975,True,Europe
8075,1975-05-17,Northern Ireland,England,0.0,0.0,British Championship,Belfast,Northern Ireland,False,Draw,1975,True,Europe
8076,1975-05-17,Wales,Scotland,2.0,2.0,British Championship,Cardiff,Wales,False,Draw,1975,True,Europe
8077,1975-05-19,Sweden,Algeria,4.0,0.0,Friendly,Halmstad,Sweden,False,Home,1975,True,Europe
8078,1975-05-20,Scotland,Northern Ireland,3.0,0.0,British Championship,Glasgow,Scotland,False,Home,1975,True,Europe
8079,1975-05-21,England,Wales,2.0,2.0,British Championship,London,England,False,Draw,1975,True,Europe
8080,1975-05-21,Switzerland,Republic of Ireland,1.0,0.0,UEFA Euro qualification,Berne,Switzerland,False,Home,1975,True,Europe
8081,1975-05-23,China PR,Equatorial Guinea,6.0,2.0,Friendly,Beijing,China PR,False,Home,1975,True,Asia
8082,1975-05-23,Northern Ireland,Wales,1.0,0.0,British Championship,Belfast,Northern Ireland,False,Home,1975,True,Europe
8083,1975-05-24,England,Scotland,5.0,1.0,British Championship,London,England,False,Home,1975,True,Europe
8084,1975-05-25,Iceland,France,0.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False,Draw,1975,True,Europe
8085,1975-06-01,Romania,Scotland,1.0,1.0,UEFA Euro qualification,Bucharest,Romania,False,Draw,1975,True,Europe
8086,1975-06-04,Greece,Malta,4.0,0.0,UEFA Euro qualification,Salonica,Greece,False,Home,1975,True,Europe
8087,1975-06-04,Sweden,Yugoslavia,1.0,2.0,UEFA Euro qualification,Solna,Sweden,False,Away,1975,True,Europe
8088,1975-06-04,Uruguay,Chile,1.0,0.0,Copa Juan Pinto Durán,Montevideo,Uruguay,False,Home,1975,True,America
8089,1975-06-05,Finland,Italy,0.0,1.0,UEFA Euro qualification,Helsinki,Finland,False,Away,1975,True,Europe
8090,1975-06-05,Kenya,Ethiopia,2.0,1.0,Friendly,Nairobi,Kenya,False,Home,1975,True,Africa
8091,1975-06-07,Austria,Czechoslovakia,0.0,0.0,Friendly,Vienna,Austria,False,Draw,1975,True,Europe
8092,1975-06-08,Cyprus,Portugal,0.0,2.0,UEFA Euro qualification,Limassol,Cyprus,False,Away,1975,True,Europe
8093,1975-06-08,Guinea-Bissau,Gambia,1.0,0.0,Friendly,Bissau,Guinea-Bissau,False,Home,1975,True,Africa
8094,1975-06-09,Norway,Yugoslavia,1.0,3.0,UEFA Euro qualification,Oslo,Norway,False,Away,1975,True,Europe
8095,1975-06-11,Bulgaria,Malta,5.0,0.0,UEFA Euro qualification,Sofia,Bulgaria,False,Home,1975,True,Europe
8096,1975-06-11,Kenya,Congo,2.0,1.0,Friendly,Nairobi,Kenya,False,Home,1975,True,Africa
8097,1975-06-12,Indonesia,Thailand,5.0,0.0,Indonesia Tournament,Jakarta,Indonesia,False,Home,1975,True,Asia
8098,1975-06-12,Paraguay,Uruguay,0.0,1.0,Copa Artigas,Asunción,Paraguay,False,Away,1975,True,America
8099,1975-06-13,Malaysia,Thailand,1.0,0.0,Indonesia Tournament,Jakarta,Indonesia,True,Home,1975,True,Asia
8100,1975-06-13,Panama,Costa Rica,1.0,1.0,Friendly,Panama City,Panama,False,Draw,1975,True,America
8101,1975-06-13,Uganda,Congo,0.0,1.0,Friendly,Kampala,Uganda,False,Away,1975,True,Africa
8102,1975-06-14,Hong Kong,Japan,0.0,0.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False,Draw,1975,True,Asia
8103,1975-06-14,Indonesia,Malaysia,3.0,1.0,Indonesia Tournament,Jakarta,Indonesia,False,Home,1975,True,Asia
