,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,is_valid,continent
8104,1975-06-15,China PR,Korea DPR,1.0,0.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True,Home,1975,True,Asia
8105,1975-06-16,Korea Republic,Malaysia,1.0,1.0,Indonesia Tournament,Jakarta,Indonesia,True,Draw,1975,True,Asia
8106,1975-06-17,Korea DPR,Japan,1.0,0.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True,Home,1975,True,Asia
8107,1975-06-18,Indonesia,Korea Republic,3.0,2.0,Indonesia Tournament,Jakarta,Indonesia,False,Home,1975,True,Asia
8108,1975-06-19,Korea DPR,Singapore,1.0,0.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True,Home,1975,True,Asia
8109,1975-06-19,Uruguay,Paraguay,0.0,1.0,Copa Artigas,Montevideo,Uruguay,False,Away,1975,True,America
8110,1975-06-21,Hong Kong,China PR,0.0,1.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False,Away,1975,True,Asia
8111,1975-06-22,Ecuador,Peru,6.0,0.0,Friendly,Quito,Ecuador,False,Home,1975,True,America
8112,1975-06-22,Tanzania,Zambia,1.0,1.0,Friendly,Maputo,Mozambique,True,Draw,1975,True,Africa
8113,1975-06-23,China PR,Japan,2.0,1.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True,Home,1975,True,Asia
8114,1975-06-23,Iceland,Faroe Islands,6.0,0.0,Friendly,Reykjavík,Iceland,False,Home,1975,True,Europe
8115,1975-06-24,Hong Kong,Korea DPR,3.0,3.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False,Draw,1975,True,Asia
8116,1975-06-24,USA,Poland,0.0,4.0,Friendly,Seattle,USA,False,Away,1975,True,America
8117,1975-06-25,Chile,Uruguay,1.0,3.0,Copa Juan Pinto Durán,Santiago,Chile,False,Away,1975,True,America
8118,1975-06-25,Denmark,Finland,2.0,0.0,Nordic Championship,Copenhagen,Denmark,False,Home,1975,True,Europe
8119,1975-06-25,Ecuador,Peru,1.0,0.0,Friendly,Guayaquil,Ecuador,False,Home,1975,True,America
8120,1975-06-26,Korea DPR,China PR,2.0,0.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True,Home,1975,True,Asia
8121,1975-06-27,Bolivia,Argentina,1.0,2.0,Friendly,Cochabamba,Bolivia,False,Away,1975,True,America
8122,1975-06-29,Mozambique,Zambia,2.0,1.0,Friendly,Maputo,Mozambique,False,Home,1975,True,Africa
8123,1975-06-29,Mozambique,Tanzania,2.0,1.0,Friendly,Maputo,Mozambique,False,Home,1975,True,Africa
8124,1975-06-30,Sweden,Norway,3.0,1.0,UEFA Euro qualification,Solna,Sweden,False,Home,1975,True,Europe
8125,1975-07-01,Peru,Ecuador,2.0,0.0,Friendly,Lima,Peru,False,Home,1975,True,America
8126,1975-07-03,China PR,Thailand,2.0,2.0,Friendly,Beijing,China PR,False,Draw,1975,True,Asia
8127,1975-07-06,Canada,Poland,1.0,8.0,Friendly,Montréal,Canada,False,Away,1975,True,America
8128,1975-07-06,Malawi,Kenya,3.0,3.0,Friendly,Blantyre,Malawi,False,Draw,1975,True,Africa
8129,1975-07-06,Tunisia,Sudan,3.0,2.0,African Cup of Nations qualification,Tunis,Tunisia,False,Home,1975,True,Africa
8130,1975-07-07,Bolivia,Paraguay,1.0,2.0,Friendly,Cochabamba,Bolivia,False,Away,1975,True,America
8131,1975-07-08,Hong Kong,Thailand,1.0,1.0,Friendly,Victoria,Hong Kong,False,Draw,1975,True,Asia
8132,1975-07-08,Malawi,Kenya,1.0,2.0,Friendly,Blantyre,Malawi,False,Away,1975,True,Africa
8133,1975-07-09,Bolivia,Ecuador,1.0,0.0,Friendly,Cochabamba,Bolivia,False,Home,1975,True,America
8134,1975-07-09,Canada,Poland,1.0,4.0,Friendly,Toronto,Canada,False,Away,1975,True,America
8135,1975-07-10,Malawi,Kenya,3.0,1.0,Friendly,Lilongwe,Malawi,False,Home,1975,True,Africa
8136,1975-07-10,Peru,Paraguay,2.0,0.0,Friendly,Lima,Peru,False,Home,1975,True,America
8137,1975-07-12,Egypt,Congo DR,3.0,2.0,Friendly,Teheran,IR Iran,True,Home,1975,True,Asia
8138,1975-07-17,Chile,Peru,1.0,1.0,Copa América,Santiago,Chile,False,Draw,1975,True,America
8139,1975-07-18,Uruguay,Argentina,2.0,3.0,Copa Newton,Montevideo,Uruguay,False,Away,1975,True,America
8140,1975-07-20,Bolivia,Chile,2.0,1.0,Copa América,Oruro,Bolivia,False,Home,1975,True,America
8141,1975-07-20,Colombia,Paraguay,1.0,0.0,Copa América,Bogotá,Colombia,False,Home,1975,True,America
8142,1975-07-20,New Zealand,China PR,2.0,1.0,Friendly,Auckland,New Zealand,False,Home,1975,True,Oceania
8143,1975-07-23,New Zealand,China PR,2.0,2.0,Friendly,Wellington,New Zealand,False,Draw,1975,True,Oceania
8144,1975-07-24,Ecuador,Paraguay,2.0,2.0,Copa América,Guayaquil,Ecuador,False,Draw,1975,True,America
8145,1975-07-26,New Zealand,China PR,2.0,0.0,Friendly,Christchurch,New Zealand,False,Home,1975,True,Oceania
8146,1975-07-27,Bolivia,Peru,0.0,1.0,Copa América,Oruro,Bolivia,False,Away,1975,True,America
8147,1975-07-27,Ecuador,Colombia,1.0,3.0,Copa América,Quito,Ecuador,False,Away,1975,True,America
8148,1975-07-28,Fiji,China PR,1.0,4.0,Friendly,Suva,Fiji,False,Away,1975,True,Oceania
8149,1975-07-29,Bangladesh,Indonesia,0.0,4.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1975,True,Asia
8150,1975-07-29,Malaysia,Korea Republic,1.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Away,1975,True,Asia
8151,1975-07-30,Hong Kong,Japan,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1975,True,Asia
8152,1975-07-30,Paraguay,Colombia,0.0,1.0,Copa América,Asunción,Paraguay,False,Away,1975,True,America
8153,1975-07-31,Venezuela,Brazil,0.0,4.0,Copa América,Caracas,Venezuela,False,Away,1975,True,America
8154,1975-08-01,Hong Kong,Korea Republic,0.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1975,True,Asia
8155,1975-08-01,Panama,Guatemala,2.0,0.0,Friendly,Panama City,Panama,False,Home,1975,True,America
8156,1975-08-02,Bangladesh,Thailand,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Draw,1975,True,Asia
8157,1975-08-02,New Caledonia,Tahiti,3.0,0.0,South Pacific Games,Tamuning,Guam,True,Home,1975,True,Asia
8158,1975-08-02,Vanuatu,Papua New Guinea,3.0,0.0,South Pacific Games,Tamuning,Guam,True,Home,1975,True,Asia
8159,1975-08-02,Guam,Solomon Islands,1.0,5.0,South Pacific Games,Tamuning,Guam,False,Away,1975,True,Asia
8160,1975-08-03,Hong Kong,Indonesia,2.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1975,True,Asia
8161,1975-08-03,Venezuela,Argentina,1.0,5.0,Copa América,Caracas,Venezuela,False,Away,1975,True,America
8162,1975-08-04,Bangladesh,Japan,0.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1975,True,Asia
8163,1975-08-04,New Caledonia,Vanuatu,3.0,1.0,South Pacific Games,Tamuning,Guam,True,Home,1975,True,Asia
8164,1975-08-04,Papua New Guinea,Tahiti,2.0,4.0,South Pacific Games,Tamuning,Guam,True,Away,1975,True,Asia
8165,1975-08-04,Guam,Fiji,0.0,11.0,South Pacific Games,Tamuning,Guam,False,Away,1975,True,Asia
8166,1975-08-05,New Caledonia,Papua New Guinea,5.0,1.0,South Pacific Games,Tamuning,Guam,True,Home,1975,True,Asia
8167,1975-08-05,Vanuatu,Tahiti,0.0,3.0,South Pacific Games,Tamuning,Guam,True,Away,1975,True,Asia
8168,1975-08-05,Fiji,Solomon Islands,1.0,1.0,South Pacific Games,Tamuning,Guam,True,Draw,1975,True,Asia
8169,1975-08-06,Australia,China PR,1.0,0.0,Friendly,Melbourne,Australia,False,Home,1975,True,Asia
8170,1975-08-06,Brazil,Argentina,2.0,1.0,Copa América,Belo Horizonte,Brazil,False,Home,1975,True,America
8171,1975-08-06,Ghana,Côte d'Ivoire,3.0,1.0,Friendly,Accra,Ghana,False,Home,1975,True,Africa
8172,1975-08-07,Colombia,Ecuador,2.0,0.0,Copa América,Bogotá,Colombia,False,Home,1975,True,America
8173,1975-08-07,Fiji,Tahiti,0.0,3.0,South Pacific Games,Tamuning,Guam,True,Away,1975,True,Asia
8174,1975-08-07,Indonesia,Japan,1.0,4.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1975,True,Asia
8175,1975-08-07,Korea Republic,Thailand,6.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1975,True,Asia
8176,1975-08-07,New Caledonia,Solomon Islands,4.0,0.0,South Pacific Games,Tamuning,Guam,True,Home,1975,True,Asia
8177,1975-08-07,Peru,Bolivia,3.0,1.0,Copa América,Lima,Peru,False,Home,1975,True,America
8178,1975-08-08,Fiji,Solomon Islands,2.0,3.0,South Pacific Games,Tamuning,Guam,True,Away,1975,True,Asia
8179,1975-08-09,Indonesia,Thailand,2.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1975,True,Asia
8180,1975-08-09,Japan,Korea Republic,1.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1975,True,Asia
8181,1975-08-09,New Caledonia,Tahiti,1.0,2.0,South Pacific Games,Tamuning,Guam,True,Away,1975,True,Asia
8182,1975-08-10,Argentina,Venezuela,11.0,0.0,Copa América,Rosario,Argentina,False,Home,1975,True,America
8183,1975-08-10,Bangladesh,Hong Kong,1.0,9.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1975,True,Asia
8184,1975-08-10,Ghana,Côte d'Ivoire,0.0,0.0,Friendly,Accra,Ghana,False,Draw,1975,True,Africa
8185,1975-08-10,IR Iran,Hungary,1.0,2.0,Friendly,Teheran,IR Iran,False,Away,1975,True,Asia
8186,1975-08-10,Paraguay,Ecuador,3.0,1.0,Copa América,Asunción,Paraguay,False,Home,1975,True,America
8187,1975-08-11,Indonesia,Korea Republic,1.0,5.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1975,True,Asia
8188,1975-08-11,Japan,Thailand,4.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1975,True,Asia
8189,1975-08-13,Brazil,Venezuela,6.0,0.0,Copa América,Belo Horizonte,Brazil,False,Home,1975,True,America
8190,1975-08-13,Chile,Bolivia,4.0,0.0,Copa América,Santiago,Chile,False,Home,1975,True,America
8191,1975-08-13,Norway,Sweden,0.0,2.0,UEFA Euro qualification,Oslo,Norway,False,Away,1975,True,Europe
8192,1975-08-14,China PR,Kuwait,3.0,3.0,Friendly,Beijing,China PR,False,Draw,1975,True,Asia
8193,1975-08-15,Bangladesh,Korea Republic,0.0,4.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1975,True,Asia
8194,1975-08-15,Hong Kong,Thailand,3.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1975,True,Asia
8195,1975-08-15,Panama,Haiti,2.0,0.0,Friendly,Panama City,Panama,False,Home,1975,True,America
8196,1975-08-16,Argentina,Brazil,0.0,1.0,Copa América,Rosario,Argentina,False,Away,1975,True,America
8197,1975-08-17,Malaysia,Korea Republic,0.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Away,1975,True,Asia
8198,1975-08-17,Mexico,Costa Rica,7.0,0.0,Friendly,Mexico City,Mexico,False,Home,1975,True,America
8199,1975-08-17,Panama,Haiti,1.0,1.0,Friendly,La Chorrera,Panama,False,Draw,1975,True,America
8200,1975-08-19,Costa Rica,USA,3.0,1.0,Friendly,Mexico City,Mexico,True,Home,1975,True,America
8201,1975-08-20,Peru,Chile,3.0,1.0,Copa América,Lima,Peru,False,Home,1975,True,America
8202,1975-08-21,Argentina,USA,6.0,0.0,Friendly,Mexico City,Mexico,True,Home,1975,True,America
8203,1975-08-24,Ghana,Nigeria,1.0,2.0,Friendly,Accra,Ghana,False,Away,1975,True,Africa
8204,1975-08-24,Mexico,USA,2.0,0.0,Friendly,Mexico City,Mexico,False,Home,1975,True,America
8205,1975-08-31,Ghana,Nigeria,3.0,0.0,Friendly,Accra,Ghana,False,Home,1975,True,Africa
8206,1975-08-31,Mexico,Argentina,1.0,1.0,Friendly,Mexico City,Mexico,False,Draw,1975,True,America
8207,1975-09-03,Austria,Germany,0.0,2.0,Friendly,Vienna,Austria,False,Away,1975,True,Europe
8208,1975-09-03,Denmark,Scotland,0.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False,Away,1975,True,Europe
8209,1975-09-03,France,Iceland,3.0,0.0,UEFA Euro qualification,Nantes,France,False,Home,1975,True,Europe
8210,1975-09-03,Netherlands,Finland,4.0,1.0,UEFA Euro qualification,Nijmegen,Netherlands,False,Home,1975,True,Europe
8211,1975-09-03,Northern Ireland,Sweden,1.0,2.0,UEFA Euro qualification,Belfast,Northern Ireland,False,Away,1975,True,Europe
8212,1975-09-03,Switzerland,England,1.0,2.0,Friendly,Basel,Switzerland,False,Away,1975,True,Europe
8213,1975-09-05,Mali,Nigeria,4.0,1.0,Friendly,Abidjan,Côte d'Ivoire,True,Home,1975,True,Africa
8214,1975-09-05,Panama,Cuba,0.0,1.0,Friendly,Panama City,Panama,False,Away,1975,True,America
8215,1975-09-06,Belgium,Iceland,1.0,0.0,UEFA Euro qualification,Liège,Belgium,False,Home,1975,True,Europe
8216,1975-09-07,Côte d'Ivoire,Nigeria,1.0,1.0,Friendly,Abidjan,Côte d'Ivoire,False,Draw,1975,True,Africa
8217,1975-09-07,Panama,Cuba,2.0,2.0,Friendly,La Chorrera,Panama,False,Draw,1975,True,America
8218,1975-09-08,Korea Republic,Japan,3.0,0.0,Friendly,Seoul,Korea Republic,False,Home,1975,True,Asia
8219,1975-09-10,Poland,Netherlands,4.0,1.0,UEFA Euro qualification,Chorzów,Poland,False,Home,1975,True,Europe
8220,1975-09-16,Panama,Cuba,2.0,3.0,Friendly,Panama City,Panama,False,Away,1975,True,America
8221,1975-09-21,Colombia,Uruguay,3.0,0.0,Copa América,Bogotá,Colombia,False,Home,1975,True,America
8222,1975-09-24,Czechoslovakia,Switzerland,1.0,1.0,Friendly,Brno,Czechoslovakia,False,Draw,1975,True,Europe
8223,1975-09-24,Greece,Romania,1.0,1.0,Balkan Cup,Salonica,Greece,False,Draw,1975,True,Europe
8224,1975-09-24,Hungary,Austria,2.0,1.0,UEFA Euro qualification,Budapest,Hungary,False,Home,1975,True,Europe
8225,1975-09-25,Sweden,Denmark,0.0,0.0,Nordic Championship,Malmö,Sweden,False,Draw,1975,True,Europe
8226,1975-09-27,Italy,Finland,0.0,0.0,UEFA Euro qualification,Rome,Italy,False,Draw,1975,True,Europe
8227,1975-09-30,Brazil,Peru,1.0,3.0,Copa América,Belo Horizonte,Brazil,False,Away,1975,True,America
8228,1975-10-01,Uruguay,Colombia,1.0,0.0,Copa América,Montevideo,Uruguay,False,Home,1975,True,America
8229,1975-10-04,Peru,Brazil,0.0,2.0,Copa América,Lima,Peru,False,Away,1975,True,America
8230,1975-10-05,Antigua and Barbuda,Barbados,1.0,0.0,Friendly,St. John's,Antigua and Barbuda,False,Home,1975,True,America
8231,1975-10-08,Poland,Hungary,4.0,2.0,Friendly,Łódź,Poland,False,Home,1975,True,Europe
8232,1975-10-09,Uganda,Congo DR,1.0,2.0,Friendly,Kampala,Uganda,False,Away,1975,True,Africa
8233,1975-10-11,Germany,Greece,1.0,1.0,UEFA Euro qualification,Düsseldorf,Germany,False,Draw,1975,True,Europe
8234,1975-10-12,Romania,Turkey,2.0,2.0,Friendly,Bucharest,Romania,False,Draw,1975,True,Europe
8235,1975-10-12,Spain,Denmark,2.0,0.0,UEFA Euro qualification,Barcelona,Spain,False,Home,1975,True,Europe
8236,1975-10-12,Switzerland,Russia,0.0,1.0,UEFA Euro qualification,Zürich,Switzerland,False,Away,1975,True,Europe
8237,1975-10-15,Austria,Luxembourg,6.0,2.0,UEFA Euro qualification,Vienna,Austria,False,Home,1975,True,Europe
8238,1975-10-15,Czechoslovakia,Hungary,1.0,1.0,Friendly,Bratislava,Czechoslovakia,False,Draw,1975,True,Europe
8239,1975-10-15,Netherlands,Poland,3.0,0.0,UEFA Euro qualification,Amsterdam,Netherlands,False,Home,1975,True,Europe
8240,1975-10-15,Yugoslavia,Sweden,3.0,0.0,UEFA Euro qualification,Zagreb,Yugoslavia,False,Home,1975,True,Europe
8241,1975-10-16,Colombia,Peru,1.0,0.0,Copa América,Bogotá,Colombia,False,Home,1975,True,America
8242,1975-10-18,Tanzania,Kenya,1.0,2.0,Friendly,Dar es Salaam,Tanzania,False,Away,1975,True,Africa
8243,1975-10-19,China PR,New Zealand,2.0,1.0,Friendly,Beijing,China PR,False,Home,1975,True,Asia
8244,1975-10-19,Hungary,Luxembourg,8.0,1.0,UEFA Euro qualification,Szombathely,Hungary,False,Home,1975,True,Europe
8245,1975-10-20,Israel,Mexico,1.0,0.0,Friendly,Jaffa,Israel,False,Home,1975,True,Europe
8246,1975-10-22,Peru,Colombia,2.0,0.0,Copa América,Lima,Peru,False,Home,1975,True,America
8247,1975-10-24,Zambia,Mozambique,3.0,0.0,Friendly,Lusaka,Zambia,False,Home,1975,True,Africa
8248,1975-10-26,Poland,Italy,0.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,Draw,1975,True,Europe
8249,1975-10-28,Colombia,Peru,0.0,1.0,Copa América,Caracas,Venezuela,True,Away,1975,True,America
8250,1975-10-29,Republic of Ireland,Turkey,4.0,0.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Home,1975,True,Europe
8251,1975-10-29,Northern Ireland,Norway,3.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,Home,1975,True,Europe
8252,1975-10-29,Scotland,Denmark,3.0,1.0,UEFA Euro qualification,Glasgow,Scotland,False,Home,1975,True,Europe
8253,1975-10-30,Czechoslovakia,England,2.0,1.0,UEFA Euro qualification,Bratislava,Czechoslovakia,False,Home,1975,True,Europe
8254,1975-10-31,Zambia,Kenya,1.0,2.0,CECAFA Cup,Lusaka,Zambia,False,Away,1975,True,Africa
8255,1975-11-01,Malawi,Tanzania,3.0,1.0,CECAFA Cup,Ndola,Zambia,True,Home,1975,True,Africa
8256,1975-11-02,Zambia,Uganda,0.0,1.0,CECAFA Cup,Lusaka,Zambia,False,Away,1975,True,Africa
8257,1975-11-04,Kenya,Uganda,1.0,1.0,CECAFA Cup,Ndola,Zambia,True,Draw,1975,True,Africa
8258,1975-11-05,Macau,New Zealand,1.0,1.0,Friendly,Macau,Macau,False,Draw,1975,True,Asia
8259,1975-11-07,Kenya,Tanzania,3.0,2.0,CECAFA Cup,Lusaka,Zambia,True,Home,1975,True,Africa
8260,1975-11-07,Malawi,Uganda,2.0,1.0,CECAFA Cup,Chingola,Zambia,True,Home,1975,True,Africa
8261,1975-11-09,Kenya,Malawi,2.0,2.0,CECAFA Cup,Lusaka,Zambia,True,Draw,1975,True,Africa
8262,1975-11-09,Singapore,New Zealand,2.0,2.0,Friendly,Kallang,Singapore,False,Draw,1975,True,Asia
8263,1975-11-12,Portugal,Czechoslovakia,1.0,1.0,UEFA Euro qualification,Porto,Portugal,False,Draw,1975,True,Europe
8264,1975-11-15,France,Belgium,0.0,0.0,UEFA Euro qualification,Paris,France,False,Draw,1975,True,Europe
8265,1975-11-16,Romania,Spain,2.0,2.0,UEFA Euro qualification,Bucharest,Romania,False,Draw,1975,True,Europe
8266,1975-11-19,Cameroon,Congo DR,2.0,1.0,Friendly,Yaoundé,Cameroon,False,Home,1975,True,Africa
8267,1975-11-19,Germany,Bulgaria,1.0,0.0,UEFA Euro qualification,Stuttgart,Germany,False,Home,1975,True,Europe
8268,1975-11-19,Portugal,England,1.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,Draw,1975,True,Europe
8269,1975-11-19,Wales,Austria,1.0,0.0,UEFA Euro qualification,Wrexham,Wales,False,Home,1975,True,Europe
8270,1975-11-19,Yugoslavia,Northern Ireland,1.0,0.0,UEFA Euro qualification,Belgrade,Yugoslavia,False,Home,1975,True,Europe
8271,1975-11-22,Cameroon,Congo DR,2.0,2.0,Friendly,Yaoundé,Cameroon,False,Draw,1975,True,Africa
8272,1975-11-22,Italy,Netherlands,1.0,0.0,UEFA Euro qualification,Rome,Italy,False,Home,1975,True,Europe
8273,1975-11-23,Cyprus,Czechoslovakia,0.0,3.0,UEFA Euro qualification,Limassol,Cyprus,False,Away,1975,True,Europe
8274,1975-11-23,Turkey,Russia,1.0,0.0,UEFA Euro qualification,Izmir,Turkey,False,Home,1975,True,Europe
8275,1975-11-29,Romania,Russia,2.0,2.0,Friendly,Bucharest,Romania,False,Draw,1975,True,Europe
8276,1975-12-03,Portugal,Cyprus,1.0,0.0,UEFA Euro qualification,Setúbal,Portugal,False,Home,1975,True,Europe
8277,1975-12-17,Scotland,Romania,1.0,1.0,UEFA Euro qualification,Glasgow,Scotland,False,Draw,1975,True,Europe
8278,1975-12-19,Palestine,Sudan,0.0,0.0,Friendly,Tunis,Tunisia,True,Draw,1975,True,Africa
8279,1975-12-19,Tunisia,United Arab Emirates,3.0,0.0,Friendly,Tunis,Tunisia,False,Home,1975,True,Africa
8280,1975-12-20,Turkey,Germany,0.0,5.0,Friendly,Istanbul,Turkey,False,Away,1975,True,Europe
8281,1975-12-21,Iraq,United Arab Emirates,5.0,0.0,Friendly,Tunis,Tunisia,True,Home,1975,True,Africa
8282,1975-12-21,Libya,Syria,2.0,3.0,Friendly,Tunis,Tunisia,True,Away,1975,True,Africa
8283,1975-12-21,Malaysia,Singapore,0.0,0.0,King's Cup,Bangkok,Thailand,True,Draw,1975,True,Asia
8284,1975-12-21,Malta,Bulgaria,0.0,2.0,UEFA Euro qualification,Gżira,Malta,False,Away,1975,True,Europe
8285,1975-12-21,Palestine,Sudan,0.0,1.0,Friendly,Tunis,Tunisia,True,Away,1975,True,Africa
8286,1975-12-23,Egypt,Saudi Arabia,2.0,1.0,Friendly,Tunis,Tunisia,True,Home,1975,True,Africa
8287,1975-12-23,Libya,Syria,1.0,0.0,Friendly,Tunis,Tunisia,True,Home,1975,True,Africa
8288,1975-12-23,Thailand,Korea Republic,2.0,1.0,King's Cup,Bangkok,Thailand,False,Home,1975,True,Asia
8289,1975-12-23,Tunisia,Iraq,1.0,1.0,Friendly,Tunis,Tunisia,False,Draw,1975,True,Africa
8290,1975-12-26,Bermuda,Suriname,1.0,5.0,Friendly,Hamilton,Bermuda,False,Away,1975,True,America
8291,1975-12-26,Egypt,Sudan,3.0,1.0,Friendly,Tunis,Tunisia,True,Home,1975,True,Africa
8292,1975-12-26,Iraq,Syria,4.0,0.0,Friendly,Tunis,Tunisia,True,Home,1975,True,Africa
8293,1975-12-26,Thailand,Singapore,0.0,1.0,King's Cup,Bangkok,Thailand,False,Away,1975,True,Asia
8294,1975-12-28,Egypt,Iraq,1.0,0.0,Friendly,Tunis,Tunisia,True,Home,1975,True,Africa
8295,1975-12-28,Sudan,Syria,1.0,0.0,Friendly,Tunis,Tunisia,True,Home,1975,True,Africa
8296,1975-12-29,Thailand,Malaysia,1.0,0.0,King's Cup,Bangkok,Thailand,False,Home,1975,True,Asia
8297,1975-12-30,Italy,Greece,3.0,2.0,Friendly,Florence,Italy,False,Home,1975,True,Europe
8298,1975-12-30,Korea Republic,Singapore,5.0,0.0,King's Cup,Bangkok,Thailand,True,Home,1975,True,Asia
8299,1976-01-01,Libya,Sudan,1.0,0.0,Friendly,Tripoli,Libya,False,Home,1976,True,Africa
8300,1976-01-02,Korea Republic,Malaysia,4.0,0.0,King's Cup,Bangkok,Thailand,True,Home,1976,True,Asia
8301,1976-01-09,Saudi Arabia,Algeria,1.0,3.0,Friendly,Riyadh,Saudi Arabia,False,Away,1976,True,Asia
8302,1976-01-14,Gambia,Guinea-Bissau,3.0,1.0,Friendly,Banjul,Gambia,False,Home,1976,True,Africa
8303,1976-01-15,Gambia,Mali,0.0,3.0,Friendly,Banjul,Gambia,False,Away,1976,True,Africa
8304,1976-01-15,Mauritania,Senegal,1.0,4.0,Friendly,Banjul,Gambia,True,Away,1976,True,Africa
8305,1976-01-16,Guinea,Senegal,2.0,2.0,Friendly,Banjul,Gambia,True,Draw,1976,True,Africa
8306,1976-01-16,Guinea-Bissau,Mali,1.0,1.0,Friendly,Banjul,Gambia,True,Draw,1976,True,Africa
8307,1976-01-17,Guinea,Mauritania,4.0,0.0,Friendly,Banjul,Gambia,True,Home,1976,True,Africa
8308,1976-01-18,Guinea,Mali,0.0,1.0,Friendly,Banjul,Gambia,True,Away,1976,True,Africa
8309,1976-01-25,Chad,Gabon,4.0,0.0,Friendly,N'Djamena,Chad,False,Home,1976,True,Africa
8310,1976-01-25,Japan,Bulgaria,1.0,3.0,Friendly,Tokyo,Japan,False,Away,1976,True,Asia
8311,1976-01-28,Japan,Bulgaria,1.0,1.0,Friendly,Osaka,Japan,False,Draw,1976,True,Asia
8312,1976-02-01,Japan,Bulgaria,0.0,3.0,Friendly,Tokyo,Japan,False,Away,1976,True,Asia
8313,1976-02-04,Israel,Denmark,0.0,1.0,Friendly,Jaffa,Israel,False,Away,1976,True,Europe
8314,1976-02-07,Montenegro,Russia,2.0,1.0,Friendly,Podgorica,Yugoslavia,False,Home,1976,True,Europe
8315,1976-02-08,Congo,Angola,3.0,2.0,Friendly,Brazzaville,Congo,False,Home,1976,True,Africa
8316,1976-02-08,Iraq,Turkey,0.0,0.0,Friendly,Baghdad,Iraq,False,Draw,1976,True,Asia
8317,1976-02-08,Kenya,Nigeria,1.0,1.0,Friendly,Nairobi,Kenya,False,Draw,1976,True,Africa
8318,1976-02-08,Malawi,Lesotho,4.0,1.0,Friendly,Zomba,Malawi,False,Home,1976,True,Africa
8319,1976-02-09,El Salvador,Hungary,1.0,2.0,Friendly,San Salvador,El Salvador,False,Away,1976,True,America
8320,1976-02-14,Zambia,Nigeria,1.0,3.0,Friendly,Chingola,Zambia,False,Away,1976,True,Africa
8321,1976-02-15,Angola,Congo,1.0,1.0,Friendly,Luanda,Angola,False,Draw,1976,True,Africa
8322,1976-02-18,Tunisia,Yugoslavia,2.0,1.0,Friendly,Tunis,Tunisia,False,Home,1976,True,Africa
