,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome,year,continent
37504,Gabon,Chad,0.0,1.0,African Nations Championship,Gabon,False,Away,2015,Africa
37505,Mauritania,Mali,1.0,1.0,African Nations Championship,Mauritania,False,Draw,2015,Africa
37506,Senegal,Guinea,3.0,1.0,African Nations Championship,Senegal,False,Home,2015,Africa
37507,Burkina Faso,Nigeria,0.0,0.0,African Nations Championship,Burkina Faso,False,Draw,2015,Africa
37508,Ethiopia,Burundi,3.0,0.0,African Nations Championship,Ethiopia,False,Home,2015,Africa
37509,Lesotho,Zimbabwe,1.0,1.0,African Nations Championship,Lesotho,False,Draw,2015,Africa
37510,Mozambique,Zambia,1.0,1.0,African Nations Championship,Mozambique,False,Draw,2015,Africa
37511,Sudan,Uganda,0.0,2.0,African Nations Championship,Sudan,False,Away,2015,Africa
37512,Togo,Niger,1.0,1.0,African Nations Championship,Togo,False,Draw,2015,Africa
37513,Tunisia,Morocco,2.0,3.0,African Nations Championship,Tunisia,False,Away,2015,Africa
37514,Côte d'Ivoire,Ghana,1.0,0.0,African Nations Championship,Côte d'Ivoire,False,Home,2015,Africa
37515,Congo,Cameroon,0.0,1.0,African Nations Championship,Congo,False,Away,2015,Africa
37516,Cambodia,Brunei,6.0,1.0,Friendly,Cambodia,False,Home,2015,Asia
37517,United Arab Emirates,Turkmenistan,5.0,1.0,Friendly,United Arab Emirates,False,Home,2015,Asia
37518,Angola,Namibia,1.0,0.0,Friendly,Angola,False,Home,2015,Africa
37519,Congo DR,Zambia,3.0,0.0,Friendly,Angola,True,Home,2015,Africa
37520,Angola,Congo DR,1.0,0.0,Friendly,Angola,False,Home,2015,Africa
37521,Hong Kong,Burma,5.0,0.0,Friendly,Hong Kong,False,Home,2015,Asia
37522,Namibia,Zambia,0.0,0.0,Friendly,Angola,True,Draw,2015,Africa
37523,Vanuatu,Fiji,1.0,1.0,Friendly,Vanuatu,False,Draw,2015,Oceania
37524,Palestine,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Jordan,True,Draw,2015,Asia
37525,Vanuatu,Fiji,2.0,1.0,Friendly,Vanuatu,False,Home,2015,Oceania
37526,Estonia,Georgia,3.0,0.0,Friendly,Estonia,False,Home,2015,Europe
37527,Jordan,Malta,2.0,0.0,Friendly,Turkey,True,Home,2015,Europe
37528,Mozambique,Gabon,1.0,0.0,FIFA World Cup qualification,Mozambique,False,Home,2015,Africa
37529,Sudan,Zambia,0.0,1.0,FIFA World Cup qualification,Sudan,False,Away,2015,Africa
37530,Afghanistan,Cambodia,3.0,0.0,FIFA World Cup qualification,IR Iran,True,Home,2015,Asia
37531,Andorra,Saint Kitts and Nevis,0.0,1.0,Friendly,Andorra,False,Away,2015,Europe
37532,Australia,Kyrgyzstan,3.0,0.0,FIFA World Cup qualification,Australia,False,Home,2015,Asia
37533,Benin,Burkina Faso,2.0,1.0,FIFA World Cup qualification,Benin,False,Home,2015,Africa
37534,Bolivia,Venezuela,4.0,2.0,FIFA World Cup qualification,Bolivia,False,Home,2015,America
37535,Burundi,Congo DR,2.0,3.0,FIFA World Cup qualification,Burundi,False,Away,2015,Africa
37536,Chile,Colombia,1.0,1.0,FIFA World Cup qualification,Chile,False,Draw,2015,America
37537,China PR,Bhutan,12.0,0.0,FIFA World Cup qualification,China PR,False,Home,2015,Asia
37538,Ecuador,Uruguay,2.0,1.0,FIFA World Cup qualification,Ecuador,False,Home,2015,America
37539,India,Guam,1.0,0.0,FIFA World Cup qualification,India,False,Home,2015,Asia
37540,IR Iran,Turkmenistan,3.0,1.0,FIFA World Cup qualification,IR Iran,False,Home,2015,Asia
37541,Korea Republic,Burma,4.0,0.0,FIFA World Cup qualification,Korea Republic,False,Home,2015,Asia
37542,Lebanon,Laos,7.0,0.0,FIFA World Cup qualification,Lebanon,False,Home,2015,Asia
37543,North Macedonia,Montenegro,4.0,1.0,Friendly,North Macedonia,False,Home,2015,Europe
37544,Maldives,Hong Kong,0.0,1.0,FIFA World Cup qualification,Maldives,False,Away,2015,Asia
37545,Morocco,Equatorial Guinea,2.0,0.0,FIFA World Cup qualification,Morocco,False,Home,2015,Africa
37546,Namibia,Guinea,0.0,1.0,FIFA World Cup qualification,Namibia,False,Away,2015,Africa
37547,Norway,Hungary,0.0,1.0,UEFA Euro qualification,Norway,False,Away,2015,Europe
37548,Oman,New Zealand,0.0,1.0,Friendly,Oman,False,Away,2015,Asia
37549,Palestine,Malaysia,6.0,0.0,FIFA World Cup qualification,Jordan,True,Home,2015,Asia
37550,Philippines,Yemen,0.0,1.0,FIFA World Cup qualification,Philippines,False,Away,2015,Asia
37551,Singapore,Japan,0.0,3.0,FIFA World Cup qualification,Singapore,False,Away,2015,Asia
37552,Tajikistan,Bangladesh,5.0,0.0,FIFA World Cup qualification,Tajikistan,False,Home,2015,Asia
37553,Thailand,Taiwan,4.0,2.0,FIFA World Cup qualification,Thailand,False,Home,2015,Asia
37554,Togo,Uganda,0.0,1.0,FIFA World Cup qualification,Togo,False,Away,2015,Africa
37555,United Arab Emirates,East Timor,8.0,0.0,FIFA World Cup qualification,United Arab Emirates,False,Home,2015,Asia
37556,Uzbekistan,Korea DPR,3.0,1.0,FIFA World Cup qualification,Uzbekistan,False,Home,2015,Asia
37557,Angola,South Africa,1.0,3.0,FIFA World Cup qualification,Angola,False,Away,2015,Africa
37558,Argentina,Brazil,1.0,1.0,FIFA World Cup qualification,Argentina,False,Draw,2015,America
37559,Belgium,Italy,3.0,1.0,Friendly,Belgium,False,Home,2015,Europe
37560,Bosnia and Herzegovina,Republic of Ireland,1.0,1.0,UEFA Euro qualification,Bosnia and Herzegovina,False,Draw,2015,Europe
37561,Comoros,Ghana,0.0,0.0,FIFA World Cup qualification,Comoros,False,Draw,2015,Africa
37562,Costa Rica,Haiti,1.0,0.0,FIFA World Cup qualification,Costa Rica,False,Home,2015,America
37563,Czech Republic,Serbia,4.0,1.0,Friendly,Czech Republic,False,Home,2015,Europe
37564,France,Germany,2.0,0.0,Friendly,France,False,Home,2015,Europe
37565,Kenya,Cabo Verde,1.0,0.0,FIFA World Cup qualification,Kenya,False,Home,2015,Africa
37566,Kosovo,Albania,2.0,2.0,Friendly,Kosovo,False,Draw,2015,Europe
37567,Liberia,Côte d'Ivoire,0.0,1.0,FIFA World Cup qualification,Liberia,False,Away,2015,Africa
37568,Libya,Rwanda,1.0,0.0,FIFA World Cup qualification,Tunisia,True,Home,2015,Africa
37569,Luxembourg,Greece,1.0,0.0,Friendly,Luxembourg,False,Home,2015,Europe
37570,Madagascar,Senegal,2.0,2.0,FIFA World Cup qualification,Madagascar,False,Draw,2015,Africa
37571,Mauritania,Tunisia,1.0,2.0,FIFA World Cup qualification,Mauritania,False,Away,2015,Africa
37572,Niger,Cameroon,0.0,3.0,FIFA World Cup qualification,Niger,False,Away,2015,Africa
37573,Northern Ireland,Latvia,1.0,0.0,Friendly,Northern Ireland,False,Home,2015,Europe
37574,Peru,Paraguay,1.0,0.0,FIFA World Cup qualification,Peru,False,Home,2015,America
37575,Poland,Iceland,4.0,2.0,Friendly,Poland,False,Home,2015,Europe
37576,Qatar,Turkey,1.0,2.0,Friendly,Qatar,False,Away,2015,Asia
37577,Slovakia,Switzerland,3.0,2.0,Friendly,Slovakia,False,Home,2015,Europe
37578,Spain,England,2.0,0.0,Friendly,Spain,False,Home,2015,Europe
37579,Eswatini,Nigeria,0.0,0.0,FIFA World Cup qualification,Eswatini,False,Draw,2015,Africa
37580,Wales,Netherlands,2.0,3.0,Friendly,Wales,False,Away,2015,Europe
37581,Botswana,Mali,2.0,1.0,FIFA World Cup qualification,Botswana,False,Home,2015,Africa
37582,Chad,Egypt,1.0,0.0,FIFA World Cup qualification,Chad,False,Home,2015,Africa
37583,Ethiopia,Congo,3.0,4.0,FIFA World Cup qualification,Ethiopia,False,Away,2015,Africa
37584,Gabon,Mozambique,1.0,0.0,FIFA World Cup qualification,Gabon,False,Home,2015,Africa
37585,Hong Kong,Macau,2.0,0.0,Friendly,Hong Kong,False,Home,2015,Asia
37586,Russia,Portugal,1.0,0.0,Friendly,Russia,False,Home,2015,Europe
37587,Sweden,Denmark,2.0,1.0,UEFA Euro qualification,Sweden,False,Home,2015,Europe
37588,Tanzania,Algeria,2.0,2.0,FIFA World Cup qualification,Tanzania,False,Draw,2015,Africa
37589,Ukraine,Slovenia,2.0,0.0,UEFA Euro qualification,Ukraine,False,Home,2015,Europe
37590,Congo DR,Burundi,3.0,0.0,FIFA World Cup qualification,Congo DR,False,Home,2015,Africa
37591,Equatorial Guinea,Morocco,1.0,0.0,FIFA World Cup qualification,Equatorial Guinea,False,Home,2015,Africa
37592,Guinea,Namibia,2.0,0.0,FIFA World Cup qualification,Morocco,True,Home,2015,Africa
37593,Hungary,Norway,2.0,1.0,UEFA Euro qualification,Hungary,False,Home,2015,Europe
37594,Uganda,Togo,3.0,0.0,FIFA World Cup qualification,Uganda,False,Home,2015,Africa
37595,Zambia,Sudan,2.0,0.0,FIFA World Cup qualification,Zambia,False,Home,2015,Africa
37596,Albania,Georgia,2.0,2.0,Friendly,Albania,False,Draw,2015,Europe
37597,Republic of Ireland,Bosnia and Herzegovina,2.0,0.0,UEFA Euro qualification,Republic of Ireland,False,Home,2015,Europe
37598,Algeria,Tanzania,7.0,0.0,FIFA World Cup qualification,Algeria,False,Home,2015,Africa
37599,Austria,Switzerland,1.0,2.0,Friendly,Austria,False,Away,2015,Europe
37600,Azerbaijan,Moldova,2.0,1.0,Friendly,Azerbaijan,False,Home,2015,Europe
37601,Bangladesh,Australia,0.0,4.0,FIFA World Cup qualification,Bangladesh,False,Away,2015,Asia
37602,Bhutan,Qatar,0.0,3.0,FIFA World Cup qualification,Bhutan,False,Away,2015,Asia
37603,Brazil,Peru,3.0,0.0,FIFA World Cup qualification,Brazil,False,Home,2015,America
37604,Burkina Faso,Benin,2.0,0.0,FIFA World Cup qualification,Burkina Faso,False,Home,2015,Africa
37605,Burma,Kuwait,3.0,0.0,FIFA World Cup qualification,Thailand,True,Home,2015,Asia
37606,Cambodia,Japan,0.0,2.0,FIFA World Cup qualification,Cambodia,False,Away,2015,Asia
37607,Cameroon,Niger,0.0,0.0,FIFA World Cup qualification,Cameroon,False,Draw,2015,Africa
37608,Cabo Verde,Kenya,2.0,0.0,FIFA World Cup qualification,Cabo Verde,False,Home,2015,Africa
37609,Colombia,Argentina,0.0,1.0,FIFA World Cup qualification,Colombia,False,Away,2015,America
37610,Congo,Ethiopia,2.0,1.0,FIFA World Cup qualification,Congo,False,Home,2015,Africa
37611,Denmark,Sweden,2.0,2.0,UEFA Euro qualification,Denmark,False,Draw,2015,Europe
37612,East Timor,Saudi Arabia,0.0,10.0,FIFA World Cup qualification,East Timor,False,Away,2015,Asia
37613,Egypt,Chad,4.0,0.0,FIFA World Cup qualification,Egypt,False,Home,2015,Africa
37614,England,France,2.0,0.0,Friendly,England,False,Home,2015,Europe
37615,Estonia,Saint Kitts and Nevis,3.0,0.0,Friendly,Estonia,False,Home,2015,Europe
37616,Ghana,Comoros,2.0,0.0,FIFA World Cup qualification,Ghana,False,Home,2015,Africa
37617,Guam,IR Iran,0.0,6.0,FIFA World Cup qualification,Guam,False,Away,2015,Asia
37618,Honduras,Mexico,0.0,2.0,FIFA World Cup qualification,Honduras,False,Away,2015,America
37619,Hong Kong,China PR,0.0,0.0,FIFA World Cup qualification,Hong Kong,False,Draw,2015,Asia
37620,Italy,Romania,2.0,2.0,Friendly,Italy,False,Draw,2015,Europe
37621,Côte d'Ivoire,Liberia,3.0,0.0,FIFA World Cup qualification,Côte d'Ivoire,False,Home,2015,Africa
37622,Korea DPR,Bahrain,2.0,0.0,FIFA World Cup qualification,Korea DPR,False,Home,2015,Asia
37623,Kyrgyzstan,Jordan,1.0,0.0,FIFA World Cup qualification,Kyrgyzstan,False,Home,2015,Asia
37624,Laos,Korea Republic,0.0,5.0,FIFA World Cup qualification,Laos,False,Away,2015,Asia
37625,Luxembourg,Portugal,0.0,2.0,Friendly,Luxembourg,False,Away,2015,Europe
37626,North Macedonia,Lebanon,0.0,1.0,Friendly,North Macedonia,False,Away,2015,Europe
37627,Malaysia,United Arab Emirates,1.0,2.0,FIFA World Cup qualification,Malaysia,False,Away,2015,Asia
37628,Mali,Botswana,2.0,0.0,FIFA World Cup qualification,Mali,False,Home,2015,Africa
37629,Nigeria,Eswatini,2.0,0.0,FIFA World Cup qualification,Nigeria,False,Home,2015,Africa
37630,Paraguay,Bolivia,2.0,1.0,FIFA World Cup qualification,Paraguay,False,Home,2015,America
37631,Poland,Czech Republic,3.0,1.0,Friendly,Poland,False,Home,2015,Europe
37632,Russia,Croatia,1.0,3.0,Friendly,Russia,False,Away,2015,Europe
37633,Rwanda,Libya,1.0,3.0,FIFA World Cup qualification,Rwanda,False,Away,2015,Africa
37634,Senegal,Madagascar,3.0,0.0,FIFA World Cup qualification,Senegal,False,Home,2015,Africa
37635,Singapore,Syria,1.0,2.0,FIFA World Cup qualification,Singapore,False,Away,2015,Asia
37636,Slovakia,Iceland,3.0,1.0,Friendly,Slovakia,False,Home,2015,Europe
37637,Slovenia,Ukraine,1.0,1.0,UEFA Euro qualification,Slovenia,False,Draw,2015,Europe
37638,South Africa,Angola,1.0,0.0,FIFA World Cup qualification,South Africa,False,Home,2015,Africa
37639,Tunisia,Mauritania,2.0,1.0,FIFA World Cup qualification,Tunisia,False,Home,2015,Africa
37640,Turkey,Greece,0.0,0.0,Friendly,Turkey,False,Draw,2015,Europe
37641,Turkmenistan,Oman,2.0,1.0,FIFA World Cup qualification,Turkmenistan,False,Home,2015,Asia
37642,Uruguay,Chile,3.0,0.0,FIFA World Cup qualification,Uruguay,False,Home,2015,America
37643,Venezuela,Ecuador,1.0,3.0,FIFA World Cup qualification,Venezuela,False,Away,2015,America
37644,Yemen,Uzbekistan,1.0,3.0,FIFA World Cup qualification,Qatar,True,Away,2015,Asia
37645,Burundi,Zanzibar,1.0,0.0,CECAFA Cup,Ethiopia,True,Home,2015,Africa
37646,Ethiopia,Rwanda,0.0,1.0,CECAFA Cup,Ethiopia,False,Away,2015,Africa
37647,Kenya,Uganda,2.0,0.0,CECAFA Cup,Ethiopia,True,Home,2015,Africa
37648,Somalia,Tanzania,0.0,4.0,CECAFA Cup,Ethiopia,True,Away,2015,Africa
37649,South Sudan,Djibouti,2.0,0.0,CECAFA Cup,Ethiopia,True,Home,2015,Africa
37650,Sudan,Malawi,1.0,2.0,CECAFA Cup,Ethiopia,True,Away,2015,Africa
37651,Rwanda,Tanzania,1.0,2.0,CECAFA Cup,Ethiopia,True,Away,2015,Africa
37652,Zanzibar,Uganda,0.0,4.0,CECAFA Cup,Ethiopia,True,Away,2015,Africa
37653,Ethiopia,Somalia,2.0,0.0,CECAFA Cup,Ethiopia,False,Home,2015,Africa
37654,Kenya,Burundi,1.0,1.0,CECAFA Cup,Ethiopia,True,Draw,2015,Africa
37655,Malawi,Djibouti,3.0,0.0,CECAFA Cup,Ethiopia,True,Home,2015,Africa
37656,South Sudan,Sudan,0.0,0.0,CECAFA Cup,Ethiopia,True,Draw,2015,Africa
37657,Djibouti,Sudan,0.0,4.0,CECAFA Cup,Ethiopia,True,Away,2015,Africa
37658,Rwanda,Somalia,3.0,0.0,CECAFA Cup,Ethiopia,True,Home,2015,Africa
37659,South Sudan,Malawi,2.0,0.0,CECAFA Cup,Ethiopia,True,Home,2015,Africa
37660,Zanzibar,Kenya,3.0,1.0,CECAFA Cup,Ethiopia,True,Home,2015,Africa
37661,Ethiopia,Tanzania,1.0,1.0,CECAFA Cup,Ethiopia,False,Draw,2015,Africa
37662,Uganda,Burundi,1.0,0.0,CECAFA Cup,Ethiopia,True,Home,2015,Africa
37663,Ethiopia,Tanzania,1.0,1.0,CECAFA Cup,Ethiopia,False,Draw,2015,Africa
