,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,continent,total_score
16196,1998-11-08,Bahrain,Qatar,0.0,0.0,Gulf Cup,Manama,Bahrain,False,Draw,1998,Asia,0.0
16197,1998-11-08,Saudi Arabia,United Arab Emirates,1.0,0.0,Gulf Cup,Manama,Bahrain,True,Home,1998,Asia,1.0
16198,1998-11-10,Slovakia,Poland,1.0,3.0,Friendly,Bratislava,Slovakia,False,Away,1998,Europe,4.0
16199,1998-11-10,Tunisia,Latvia,3.0,0.0,Friendly,Tunis,Tunisia,False,Home,1998,Africa,3.0
16200,1998-11-11,Qatar,Saudi Arabia,0.0,0.0,Gulf Cup,Manama,Bahrain,True,Draw,1998,Asia,0.0
16201,1998-11-12,Bahrain,Oman,2.0,2.0,Gulf Cup,Manama,Bahrain,False,Draw,1998,Asia,4.0
16202,1998-11-12,United Arab Emirates,Kuwait,1.0,4.0,Gulf Cup,Manama,Bahrain,True,Away,1998,Asia,5.0
16203,1998-11-15,Sri Lanka,Maldives,2.0,2.0,Friendly,Colombo,Sri Lanka,False,Draw,1998,Asia,4.0
16204,1998-11-16,India,Uzbekistan,0.0,0.0,Friendly,New Delhi,India,False,Draw,1998,Asia,0.0
16205,1998-11-17,El Salvador,Mexico,0.0,2.0,Friendly,Los Angeles,USA,True,Away,1998,America,2.0
16206,1998-11-17,Guatemala,Honduras,3.0,3.0,Friendly,Los Angeles,USA,True,Draw,1998,America,6.0
16207,1998-11-18,Albania,Greece,0.0,0.0,UEFA Euro qualification,Tirana,Albania,False,Draw,1998,Europe,0.0
16208,1998-11-18,Egypt,Norway,1.0,1.0,Friendly,Cairo,Egypt,False,Draw,1998,Africa,2.0
16209,1998-11-18,El Salvador,Honduras,1.0,2.0,Friendly,Los Angeles,USA,True,Away,1998,America,3.0
16210,1998-11-18,England,Czech Republic,2.0,0.0,Friendly,London,England,False,Home,1998,Europe,2.0
16211,1998-11-18,Georgia,Estonia,3.0,1.0,Friendly,Tbilisi,Georgia,False,Home,1998,Europe,4.0
16212,1998-11-18,Germany,Netherlands,1.0,1.0,Friendly,Gelsenkirchen,Germany,False,Draw,1998,Europe,2.0
16213,1998-11-18,Guatemala,Mexico,2.0,2.0,Friendly,Los Angeles,USA,True,Draw,1998,America,4.0
16214,1998-11-18,Hungary,Switzerland,2.0,0.0,Friendly,Budapest,Hungary,False,Home,1998,Europe,2.0
16215,1998-11-18,Italy,Spain,2.0,2.0,Friendly,Salerno,Italy,False,Draw,1998,Europe,4.0
16216,1998-11-18,Luxembourg,Belgium,0.0,0.0,Friendly,Luxembourg,Luxembourg,False,Draw,1998,Europe,0.0
16217,1998-11-18,Malta,North Macedonia,1.0,2.0,UEFA Euro qualification,Attard,Malta,False,Away,1998,Europe,3.0
16218,1998-11-18,Northern Ireland,Moldova,2.0,2.0,UEFA Euro qualification,Belfast,Northern Ireland,False,Draw,1998,Europe,4.0
16219,1998-11-18,Portugal,Israel,2.0,0.0,Friendly,Setúbal,Portugal,False,Home,1998,Europe,2.0
16220,1998-11-18,San Marino,Cyprus,0.0,1.0,UEFA Euro qualification,Serravalle,San Marino,False,Away,1998,Europe,1.0
16221,1998-11-18,Serbia,Republic of Ireland,1.0,0.0,UEFA Euro qualification,Belgrade,Yugoslavia,False,Home,1998,Europe,1.0
16222,1998-11-19,Hong Kong,Vietnam,1.0,1.0,Friendly,Victoria,Hong Kong,False,Draw,1998,Asia,2.0
16223,1998-11-19,India,Uzbekistan,0.0,4.0,Friendly,Calcutta,India,False,Away,1998,Asia,4.0
16224,1998-11-21,Armenia,Estonia,2.0,1.0,Friendly,Abovyan,Armenia,False,Home,1998,Europe,3.0
16225,1998-11-21,Thailand,Turkmenistan,3.0,3.0,Friendly,Bangkok,Thailand,False,Draw,1998,Asia,6.0
16226,1998-11-22,China PR,Korea Republic,0.0,0.0,Friendly,Shanghai,China PR,False,Draw,1998,Asia,0.0
16227,1998-11-25,Singapore,United Arab Emirates,0.0,4.0,Friendly,Singapore,Singapore,False,Away,1998,Asia,4.0
16228,1998-11-27,Thailand,Nepal,2.0,0.0,Friendly,Bangkok,Thailand,False,Home,1998,Asia,2.0
16229,1998-11-28,Azerbaijan,Estonia,2.0,1.0,Friendly,Gəncə,Azerbaijan,False,Home,1998,Europe,3.0
16230,1998-12-02,United Arab Emirates,Korea DPR,3.0,3.0,Friendly,Songkhla,Thailand,True,Draw,1998,Asia,6.0
16231,1998-12-03,Mali,Ghana,0.0,2.0,Friendly,Bamako,Mali,False,Away,1998,Africa,2.0
16232,1998-12-13,Burundi,Senegal,1.0,0.0,African Cup of Nations qualification,Bujumbura,Burundi,False,Home,1998,Africa,1.0
16233,1998-12-16,South Africa,Egypt,2.0,1.0,Friendly,Johannesburg,South Africa,False,Home,1998,Africa,3.0
16234,1998-12-23,Israel,Serbia,2.0,0.0,Friendly,Ramat-Gan,Israel,False,Home,1998,Europe,2.0
16235,1998-12-27,Kuwait,Egypt,1.0,1.0,Friendly,Kuwait City,Kuwait,False,Draw,1998,Asia,2.0
16236,1999-01-03,Côte d'Ivoire,Togo,3.0,1.0,Friendly,Abidjan,Côte d'Ivoire,False,Home,1999,Africa,4.0
16237,1999-01-04,Burkina Faso,Gabon,2.0,1.0,Friendly,Ouagadougou,Burkina Faso,False,Home,1999,Africa,3.0
16238,1999-01-10,Burkina Faso,Mali,1.0,0.0,Friendly,Ouagadougou,Burkina Faso,False,Home,1999,Africa,1.0
16239,1999-01-10,Senegal,Guinea,1.0,0.0,Friendly,Dakar,Senegal,False,Home,1999,Africa,1.0
16240,1999-01-12,Bermuda,Antigua and Barbuda,1.0,0.0,Friendly,Hamilton,Bermuda,False,Home,1999,America,1.0
16241,1999-01-13,Senegal,Guinea,1.0,0.0,Friendly,Dakar,Senegal,False,Home,1999,Africa,1.0
16242,1999-01-14,Bermuda,Antigua and Barbuda,0.0,1.0,Friendly,Hamilton,Bermuda,False,Away,1999,America,1.0
16243,1999-01-20,France,Morocco,1.0,0.0,Friendly,Marseille,France,False,Home,1999,Europe,1.0
16244,1999-01-20,Israel,Norway,0.0,1.0,Friendly,Ramat-Gan,Israel,False,Away,1999,Europe,1.0
16245,1999-01-22,Estonia,Norway,3.0,3.0,Friendly,Umm al-Fahm,Israel,True,Draw,1999,Europe,6.0
16246,1999-01-23,Eritrea,Cameroon,0.0,0.0,African Cup of Nations qualification,Asmara,Eritrea,False,Draw,1999,Africa,0.0
16247,1999-01-23,Mauritius,South Africa,1.0,1.0,African Cup of Nations qualification,Curepipe,Mauritius,False,Draw,1999,Africa,2.0
16248,1999-01-23,Nigeria,Burundi,2.0,0.0,African Cup of Nations qualification,Abeokuta,Nigeria,False,Home,1999,Africa,2.0
16249,1999-01-23,Senegal,Burkina Faso,1.0,1.0,African Cup of Nations qualification,Dakar,Senegal,False,Draw,1999,Africa,2.0
16250,1999-01-23,Zimbabwe,Malawi,3.0,0.0,Friendly,Bulawayo,Zimbabwe,False,Home,1999,Africa,3.0
16251,1999-01-24,Angola,Gabon,3.0,1.0,African Cup of Nations qualification,Luanda,Angola,False,Home,1999,Africa,4.0
16252,1999-01-24,Bolivia,USA,0.0,0.0,Friendly,Santa Cruz,Bolivia,False,Draw,1999,America,0.0
16253,1999-01-24,Congo,Mali,0.0,0.0,African Cup of Nations qualification,Pointe-Noire,Congo,False,Draw,1999,Africa,0.0
16254,1999-01-24,Congo DR,Kenya,2.0,1.0,African Cup of Nations qualification,Kinshasa,Congo DR,False,Home,1999,Africa,3.0
16255,1999-01-24,Ghana,Mozambique,1.0,0.0,African Cup of Nations qualification,Accra,Ghana,False,Home,1999,Africa,1.0
16256,1999-01-24,Guinea,Morocco,1.0,1.0,African Cup of Nations qualification,Conakry,Guinea,False,Draw,1999,Africa,2.0
16257,1999-01-24,Côte d'Ivoire,Namibia,3.0,0.0,African Cup of Nations qualification,Abidjan,Côte d'Ivoire,False,Home,1999,Africa,3.0
16258,1999-01-24,Liberia,Uganda,2.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,False,Home,1999,Africa,2.0
16259,1999-01-24,Madagascar,Zambia,1.0,2.0,African Cup of Nations qualification,Antananarivo,Madagascar,False,Away,1999,Africa,3.0
16260,1999-01-24,Zimbabwe,Malawi,1.0,0.0,Friendly,Harare,Zimbabwe,False,Home,1999,Africa,1.0
16261,1999-01-27,Malta,Bosnia and Herzegovina,2.0,1.0,Friendly,Attard,Malta,False,Home,1999,Europe,3.0
16262,1999-01-28,Costa Rica,Ecuador,0.0,0.0,Friendly,Alajuela,Costa Rica,False,Draw,1999,America,0.0
16263,1999-01-29,Vietnam,Singapore,1.0,0.0,Friendly,Ho Chi Minh City,Vietnam,False,Home,1999,Asia,1.0
16264,1999-01-31,Ethiopia,Kenya,2.0,2.0,Friendly,Addis Abeba,Ethiopia,False,Draw,1999,Africa,4.0
16265,1999-02-03,Cyprus,Belgium,0.0,1.0,Cyprus International Tournament,Limassol,Cyprus,False,Away,1999,Europe,1.0
16266,1999-02-03,Greece,Finland,2.0,1.0,Cyprus International Tournament,Larnaca,Cyprus,True,Home,1999,Europe,3.0
16267,1999-02-03,Malta,Poland,0.0,1.0,Friendly,Attard,Malta,False,Away,1999,Europe,1.0
16268,1999-02-03,Venezuela,Argentina,0.0,2.0,Friendly,Maracaibo,Venezuela,False,Away,1999,America,2.0
16269,1999-02-05,British Virgin Islands,Montserrat,3.0,1.0,CFU Caribbean Cup qualification,Road Town,British Virgin Islands,False,Home,1999,America,4.0
16270,1999-02-05,Cyprus,Finland,2.0,1.0,Cyprus International Tournament,Paralímni,Cyprus,False,Home,1999,Europe,3.0
16271,1999-02-05,Greece,Belgium,1.0,0.0,Cyprus International Tournament,Larnaca,Cyprus,True,Home,1999,Europe,1.0
16272,1999-02-06,Slovenia,Switzerland,0.0,2.0,Friendly,Muscat,Oman,True,Away,1999,Asia,2.0
16273,1999-02-06,USA,Germany,3.0,0.0,Friendly,Jacksonville,USA,False,Home,1999,America,3.0
16274,1999-02-07,British Virgin Islands,Montserrat,3.0,0.0,CFU Caribbean Cup qualification,Road Town,British Virgin Islands,False,Home,1999,America,3.0
16275,1999-02-07,Lesotho,Namibia,1.0,0.0,COSAFA Cup qualification,Maseru,Lesotho,False,Home,1999,Africa,1.0
16276,1999-02-09,Belgium,Czech Republic,0.0,1.0,Friendly,Brussels,Belgium,False,Away,1999,Europe,1.0
16277,1999-02-09,Colombia,Germany,3.0,3.0,Friendly,Miami,USA,True,Draw,1999,America,6.0
16278,1999-02-09,Israel,Belarus,2.0,1.0,Friendly,Haifa,Israel,False,Home,1999,Europe,3.0
16279,1999-02-10,Albania,North Macedonia,2.0,0.0,Friendly,Tirana,Albania,False,Home,1999,Europe,2.0
16280,1999-02-10,Croatia,Denmark,0.0,1.0,Friendly,Split,Croatia,False,Away,1999,Europe,1.0
16281,1999-02-10,England,France,0.0,2.0,Friendly,London,England,False,Away,1999,Europe,2.0
16282,1999-02-10,Finland,Poland,1.0,1.0,Friendly,Attard,Malta,True,Draw,1999,Europe,2.0
16283,1999-02-10,Republic of Ireland,Paraguay,2.0,0.0,Friendly,Dublin,Republic of Ireland,False,Home,1999,Europe,2.0
16284,1999-02-10,Italy,Norway,0.0,0.0,Friendly,Pisa,Italy,False,Draw,1999,Europe,0.0
16285,1999-02-10,Jamaica,Costa Rica,1.0,1.0,Friendly,Kingston,Jamaica,False,Draw,1999,America,2.0
16286,1999-02-10,Malta,Serbia,0.0,3.0,UEFA Euro qualification,Attard,Malta,False,Away,1999,Europe,3.0
16287,1999-02-10,Mexico,Argentina,0.0,1.0,Friendly,Los Angeles,USA,True,Away,1999,America,1.0
16288,1999-02-10,Oman,Switzerland,1.0,2.0,Friendly,Muscat,Oman,False,Away,1999,Asia,3.0
16289,1999-02-10,Peru,Ecuador,1.0,2.0,Friendly,Lima,Peru,False,Away,1999,America,3.0
16290,1999-02-10,Portugal,Netherlands,0.0,0.0,Friendly,Paris,France,True,Draw,1999,Europe,0.0
16291,1999-02-10,Tunisia,Sweden,0.0,1.0,Friendly,Tunis,Tunisia,False,Away,1999,Africa,1.0
16292,1999-02-13,St. Lucia,Antigua and Barbuda,0.0,0.0,Friendly,Castries,St. Lucia,False,Draw,1999,America,0.0
16293,1999-02-15,Kuwait,IR Iran,1.0,2.0,Friendly,Kuwait City,Kuwait,False,Away,1999,Asia,3.0
16294,1999-02-16,Bulgaria,Egypt,1.0,3.0,Lunar New Year Cup,Kowloon,Hong Kong,True,Away,1999,Asia,4.0
16295,1999-02-17,Ecuador,Peru,1.0,2.0,Friendly,Guayaquil,Ecuador,False,Away,1999,America,3.0
16296,1999-02-17,Guatemala,Chile,1.0,1.0,Friendly,Guatemala,Guatemala,False,Draw,1999,America,2.0
16297,1999-02-19,Egypt,Mexico,0.0,3.0,Lunar New Year Cup,So Kon Po,Hong Kong,True,Away,1999,Asia,3.0
16298,1999-02-20,Botswana,South Africa,1.0,2.0,COSAFA Cup qualification,Gaborone,Botswana,False,Away,1999,Africa,3.0
16299,1999-02-20,Gabon,Burkina Faso,1.0,1.0,Friendly,Libreville,Gabon,False,Draw,1999,Africa,2.0
16300,1999-02-20,Zimbabwe,Zambia,1.0,1.0,Friendly,Bulawayo,Zimbabwe,False,Draw,1999,Africa,2.0
16301,1999-02-21,USA,Chile,2.0,1.0,Friendly,Fort Lauderdale,USA,False,Home,1999,America,3.0
16302,1999-02-22,Suriname,Guyana,2.0,1.0,Friendly,Paramaribo,Suriname,False,Home,1999,America,3.0
16303,1999-02-23,Thailand,Korea DPR,2.0,2.0,King's Cup,Bangkok,Thailand,False,Draw,1999,Asia,4.0
16304,1999-02-24,Bahamas,Turks and Caicos Islands,3.0,0.0,CFU Caribbean Cup qualification,Nassau,Bahamas,False,Home,1999,America,3.0
16305,1999-02-24,Israel,Latvia,2.0,0.0,Friendly,Jerusalem,Israel,False,Home,1999,Europe,2.0
16306,1999-02-24,St. Lucia,Grenada,1.0,2.0,Friendly,Castries,St. Lucia,False,Away,1999,America,3.0
16307,1999-02-26,US Virgin Islands,Turks and Caicos Islands,2.0,2.0,CFU Caribbean Cup qualification,Nassau,Bahamas,True,Draw,1999,America,4.0
16308,1999-02-28,Angola,Mauritius,0.0,2.0,African Cup of Nations qualification,Luanda,Angola,False,Away,1999,Africa,2.0
16309,1999-02-28,Bahamas,US Virgin Islands,0.0,0.0,CFU Caribbean Cup qualification,Nassau,Bahamas,False,Draw,1999,America,0.0
16310,1999-02-28,British Virgin Islands,Antigua and Barbuda,0.0,2.0,Friendly,Road Town,British Virgin Islands,False,Away,1999,America,2.0
16311,1999-02-28,Burundi,Burkina Faso,1.0,2.0,African Cup of Nations qualification,Bujumbura,Burundi,False,Away,1999,Africa,3.0
16312,1999-02-28,Cameroon,Mozambique,1.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,Home,1999,Africa,1.0
16313,1999-02-28,Congo,Côte d'Ivoire,1.0,0.0,African Cup of Nations qualification,Pointe-Noire,Congo,False,Home,1999,Africa,1.0
16314,1999-02-28,Guyana,Barbados,2.0,2.0,CFU Caribbean Cup qualification,Georgetown,Guyana,False,Draw,1999,America,4.0
16315,1999-02-28,Kenya,Zambia,0.0,1.0,African Cup of Nations qualification,Nairobi,Kenya,False,Away,1999,Africa,1.0
16316,1999-02-28,Liberia,Algeria,1.0,1.0,African Cup of Nations qualification,Monrovia,Liberia,False,Draw,1999,Africa,2.0
16317,1999-02-28,Madagascar,Congo DR,3.0,1.0,African Cup of Nations qualification,Antananarivo,Madagascar,False,Home,1999,Africa,4.0
16318,1999-02-28,Senegal,Nigeria,1.0,1.0,African Cup of Nations qualification,Dakar,Senegal,False,Draw,1999,Africa,2.0
16319,1999-02-28,Togo,Morocco,2.0,3.0,African Cup of Nations qualification,Lomé,Togo,False,Away,1999,Africa,5.0
16320,1999-03-03,Bolivia,Jamaica,0.0,0.0,Friendly,Guatemala,Guatemala,True,Draw,1999,America,0.0
16321,1999-03-03,Bulgaria,Slovakia,2.0,0.0,Friendly,Stara Zagora,Bulgaria,False,Home,1999,Europe,2.0
16322,1999-03-03,Guatemala,Paraguay,2.0,3.0,Friendly,Guatemala,Guatemala,False,Away,1999,America,5.0
16323,1999-03-03,Poland,Armenia,1.0,0.0,Friendly,Warsaw,Poland,False,Home,1999,Europe,1.0
16324,1999-03-03,Romania,Estonia,2.0,0.0,Friendly,Bucharest,Romania,False,Home,1999,Europe,2.0
16325,1999-03-05,Guatemala,Bolivia,0.0,3.0,Friendly,Guatemala,Guatemala,False,Away,1999,America,3.0
16326,1999-03-05,Jamaica,Paraguay,1.0,3.0,Friendly,Guatemala,Guatemala,True,Away,1999,America,4.0
16327,1999-03-06,Azerbaijan,Estonia,2.0,2.0,Friendly,Larnaca,Cyprus,True,Draw,1999,Europe,4.0
16328,1999-03-06,Barbados,Guyana,2.0,0.0,CFU Caribbean Cup qualification,Bridgetown,Barbados,False,Home,1999,America,2.0
16329,1999-03-07,Bolivia,Paraguay,0.0,3.0,Friendly,Guatemala,Guatemala,True,Away,1999,America,3.0
16330,1999-03-07,Guatemala,Jamaica,2.0,4.0,Friendly,Guatemala,Guatemala,False,Away,1999,America,6.0
16331,1999-03-10,Greece,Croatia,3.0,2.0,Friendly,Athens,Greece,False,Home,1999,Europe,5.0
16332,1999-03-10,Hungary,Bosnia and Herzegovina,1.0,1.0,Friendly,Budapest,Hungary,False,Draw,1999,Europe,2.0
16333,1999-03-10,Luxembourg,Iceland,1.0,2.0,Friendly,Luxembourg,Luxembourg,False,Away,1999,Europe,3.0
16334,1999-03-10,Malta,Moldova,0.0,2.0,Friendly,Attard,Malta,False,Away,1999,Europe,2.0
16335,1999-03-10,Romania,Israel,0.0,2.0,Friendly,Bucharest,Romania,False,Away,1999,Europe,2.0
16336,1999-03-10,Switzerland,Austria,2.0,4.0,Friendly,St. Gallen,Switzerland,False,Away,1999,Europe,6.0
16337,1999-03-11,Mexico,Bolivia,2.0,1.0,USA Cup,Los Angeles,USA,True,Home,1999,America,3.0
16338,1999-03-11,USA,Guatemala,3.0,1.0,USA Cup,Los Angeles,USA,False,Home,1999,America,4.0
16339,1999-03-13,Guatemala,Bolivia,2.0,1.0,USA Cup,San Diego,USA,True,Home,1999,America,3.0
16340,1999-03-13,USA,Mexico,1.0,2.0,USA Cup,San Diego,USA,False,Away,1999,America,3.0
16341,1999-03-16,Cyprus,Estonia,1.0,2.0,Friendly,Larnaca,Cyprus,False,Away,1999,Europe,3.0
16342,1999-03-17,British Virgin Islands,Dominican Republic,0.0,0.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,True,Draw,1999,America,0.0
16343,1999-03-17,Guatemala,Nicaragua,1.0,0.0,UNCAF Cup,San José,Costa Rica,True,Home,1999,America,1.0
16344,1999-03-17,Haiti,Puerto Rico,2.0,0.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,Home,1999,America,2.0
16345,1999-03-19,Guatemala,El Salvador,1.0,1.0,UNCAF Cup,San José,Costa Rica,True,Draw,1999,America,2.0
16346,1999-03-20,Georgia,Ukraine,0.0,1.0,Friendly,Tbilisi,Georgia,False,Away,1999,Europe,1.0
16347,1999-03-21,Costa Rica,Honduras,0.0,1.0,UNCAF Cup,San José,Costa Rica,False,Away,1999,America,1.0
16348,1999-03-21,Dominican Republic,Puerto Rico,2.0,0.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,True,Home,1999,America,2.0
16349,1999-03-21,El Salvador,Nicaragua,1.0,0.0,UNCAF Cup,San José,Costa Rica,True,Home,1999,America,1.0
16350,1999-03-24,Costa Rica,Guatemala,1.0,0.0,UNCAF Cup,San José,Costa Rica,False,Home,1999,America,1.0
16351,1999-03-24,Honduras,El Salvador,3.0,1.0,UNCAF Cup,San José,Costa Rica,True,Home,1999,America,4.0
16352,1999-03-26,Costa Rica,Honduras,1.0,2.0,UNCAF Cup,San José,Costa Rica,False,Away,1999,America,3.0
16353,1999-03-26,Guatemala,El Salvador,1.0,0.0,UNCAF Cup,San José,Costa Rica,True,Home,1999,America,1.0
16354,1999-03-27,Andorra,Iceland,0.0,2.0,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,Away,1999,Europe,2.0
16355,1999-03-27,Armenia,Russia,0.0,3.0,UEFA Euro qualification,Yerevan,Armenia,False,Away,1999,Europe,3.0
16356,1999-03-27,Belarus,Switzerland,0.0,1.0,UEFA Euro qualification,Minsk,Belarus,False,Away,1999,Europe,1.0
16357,1999-03-27,Belgium,Bulgaria,0.0,1.0,Friendly,Brussels,Belgium,False,Away,1999,Europe,1.0
16358,1999-03-27,Czech Republic,Lithuania,2.0,0.0,UEFA Euro qualification,Teplice,Czech Republic,False,Home,1999,Europe,2.0
16359,1999-03-27,Denmark,Italy,1.0,2.0,UEFA Euro qualification,Copenhagen,Denmark,False,Away,1999,Europe,3.0
16360,1999-03-27,England,Poland,3.0,1.0,UEFA Euro qualification,London,England,False,Home,1999,Europe,4.0
16361,1999-03-27,France,Ukraine,0.0,0.0,UEFA Euro qualification,Saint-Denis,France,False,Draw,1999,Europe,0.0
16362,1999-03-27,Georgia,Slovenia,1.0,1.0,UEFA Euro qualification,Tbilisi,Georgia,False,Draw,1999,Europe,2.0
16363,1999-03-27,Greece,Norway,0.0,2.0,UEFA Euro qualification,Athens,Greece,False,Away,1999,Europe,2.0
16364,1999-03-27,Northern Ireland,Germany,0.0,3.0,UEFA Euro qualification,Belfast,Northern Ireland,False,Away,1999,Europe,3.0
16365,1999-03-27,Romania,Slovakia,0.0,0.0,UEFA Euro qualification,Bucharest,Romania,False,Draw,1999,Europe,0.0
16366,1999-03-27,Sweden,Luxembourg,2.0,0.0,UEFA Euro qualification,Gothenburg,Sweden,False,Home,1999,Europe,2.0
16367,1999-03-27,Turkey,Moldova,2.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,Home,1999,Europe,2.0
16368,1999-03-28,Honduras,Guatemala,0.0,2.0,UNCAF Cup,San José,Costa Rica,True,Away,1999,America,2.0
16369,1999-03-28,Israel,Cyprus,3.0,0.0,UEFA Euro qualification,Ramat-Gan,Israel,False,Home,1999,Europe,3.0
16370,1999-03-28,Korea Republic,Brazil,1.0,0.0,Friendly,Seoul,Korea Republic,False,Home,1999,Asia,1.0
16371,1999-03-28,Trinidad and Tobago,Jamaica,2.0,0.0,Friendly,Port of Spain,Trinidad and Tobago,False,Home,1999,America,2.0
16372,1999-03-30,Belgium,Egypt,0.0,1.0,Friendly,Liège,Belgium,False,Away,1999,Europe,1.0
16373,1999-03-30,Venezuela,Colombia,0.0,0.0,Friendly,Maracaibo,Venezuela,False,Draw,1999,America,0.0
16374,1999-03-31,Azerbaijan,Romania,0.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,False,Away,1999,Europe,1.0
16375,1999-03-31,France,Armenia,2.0,0.0,UEFA Euro qualification,Saint-Denis,France,False,Home,1999,Europe,2.0
16376,1999-03-31,Germany,Finland,2.0,0.0,UEFA Euro qualification,Nuremberg,Germany,False,Home,1999,Europe,2.0
16377,1999-03-31,Italy,Belarus,1.0,1.0,UEFA Euro qualification,Ancona,Italy,False,Draw,1999,Europe,2.0
16378,1999-03-31,Jamaica,Paraguay,3.0,0.0,Friendly,Kingston,Jamaica,False,Home,1999,America,3.0
16379,1999-03-31,Japan,Brazil,0.0,2.0,Friendly,Tokyo,Japan,False,Away,1999,Asia,2.0
16380,1999-03-31,Latvia,Greece,0.0,0.0,UEFA Euro qualification,Riga,Latvia,False,Draw,1999,Europe,0.0
16381,1999-03-31,Lithuania,Estonia,1.0,2.0,UEFA Euro qualification,Vilnius,Lithuania,False,Away,1999,Europe,3.0
16382,1999-03-31,Luxembourg,Bulgaria,0.0,2.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,Away,1999,Europe,2.0
16383,1999-03-31,Moldova,Northern Ireland,0.0,0.0,UEFA Euro qualification,Chişinău,Moldova,False,Draw,1999,Europe,0.0
16384,1999-03-31,Netherlands,Argentina,1.0,1.0,Friendly,Amsterdam,Netherlands,False,Draw,1999,Europe,2.0
16385,1999-03-31,Poland,Sweden,0.0,1.0,UEFA Euro qualification,Chorzów,Poland,False,Away,1999,Europe,1.0
16386,1999-03-31,Scotland,Czech Republic,1.0,2.0,UEFA Euro qualification,Glasgow,Scotland,False,Away,1999,Europe,3.0
16387,1999-03-31,Slovakia,Hungary,0.0,0.0,UEFA Euro qualification,Bratislava,Slovakia,False,Draw,1999,Europe,0.0
16388,1999-03-31,Switzerland,Wales,2.0,0.0,UEFA Euro qualification,Zürich,Switzerland,False,Home,1999,Europe,2.0
16389,1999-03-31,Ukraine,Iceland,1.0,1.0,UEFA Euro qualification,Kyïv,Ukraine,False,Draw,1999,Europe,2.0
16390,1999-04-10,Gabon,South Africa,1.0,0.0,African Cup of Nations qualification,Libreville,Gabon,False,Home,1999,Africa,1.0
16391,1999-04-10,Mauritius,Angola,1.0,1.0,African Cup of Nations qualification,Curepipe,Mauritius,False,Draw,1999,Africa,2.0
16392,1999-04-10,Uganda,Tunisia,0.0,2.0,African Cup of Nations qualification,Kampala,Uganda,False,Away,1999,Africa,2.0
16393,1999-04-10,Zambia,Kenya,1.0,0.0,African Cup of Nations qualification,Lusaka,Zambia,False,Home,1999,Africa,1.0
16394,1999-04-11,Burkina Faso,Burundi,3.0,1.0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,Home,1999,Africa,4.0
16395,1999-04-11,Congo DR,Madagascar,2.0,0.0,African Cup of Nations qualification,Kinshasa,Congo DR,False,Home,1999,Africa,2.0
16396,1999-04-11,Côte d'Ivoire,Congo,2.0,0.0,African Cup of Nations qualification,Abidjan,Côte d'Ivoire,False,Home,1999,Africa,2.0
16397,1999-04-11,Mali,Namibia,2.0,1.0,African Cup of Nations qualification,Bamako,Mali,False,Home,1999,Africa,3.0
16398,1999-04-13,St. Vincent / Grenadines,Grenada,2.0,1.0,Friendly,Kingstown,St. Vincent / Grenadines,False,Home,1999,America,3.0
16399,1999-04-14,Mexico,Ecuador,0.0,0.0,Friendly,Monterrey,Mexico,False,Draw,1999,America,0.0
16400,1999-04-15,Venezuela,Colombia,1.0,1.0,Friendly,Caracas,Venezuela,False,Draw,1999,America,2.0
16401,1999-04-18,St. Vincent / Grenadines,St. Lucia,2.0,2.0,CFU Caribbean Cup qualification,Kingstown,St. Vincent / Grenadines,False,Draw,1999,America,4.0
16402,1999-04-22,India,Bangladesh,0.0,0.0,SAFF Cup,Margao,India,False,Draw,1999,Asia,0.0
16403,1999-04-22,Paraguay,Colombia,0.0,2.0,Friendly,Luque,Paraguay,False,Away,1999,America,2.0
16404,1999-04-23,Sri Lanka,Maldives,0.0,0.0,SAFF Cup,Margao,India,True,Draw,1999,Asia,0.0
16405,1999-04-24,Malawi,Angola,1.0,2.0,COSAFA Cup qualification,Blantyre,Malawi,False,Away,1999,Africa,3.0
16406,1999-04-24,Pakistan,Bangladesh,0.0,4.0,SAFF Cup,Margao,India,True,Away,1999,Asia,4.0
16407,1999-04-25,Sri Lanka,Nepal,2.0,3.0,SAFF Cup,Margao,India,True,Away,1999,Asia,5.0
16408,1999-04-26,India,Pakistan,2.0,0.0,SAFF Cup,Margao,India,False,Home,1999,Asia,2.0
16409,1999-04-27,Nepal,Maldives,2.0,3.0,SAFF Cup,Margao,India,True,Away,1999,Asia,5.0
16410,1999-04-27,Northern Ireland,Canada,1.0,1.0,Friendly,Belfast,Northern Ireland,False,Draw,1999,Europe,2.0
16411,1999-04-28,Bolivia,Chile,1.0,1.0,Friendly,Cochabamba,Bolivia,False,Draw,1999,America,2.0
16412,1999-04-28,Croatia,Italy,0.0,0.0,Friendly,Zagreb,Croatia,False,Draw,1999,Europe,0.0
