,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,continent,total_score
16413,1999-04-28,Denmark,South Africa,1.0,1.0,Friendly,Copenhagen,Denmark,False,Draw,1999,Europe,2.0
16414,1999-04-28,Georgia,Norway,1.0,4.0,UEFA Euro qualification,Tbilisi,Georgia,False,Away,1999,Europe,5.0
16415,1999-04-28,Germany,Scotland,0.0,1.0,Friendly,Bremen,Germany,False,Away,1999,Europe,1.0
16416,1999-04-28,Greece,Switzerland,1.0,1.0,Friendly,Athens,Greece,False,Draw,1999,Europe,2.0
16417,1999-04-28,Hungary,England,1.0,1.0,Friendly,Budapest,Hungary,False,Draw,1999,Europe,2.0
16418,1999-04-28,Republic of Ireland,Sweden,2.0,0.0,Friendly,Dublin,Republic of Ireland,False,Home,1999,Europe,2.0
16419,1999-04-28,Latvia,Albania,0.0,0.0,UEFA Euro qualification,Riga,Latvia,False,Draw,1999,Europe,0.0
16420,1999-04-28,Malta,Iceland,1.0,2.0,Friendly,Attard,Malta,False,Away,1999,Europe,3.0
16421,1999-04-28,Netherlands,Morocco,1.0,2.0,Friendly,Arnhem,Netherlands,False,Away,1999,Europe,3.0
16422,1999-04-28,Paraguay,Mexico,2.0,1.0,Friendly,Pedro Juan Caballero,Paraguay,False,Home,1999,America,3.0
16423,1999-04-28,Poland,Czech Republic,2.0,1.0,Friendly,Warsaw,Poland,False,Home,1999,Europe,3.0
16424,1999-04-28,Romania,Belgium,1.0,0.0,Friendly,Bucharest,Romania,False,Home,1999,Europe,1.0
16425,1999-04-28,Slovenia,Finland,1.0,1.0,Friendly,Ljubljana,Slovenia,False,Draw,1999,Europe,2.0
16426,1999-04-29,Bangladesh,Nepal,2.0,1.0,SAFF Cup,Margao,India,True,Home,1999,Asia,3.0
16427,1999-04-29,India,Maldives,2.0,1.0,SAFF Cup,Margao,India,False,Home,1999,Asia,3.0
16428,1999-05-01,India,Bangladesh,2.0,0.0,SAFF Cup,Margao,India,False,Home,1999,Asia,2.0
16429,1999-05-01,Maldives,Nepal,2.0,0.0,SAFF Cup,Margao,India,True,Home,1999,Asia,2.0
16430,1999-05-05,Spain,Croatia,3.0,1.0,Friendly,Seville,Spain,False,Home,1999,Europe,4.0
16431,1999-05-06,Trinidad and Tobago,South Africa,2.0,0.0,Friendly,Port of Spain,Trinidad and Tobago,False,Home,1999,America,2.0
16432,1999-05-08,Namibia,Mali,0.0,0.0,African Cup of Nations qualification,Windhoek,Namibia,False,Draw,1999,Africa,0.0
16433,1999-05-09,Bermuda,Cuba,1.0,2.0,CFU Caribbean Cup qualification,Hamilton,Bermuda,False,Away,1999,America,3.0
16434,1999-05-09,Jamaica,South Africa,1.0,1.0,Friendly,Kingston,Jamaica,False,Draw,1999,America,2.0
16435,1999-05-16,Libya,Senegal,2.0,1.0,Friendly,Tripoli,Libya,False,Home,1999,Africa,3.0
16436,1999-05-19,Russia,Belarus,1.0,1.0,Friendly,Tula,Russia,False,Draw,1999,Europe,2.0
16437,1999-05-19,Slovakia,Bulgaria,2.0,0.0,Friendly,Dubnica nad Váhom,Slovakia,False,Home,1999,Europe,2.0
16438,1999-05-21,Haiti,Honduras,0.0,2.0,Friendly,Miami,USA,True,Away,1999,America,2.0
16439,1999-05-22,Malawi,Namibia,1.0,1.0,COSAFA Cup qualification,Blantyre,Malawi,False,Draw,1999,Africa,2.0
16440,1999-05-22,Uganda,Zambia,0.0,1.0,Friendly,Kampala,Uganda,False,Away,1999,Africa,1.0
16441,1999-05-27,Sweden,Jamaica,2.0,1.0,Friendly,Solna,Sweden,False,Home,1999,Europe,3.0
16442,1999-05-28,Botswana,Mozambique,0.0,2.0,COSAFA Cup qualification,Gaborone,Botswana,False,Away,1999,Africa,2.0
16443,1999-05-29,Canada,Guatemala,1.0,0.0,Friendly,Toronto,Canada,False,Home,1999,America,1.0
16444,1999-05-29,Chile,Costa Rica,3.0,0.0,Friendly,Concepción,Chile,False,Home,1999,America,3.0
16445,1999-05-29,El Salvador,Colombia,2.0,1.0,Friendly,East Rutherford,USA,True,Home,1999,America,3.0
16446,1999-05-29,Republic of Ireland,Northern Ireland,0.0,1.0,Friendly,Dublin,Republic of Ireland,False,Away,1999,Europe,1.0
16447,1999-05-30,Belgium,Peru,1.0,1.0,Kirin Cup,Kyoto,Japan,True,Draw,1999,Asia,2.0
16448,1999-05-30,Lesotho,Mauritius,1.0,2.0,Friendly,Maseru,Lesotho,False,Away,1999,Africa,3.0
16449,1999-05-30,Norway,Georgia,1.0,0.0,UEFA Euro qualification,Oslo,Norway,False,Home,1999,Europe,1.0
16450,1999-06-01,Mali,Senegal,1.0,1.0,Friendly,Bamako,Mali,False,Draw,1999,Africa,2.0
16451,1999-06-02,Canada,Guatemala,2.0,0.0,Friendly,Edmonton,Canada,False,Home,1999,America,2.0
16452,1999-06-02,Ecuador,IR Iran,1.0,1.0,Friendly,Edmonton,Canada,True,Draw,1999,America,2.0
16453,1999-06-03,Japan,Belgium,0.0,0.0,Kirin Cup,Tokyo,Japan,False,Draw,1999,Asia,0.0
16454,1999-06-03,Trinidad and Tobago,Jamaica,1.0,0.0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,Home,1999,America,1.0
16455,1999-06-04,Canada,IR Iran,0.0,1.0,Friendly,Edmonton,Canada,False,Away,1999,America,1.0
16456,1999-06-04,Cuba,Haiti,3.0,1.0,CFU Caribbean Cup,Macoya,Trinidad and Tobago,True,Home,1999,America,4.0
16457,1999-06-04,Ecuador,Guatemala,3.0,1.0,Friendly,Edmonton,Canada,True,Home,1999,America,4.0
16458,1999-06-04,Poland,Bulgaria,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,Home,1999,Europe,2.0
16459,1999-06-05,Albania,Norway,1.0,2.0,UEFA Euro qualification,Tirana,Albania,False,Away,1999,Europe,3.0
16460,1999-06-05,Bosnia and Herzegovina,Lithuania,2.0,0.0,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,Home,1999,Europe,2.0
16461,1999-06-05,Brazil,Netherlands,2.0,2.0,Friendly,Salvador,Brazil,False,Draw,1999,America,4.0
16462,1999-06-05,Denmark,Belarus,1.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,Home,1999,Europe,1.0
16463,1999-06-05,England,Sweden,0.0,0.0,UEFA Euro qualification,London,England,False,Draw,1999,Europe,0.0
16464,1999-06-05,Estonia,Czech Republic,0.0,2.0,UEFA Euro qualification,Tallinn,Estonia,False,Away,1999,Europe,2.0
16465,1999-06-05,Faroe Islands,Scotland,1.0,1.0,UEFA Euro qualification,Toftir,Faroe Islands,False,Draw,1999,Europe,2.0
16466,1999-06-05,Finland,Turkey,2.0,4.0,UEFA Euro qualification,Helsinki,Finland,False,Away,1999,Europe,6.0
16467,1999-06-05,France,Russia,2.0,3.0,UEFA Euro qualification,Saint-Denis,France,False,Away,1999,Europe,5.0
16468,1999-06-05,Georgia,Greece,1.0,2.0,UEFA Euro qualification,Tbilisi,Georgia,False,Away,1999,Europe,3.0
16469,1999-06-05,Iceland,Armenia,2.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False,Home,1999,Europe,2.0
16470,1999-06-05,Korea Republic,Belgium,1.0,2.0,Friendly,Seoul,Korea Republic,False,Away,1999,Asia,3.0
16471,1999-06-05,Latvia,Slovenia,1.0,2.0,UEFA Euro qualification,Riga,Latvia,False,Away,1999,Europe,3.0
16472,1999-06-05,North Macedonia,Croatia,1.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False,Draw,1999,Europe,2.0
16473,1999-06-05,Namibia,Côte d'Ivoire,1.0,1.0,African Cup of Nations qualification,Windhoek,Namibia,False,Draw,1999,Africa,2.0
16474,1999-06-05,Portugal,Slovakia,1.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,Home,1999,Europe,1.0
16475,1999-06-05,Romania,Hungary,2.0,0.0,UEFA Euro qualification,Bucharest,Romania,False,Home,1999,Europe,2.0
16476,1999-06-05,South Africa,Mauritius,2.0,0.0,African Cup of Nations qualification,Durban,South Africa,False,Home,1999,Africa,2.0
16477,1999-06-05,Uganda,Liberia,1.0,0.0,African Cup of Nations qualification,Kampala,Uganda,False,Home,1999,Africa,1.0
16478,1999-06-06,Burkina Faso,Senegal,2.0,2.0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,Draw,1999,Africa,4.0
16479,1999-06-06,Cameroon,Eritrea,1.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,Home,1999,Africa,1.0
16480,1999-06-06,Canada,Ecuador,1.0,2.0,Friendly,Edmonton,Canada,False,Away,1999,America,3.0
16481,1999-06-06,Gabon,Angola,3.0,1.0,African Cup of Nations qualification,Libreville,Gabon,False,Home,1999,Africa,4.0
16482,1999-06-06,Guatemala,IR Iran,2.0,2.0,Friendly,Edmonton,Canada,True,Draw,1999,America,4.0
16483,1999-06-06,Japan,Peru,0.0,0.0,Kirin Cup,Yokohama,Japan,False,Draw,1999,Asia,0.0
16484,1999-06-06,Kenya,Congo DR,0.0,1.0,African Cup of Nations qualification,Nairobi,Kenya,False,Away,1999,Africa,1.0
16485,1999-06-06,Mali,Congo,3.0,1.0,African Cup of Nations qualification,Bamako,Mali,False,Home,1999,Africa,4.0
16486,1999-06-06,Morocco,Guinea,1.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,Home,1999,Africa,1.0
16487,1999-06-06,Tunisia,Algeria,2.0,0.0,African Cup of Nations qualification,Tunis,Tunisia,False,Home,1999,Africa,2.0
16488,1999-06-07,Jamaica,Grenada,2.0,1.0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,Home,1999,America,3.0
16489,1999-06-08,Brazil,Netherlands,3.0,1.0,Friendly,Goiânia,Brazil,False,Home,1999,America,4.0
16490,1999-06-09,Albania,Slovenia,0.0,1.0,UEFA Euro qualification,Tirana,Albania,False,Away,1999,Europe,1.0
16491,1999-06-09,Andorra,France,0.0,1.0,UEFA Euro qualification,Barcelona,Spain,True,Away,1999,Europe,1.0
16492,1999-06-09,Armenia,Ukraine,0.0,0.0,UEFA Euro qualification,Yerevan,Armenia,False,Draw,1999,Europe,0.0
16493,1999-06-09,Bulgaria,England,1.0,1.0,UEFA Euro qualification,Sofia,Bulgaria,False,Draw,1999,Europe,2.0
16494,1999-06-09,Czech Republic,Scotland,3.0,2.0,UEFA Euro qualification,Prague,Czech Republic,False,Home,1999,Europe,5.0
16495,1999-06-09,Estonia,Lithuania,1.0,2.0,UEFA Euro qualification,Tallinn,Estonia,False,Away,1999,Europe,3.0
16496,1999-06-09,Faroe Islands,Bosnia and Herzegovina,2.0,2.0,UEFA Euro qualification,Toftir,Faroe Islands,False,Draw,1999,Europe,4.0
16497,1999-06-09,Greece,Latvia,1.0,2.0,UEFA Euro qualification,Athens,Greece,False,Away,1999,Europe,3.0
16498,1999-06-09,Hungary,Slovakia,0.0,1.0,UEFA Euro qualification,Győr,Hungary,False,Away,1999,Europe,1.0
16499,1999-06-09,Republic of Ireland,North Macedonia,1.0,0.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Home,1999,Europe,1.0
16500,1999-06-09,Luxembourg,Poland,2.0,3.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,Away,1999,Europe,5.0
16501,1999-06-09,Mexico,Argentina,2.0,2.0,Friendly,Chicago,USA,True,Draw,1999,America,4.0
16502,1999-06-09,Moldova,Finland,0.0,0.0,UEFA Euro qualification,Chişinău,Moldova,False,Draw,1999,Europe,0.0
16503,1999-06-09,Russia,Iceland,1.0,0.0,UEFA Euro qualification,Moscow,Russia,False,Home,1999,Europe,1.0
16504,1999-06-09,Switzerland,Italy,0.0,0.0,UEFA Euro qualification,Lausanne,Switzerland,False,Draw,1999,Europe,0.0
16505,1999-06-09,Wales,Denmark,0.0,2.0,UEFA Euro qualification,Liverpool,England,True,Away,1999,Europe,2.0
16506,1999-06-10,Cuba,Jamaica,2.0,0.0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,Home,1999,America,2.0
16507,1999-06-12,Korea Republic,Mexico,1.0,1.0,Korea Cup,Seoul,Korea Republic,False,Draw,1999,Asia,2.0
16508,1999-06-13,Croatia,Egypt,2.0,2.0,Korea Cup,Seoul,Korea Republic,True,Draw,1999,Asia,4.0
16509,1999-06-13,Trinidad and Tobago,Cuba,2.0,1.0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,Home,1999,America,3.0
16510,1999-06-13,USA,Argentina,1.0,0.0,Friendly,Washington,USA,False,Home,1999,America,1.0
16511,1999-06-15,Venezuela,Ecuador,3.0,2.0,Friendly,San Cristóbal,Venezuela,False,Home,1999,America,5.0
16512,1999-06-16,Brazil,Poland,2.0,0.0,Friendly,Bangkok,Thailand,True,Home,1999,Asia,2.0
16513,1999-06-16,Croatia,Mexico,2.0,1.0,Korea Cup,Seoul,Korea Republic,True,Home,1999,Asia,3.0
16514,1999-06-16,Korea Republic,Egypt,0.0,0.0,Korea Cup,Seoul,Korea Republic,False,Draw,1999,Asia,0.0
16515,1999-06-16,South Africa,Zimbabwe,0.0,1.0,Friendly,Johannesburg,South Africa,False,Away,1999,Africa,1.0
16516,1999-06-16,Thailand,New Zealand,2.0,2.0,Friendly,Bangkok,Thailand,False,Draw,1999,Asia,4.0
16517,1999-06-17,Colombia,Peru,3.0,3.0,Friendly,Manizales,Colombia,False,Draw,1999,America,6.0
16518,1999-06-17,Paraguay,Uruguay,2.0,3.0,Friendly,Ciudad del Este,Paraguay,False,Away,1999,America,5.0
16519,1999-06-18,Egypt,Mexico,0.0,2.0,Korea Cup,Seoul,Korea Republic,True,Away,1999,Asia,2.0
16520,1999-06-18,Saudi Arabia,Jordan,2.0,1.0,Friendly,Riyadh,Saudi Arabia,False,Home,1999,Asia,3.0
16521,1999-06-19,Eritrea,Mozambique,1.0,0.0,African Cup of Nations qualification,Asmara,Eritrea,False,Home,1999,Africa,1.0
16522,1999-06-19,Korea Republic,Croatia,1.0,1.0,Korea Cup,Seoul,Korea Republic,False,Draw,1999,Asia,2.0
16523,1999-06-19,New Zealand,Poland,0.0,0.0,Friendly,Bangkok,Thailand,True,Draw,1999,Asia,0.0
16524,1999-06-19,Senegal,Burundi,1.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False,Home,1999,Africa,1.0
16525,1999-06-19,Thailand,Brazil,0.0,2.0,Friendly,Bangkok,Thailand,False,Away,1999,Asia,2.0
16526,1999-06-20,Algeria,Uganda,2.0,0.0,African Cup of Nations qualification,Annaba,Algeria,False,Home,1999,Africa,2.0
16527,1999-06-20,Angola,South Africa,2.0,2.0,African Cup of Nations qualification,Luanda,Angola,False,Draw,1999,Africa,4.0
16528,1999-06-20,Chile,Bolivia,1.0,0.0,Friendly,Santiago,Chile,False,Home,1999,America,1.0
16529,1999-06-20,Congo,Namibia,3.0,0.0,African Cup of Nations qualification,Pointe-Noire,Congo,False,Home,1999,Africa,3.0
16530,1999-06-20,Congo DR,Zambia,0.0,1.0,African Cup of Nations qualification,Kinshasa,Congo DR,False,Away,1999,Africa,1.0
16531,1999-06-20,Guinea,Togo,2.0,1.0,African Cup of Nations qualification,Conakry,Guinea,False,Home,1999,Africa,3.0
16532,1999-06-20,Côte d'Ivoire,Mali,0.0,0.0,African Cup of Nations qualification,Abidjan,Côte d'Ivoire,False,Draw,1999,Africa,0.0
16533,1999-06-20,Liberia,Tunisia,2.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,False,Home,1999,Africa,2.0
16534,1999-06-20,Madagascar,Kenya,1.0,1.0,African Cup of Nations qualification,Antananarivo,Madagascar,False,Draw,1999,Africa,2.0
16535,1999-06-20,Venezuela,Peru,3.0,0.0,Friendly,Valencia,Venezuela,False,Home,1999,America,3.0
16536,1999-06-22,Oman,New Zealand,1.0,0.0,Friendly,Muscat,Oman,False,Home,1999,Asia,1.0
16537,1999-06-22,Saudi Arabia,Jordan,2.0,0.0,Friendly,Riyadh,Saudi Arabia,False,Home,1999,Asia,2.0
16538,1999-06-22,Uganda,Zambia,0.0,1.0,Friendly,Kampala,Uganda,False,Away,1999,Africa,1.0
16539,1999-06-23,Peru,Venezuela,3.0,0.0,Friendly,Lima,Peru,False,Home,1999,America,3.0
16540,1999-06-24,Oman,New Zealand,2.0,2.0,Friendly,Muscat,Oman,False,Draw,1999,Asia,4.0
16541,1999-06-24,Paraguay,Colombia,2.0,1.0,Friendly,Asunción,Paraguay,False,Home,1999,America,3.0
16542,1999-06-26,Argentina,Lithuania,0.0,0.0,Friendly,Buenos Aires,Argentina,False,Draw,1999,America,0.0
16543,1999-06-26,Brazil,Latvia,3.0,0.0,Friendly,Curitiba,Brazil,False,Home,1999,America,3.0
16544,1999-06-28,Jordan,Iraq,0.0,1.0,Friendly,Amman,Jordan,False,Away,1999,Asia,1.0
16545,1999-06-29,Paraguay,Bolivia,0.0,0.0,Copa América,Asunción,Paraguay,False,Draw,1999,America,0.0
16546,1999-06-29,Peru,Japan,3.0,2.0,Copa América,Asunción,Paraguay,True,Home,1999,America,5.0
16547,1999-06-29,Singapore,New Zealand,0.0,1.0,Friendly,Singapore,Singapore,False,Away,1999,Asia,1.0
16548,1999-06-29,Zimbabwe,Egypt,1.0,1.0,Friendly,Harare,Zimbabwe,False,Draw,1999,Africa,2.0
16549,1999-06-30,Chile,Mexico,0.0,1.0,Copa América,Ciudad del Este,Paraguay,True,Away,1999,America,1.0
16550,1999-06-30,Jordan,Iraq,1.0,1.0,Friendly,Amman,Jordan,False,Draw,1999,Asia,2.0
16551,1999-07-01,Argentina,Ecuador,3.0,1.0,Copa América,Luque,Paraguay,True,Home,1999,America,4.0
16552,1999-07-01,Malaysia,New Zealand,2.0,1.0,Friendly,Shah Alam,Malaysia,False,Home,1999,Asia,3.0
16553,1999-07-01,Uruguay,Colombia,0.0,1.0,Copa América,Asunción,Paraguay,True,Away,1999,America,1.0
16554,1999-07-02,Lithuania,Indonesia,2.0,2.0,Friendly,Valga,Estonia,True,Draw,1999,Europe,4.0
16555,1999-07-02,Peru,Bolivia,1.0,0.0,Copa América,Asunción,Paraguay,True,Home,1999,America,1.0
16556,1999-07-03,Brazil,Mexico,2.0,1.0,Copa América,Ciudad del Este,Paraguay,True,Home,1999,America,3.0
16557,1999-07-03,Chile,Venezuela,3.0,0.0,Copa América,Ciudad del Este,Paraguay,True,Home,1999,America,3.0
16558,1999-07-04,Argentina,Colombia,0.0,3.0,Copa América,Luque,Paraguay,True,Away,1999,America,3.0
16559,1999-07-04,Lesotho,Angola,0.0,1.0,COSAFA Cup,Maseru,Lesotho,False,Away,1999,Africa,1.0
16560,1999-07-04,Uruguay,Ecuador,2.0,1.0,Copa América,Luque,Paraguay,True,Home,1999,America,3.0
16561,1999-07-05,Bolivia,Japan,1.0,1.0,Copa América,Pedro Juan Caballero,Paraguay,True,Draw,1999,America,2.0
16562,1999-07-05,Paraguay,Peru,1.0,0.0,Copa América,Pedro Juan Caballero,Paraguay,False,Home,1999,America,1.0
16563,1999-07-06,Brazil,Chile,1.0,0.0,Copa América,Ciudad del Este,Paraguay,True,Home,1999,America,1.0
16564,1999-07-06,Malawi,Uganda,0.0,2.0,Friendly,Blantyre,Malawi,False,Away,1999,Africa,2.0
16565,1999-07-06,Mexico,Venezuela,3.0,1.0,Copa América,Ciudad del Este,Paraguay,True,Home,1999,America,4.0
16566,1999-07-07,Colombia,Ecuador,2.0,1.0,Copa América,Luque,Paraguay,True,Home,1999,America,3.0
16567,1999-07-07,Uruguay,Argentina,0.0,2.0,Copa América,Luque,Paraguay,True,Away,1999,America,2.0
16568,1999-07-09,Canada,Saudi Arabia,0.0,2.0,Friendly,Fullerton,USA,True,Away,1999,America,2.0
16569,1999-07-10,Egypt,New Zealand,1.0,1.0,Friendly,Mexico City,Mexico,True,Draw,1999,America,2.0
16570,1999-07-10,Mexico,Peru,3.0,3.0,Copa América,Asunción,Paraguay,True,Draw,1999,America,6.0
16571,1999-07-10,Paraguay,Uruguay,1.0,1.0,Copa América,Asunción,Paraguay,False,Draw,1999,America,2.0
16572,1999-07-11,Brazil,Argentina,2.0,1.0,Copa América,Ciudad del Este,Paraguay,True,Home,1999,America,3.0
16573,1999-07-11,Chile,Colombia,3.0,2.0,Copa América,Luque,Paraguay,True,Home,1999,America,5.0
16574,1999-07-11,Uzbekistan,Malaysia,3.0,0.0,Friendly,Samarqand,Uzbekistan,False,Home,1999,Asia,3.0
16575,1999-07-13,Jamaica,Saudi Arabia,2.0,1.0,Friendly,San Bernardino,USA,True,Home,1999,America,3.0
16576,1999-07-13,Uruguay,Chile,1.0,1.0,Copa América,Asunción,Paraguay,True,Draw,1999,America,2.0
16577,1999-07-14,Mexico,Brazil,0.0,2.0,Copa América,Ciudad del Este,Paraguay,True,Away,1999,America,2.0
16578,1999-07-15,Egypt,New Zealand,1.0,0.0,Friendly,Guadalajara,Mexico,True,Home,1999,America,1.0
16579,1999-07-15,Jamaica,Saudi Arabia,0.0,4.0,Friendly,Fullerton,USA,True,Away,1999,America,4.0
16580,1999-07-16,Jordan,Syria,1.0,0.0,Friendly,Amman,Jordan,False,Home,1999,Asia,1.0
16581,1999-07-17,Chile,Mexico,1.0,2.0,Copa América,Asunción,Paraguay,True,Away,1999,America,3.0
16582,1999-07-17,Costa Rica,Saudi Arabia,1.0,0.0,Friendly,Fullerton,USA,True,Home,1999,America,1.0
16583,1999-07-18,Brazil,Uruguay,3.0,0.0,Copa América,Asunción,Paraguay,True,Home,1999,America,3.0
16584,1999-07-21,Oman,Kenya,2.0,2.0,Friendly,Muscat,Oman,False,Draw,1999,Asia,4.0
16585,1999-07-24,New Zealand,USA,1.0,2.0,Confederations Cup,Guadalajara,Mexico,True,Away,1999,America,3.0
16586,1999-07-24,Thailand,Uzbekistan,1.0,0.0,Friendly,Bangkok,Thailand,False,Home,1999,Asia,1.0
16587,1999-07-25,Bolivia,Egypt,2.0,2.0,Confederations Cup,Mexico City,Mexico,True,Draw,1999,America,4.0
16588,1999-07-25,Burundi,Uganda,0.0,0.0,CECAFA Cup,Kigali,Rwanda,True,Draw,1999,Africa,0.0
16589,1999-07-26,Tanzania,Djibouti,2.0,1.0,CECAFA Cup,Kigali,Rwanda,True,Home,1999,Africa,3.0
16590,1999-07-27,Burundi,Somalia,3.0,0.0,CECAFA Cup,Kigali,Rwanda,True,Home,1999,Africa,3.0
16591,1999-07-27,Ethiopia,Sudan,0.0,0.0,CECAFA Cup,Kigali,Rwanda,True,Draw,1999,Africa,0.0
16592,1999-07-27,Mexico,Egypt,2.0,2.0,Confederations Cup,Mexico City,Mexico,False,Draw,1999,America,4.0
16593,1999-07-27,Saudi Arabia,Bolivia,0.0,0.0,Confederations Cup,Mexico City,Mexico,True,Draw,1999,America,0.0
16594,1999-07-28,Brazil,USA,1.0,0.0,Confederations Cup,Guadalajara,Mexico,True,Home,1999,America,1.0
16595,1999-07-28,El Salvador,Guatemala,0.0,2.0,Friendly,Los Angeles,USA,True,Away,1999,America,2.0
16596,1999-07-28,Germany,New Zealand,2.0,0.0,Confederations Cup,Guadalajara,Mexico,True,Home,1999,America,2.0
16597,1999-07-28,Kenya,Eritrea,1.0,0.0,CECAFA Cup,Kigali,Rwanda,True,Home,1999,Africa,1.0
16598,1999-07-28,Rwanda,Tanzania,0.0,0.0,CECAFA Cup,Kigali,Rwanda,False,Draw,1999,Africa,0.0
16599,1999-07-29,Mexico,Bolivia,1.0,0.0,Confederations Cup,Mexico City,Mexico,False,Home,1999,America,1.0
16600,1999-07-29,Somalia,Uganda,0.0,2.0,CECAFA Cup,Kigali,Rwanda,True,Away,1999,Africa,2.0
16601,1999-07-30,New Zealand,Brazil,0.0,2.0,Confederations Cup,Guadalajara,Mexico,True,Away,1999,America,2.0
16602,1999-07-30,USA,Germany,2.0,0.0,Confederations Cup,Guadalajara,Mexico,True,Home,1999,America,2.0
16603,1999-07-31,Burundi,Tanzania,1.0,0.0,CECAFA Cup,Kigali,Rwanda,True,Home,1999,Africa,1.0
16604,1999-07-31,Namibia,South Africa,1.0,1.0,COSAFA Cup,Windhoek,Namibia,False,Draw,1999,Africa,2.0
16605,1999-07-31,Rwanda,Uganda,1.0,0.0,CECAFA Cup,Kigali,Rwanda,False,Home,1999,Africa,1.0
16606,1999-08-01,Kenya,Sudan,3.0,0.0,CECAFA Cup,Kigali,Rwanda,True,Home,1999,Africa,3.0
16607,1999-08-01,Mexico,USA,1.0,0.0,Confederations Cup,Mexico City,Mexico,False,Home,1999,America,1.0
16608,1999-08-03,Rwanda,Kenya,0.0,0.0,Friendly,Kigali,Rwanda,False,Draw,1999,Africa,0.0
16609,1999-08-03,Tajikistan,Iraq,1.0,2.0,AFC Asian Cup qualification,Dushanbe,Tajikistan,False,Away,1999,Asia,3.0
16610,1999-08-03,USA,Saudi Arabia,2.0,0.0,Confederations Cup,Guadalajara,Mexico,True,Home,1999,America,2.0
16611,1999-08-05,Iraq,Oman,2.0,0.0,AFC Asian Cup qualification,Dushanbe,Tajikistan,True,Home,1999,Asia,2.0
16612,1999-08-07,Ghana,Jamaica,2.0,1.0,Friendly,Accra,Ghana,False,Home,1999,Africa,3.0
16613,1999-08-07,Rwanda,Burundi,0.0,0.0,Friendly,Kigali,Rwanda,False,Draw,1999,Africa,0.0
16614,1999-08-07,Tajikistan,Oman,2.0,1.0,AFC Asian Cup qualification,Dushanbe,Tajikistan,False,Home,1999,Asia,3.0
16615,1999-08-07,Zambia,Mozambique,1.0,1.0,COSAFA Cup,Lusaka,Zambia,False,Draw,1999,Africa,2.0
16616,1999-08-08,Senegal,Zimbabwe,2.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False,Home,1999,Africa,2.0
16617,1999-08-14,Zambia,Angola,0.0,1.0,COSAFA Cup,Lusaka,Zambia,False,Away,1999,Africa,1.0
16618,1999-08-17,Mozambique,Nigeria,0.0,1.0,Friendly,Maputo,Mozambique,False,Away,1999,Africa,1.0
16619,1999-08-18,Belarus,Russia,0.0,2.0,Friendly,Minsk,Belarus,False,Away,1999,Europe,2.0
16620,1999-08-18,Belgium,Finland,3.0,4.0,Friendly,Bruges,Belgium,False,Away,1999,Europe,7.0
16621,1999-08-18,Cyprus,Romania,2.0,2.0,Friendly,Limassol,Cyprus,False,Draw,1999,Europe,4.0
16622,1999-08-18,Czech Republic,Switzerland,3.0,0.0,Friendly,Drnovice,Czech Republic,False,Home,1999,Europe,3.0
16623,1999-08-18,Denmark,Netherlands,0.0,0.0,Friendly,Copenhagen,Denmark,False,Draw,1999,Europe,0.0
16624,1999-08-18,Estonia,Armenia,2.0,0.0,Friendly,Pärnu,Estonia,False,Home,1999,Europe,2.0
16625,1999-08-18,Faroe Islands,Iceland,0.0,1.0,Friendly,Tórshavn,Faroe Islands,False,Away,1999,Europe,1.0
16626,1999-08-18,Greece,El Salvador,3.0,1.0,Friendly,Kavála,Greece,False,Home,1999,Europe,4.0
16627,1999-08-18,Hungary,Moldova,1.0,1.0,Friendly,Budapest,Hungary,False,Draw,1999,Europe,2.0
16628,1999-08-18,Liechtenstein,Bosnia and Herzegovina,0.0,0.0,Friendly,Vaduz,Liechtenstein,False,Draw,1999,Europe,0.0
