,team,confederation,games,home_games,away_games,neutral_games,wins,home_wins,away_wins,neutral_wins,defeats,home_defeats,away_defeats,neutral_defeats,draws,home_draws,away_draws,neutral_draws,goals_scored,home_goals_scored,away_goals_scored,neutral_goals_scored,goals_conceded,home_goals_conceded,away_goals_conceded,neutral_goals_conceded
147,Philippines,AFC,192,28.645833333333332,34.375,36.97916666666667,26.041666666666668,11.458333333333332,4.6875,9.895833333333332,56.25,10.416666666666668,23.4375,22.395833333333336,17.708333333333336,6.770833333333333,6.25,4.6875,113.02083333333333,43.22916666666667,30.208333333333332,39.58333333333333,214.0625,43.22916666666667,86.97916666666666,83.85416666666666
148,Poland,UEFA,803,43.71108343711084,44.458281444582816,11.83063511830635,42.96388542963886,22.166874221668742,14.32129514321295,6.47571606475716,31.38231631382316,10.211706102117061,18.929016189290163,2.2415940224159403,25.653798256537986,11.33250311332503,11.207970112079702,3.1133250311332503,169.2403486924035,86.17683686176836,63.26276463262764,19.80074719800747,132.62764632627645,48.44333748443337,72.85180572851806,11.33250311332503
149,Portugal,UEFA,625,46.400000000000006,38.080000000000005,15.52,48.32,26.56,13.28,8.48,27.839999999999996,8.0,16.32,3.52,23.84,11.84,8.48,3.52,169.6,96.64,47.52,25.44,114.39999999999999,42.72,57.76,13.919999999999998
150,Puerto Rico,CONCACAF,94,37.234042553191486,47.87234042553192,14.893617021276595,22.340425531914892,8.51063829787234,9.574468085106384,4.25531914893617,57.446808510638306,18.085106382978726,30.851063829787233,8.51063829787234,20.212765957446805,10.638297872340425,7.446808510638298,2.127659574468085,101.06382978723406,54.25531914893617,30.851063829787233,15.957446808510639,207.44680851063828,76.59574468085107,97.87234042553192,32.97872340425532
151,Qatar,AFC,545,46.055045871559635,22.752293577981654,31.19266055045872,42.018348623853214,23.853211009174313,6.972477064220184,11.192660550458717,34.4954128440367,12.110091743119266,12.110091743119266,10.275229357798166,23.486238532110093,10.091743119266056,3.669724770642202,9.724770642201836,144.58715596330276,80.73394495412845,22.201834862385322,41.65137614678899,117.06422018348623,43.669724770642205,33.76146788990826,39.633027522935784
152,Republic of Ireland,UEFA,559,49.37388193202147,41.14490161001789,9.481216457960643,38.46153846153847,23.97137745974955,11.270125223613595,3.2200357781753133,32.379248658318424,11.985688729874775,17.352415026833633,3.041144901610018,29.159212880143116,13.416815742397137,12.522361359570661,3.2200357781753133,134.16815742397137,77.99642218246869,45.61717352415027,10.554561717352415,119.49910554561718,47.58497316636851,60.64400715563506,11.270125223613595
153,Romania,UEFA,684,41.812865497076025,46.49122807017544,11.695906432748536,44.29824561403509,25.0,15.058479532163743,4.239766081871345,29.97076023391813,7.894736842105263,17.690058479532166,4.385964912280701,25.730994152046783,8.91812865497076,13.742690058479532,3.070175438596491,164.4736842105263,85.96491228070175,61.111111111111114,17.39766081871345,126.90058479532165,41.66666666666667,68.85964912280701,16.374269005847953
154,Russia,UEFA,568,25.176056338028168,56.690140845070424,18.133802816901408,47.183098591549296,14.084507042253522,24.471830985915492,8.626760563380282,25.0,4.401408450704225,14.964788732394366,5.633802816901409,27.816901408450708,6.690140845070422,17.253521126760564,3.873239436619718,160.91549295774647,46.478873239436616,86.44366197183099,27.992957746478876,105.1056338028169,24.471830985915492,60.56338028169014,20.070422535211268
155,Rwanda,CAF,236,38.983050847457626,34.74576271186441,26.27118644067797,34.32203389830508,16.52542372881356,6.779661016949152,11.016949152542372,40.67796610169492,11.016949152542372,21.1864406779661,8.47457627118644,25.0,11.440677966101696,6.779661016949152,6.779661016949152,108.05084745762711,52.118644067796616,23.728813559322035,32.20338983050847,119.06779661016948,36.016949152542374,57.6271186440678,25.423728813559322
156,Samoa,OFC,42,42.857142857142854,16.666666666666664,40.476190476190474,33.33333333333333,19.047619047619047,2.380952380952381,11.904761904761903,61.904761904761905,21.428571428571427,14.285714285714285,26.190476190476193,4.761904761904762,2.380952380952381,0.0,2.380952380952381,138.0952380952381,69.04761904761905,11.904761904761903,57.14285714285714,345.23809523809524,114.28571428571428,71.42857142857143,159.52380952380955
