home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year,date,match_id
South Korea,Jamaica,2,1,Friendly,Seoul,South Korea,False,H,Saturday,May,1998,1998-05-16,21259.0
United States,North Macedonia,0,0,Friendly,San Jose,United States,False,D,Saturday,May,1998,1998-05-16,21260.0
Zambia,Mozambique,1,0,COSAFA Cup,Lusaka,Zambia,False,H,Saturday,May,1998,1998-05-16,21261.0
Japan,Paraguay,1,1,Kirin Cup,Tokyo,Japan,False,D,Sunday,May,1998,1998-05-17,21262.0
Latvia,Israel,1,5,Friendly,Riga,Latvia,False,A,Sunday,May,1998,1998-05-17,21263.0
Saudi Arabia,Namibia,2,1,Friendly,Cannes,France,True,H,Sunday,May,1998,1998-05-17,21264.0
Canada,North Macedonia,1,0,Friendly,Toronto,Canada,False,H,Monday,May,1998,1998-05-18,21265.0
Argentina,Chile,1,0,Friendly,Mendoza,Argentina,False,H,Tuesday,May,1998,1998-05-19,21266.0
Cameroon,Burkina Faso,2,0,Friendly,Yaoundé,Cameroon,False,H,Tuesday,May,1998,1998-05-19,21267.0
South Korea,Jamaica,0,0,Friendly,Seoul,South Korea,False,D,Tuesday,May,1998,1998-05-19,21268.0
Norway,Mexico,5,2,Friendly,Oslo,Norway,False,H,Wednesday,May,1998,1998-05-20,21269.0
South Africa,Zambia,1,1,Friendly,Johannesburg,South Africa,False,D,Wednesday,May,1998,1998-05-20,21270.0
Czech Republic,Paraguay,1,0,Kirin Cup,Kobe,Japan,True,H,Thursday,May,1998,1998-05-21,21271.0
Brittany,Cameroon,1,1,Friendly,Rennes,France,False,D,Thursday,May,1998,1998-05-21,21272.0
England,Saudi Arabia,0,0,Friendly,London,England,False,D,Saturday,May,1998,1998-05-23,21273.0
Republic of Ireland,Mexico,0,0,Friendly,Dublin,Republic of Ireland,False,D,Saturday,May,1998,1998-05-23,21274.0
Chile,Uruguay,2,2,Friendly,Santiago,Chile,False,D,Sunday,May,1998,1998-05-24,21275.0
Japan,Czech Republic,0,0,Kirin Cup,Yokohama,Japan,False,D,Sunday,May,1998,1998-05-24,21276.0
Mozambique,Zimbabwe,0,2,COSAFA Cup,Maputo,Mozambique,False,A,Sunday,May,1998,1998-05-24,21277.0
United States,Kuwait,2,0,Friendly,Portland,United States,False,H,Sunday,May,1998,1998-05-24,21278.0
Argentina,South Africa,2,0,Friendly,Buenos Aires,Argentina,False,H,Monday,May,1998,1998-05-25,21279.0
Austria,Tunisia,2,1,Friendly,Vienna,Austria,False,H,Wednesday,May,1998,1998-05-27,21280.0
Belgium,France,0,1,King Hassan II Tournament,Casablanca,Morocco,True,A,Wednesday,May,1998,1998-05-27,21281.0
Finland,Germany,0,0,Friendly,Helsinki,Finland,False,D,Wednesday,May,1998,1998-05-27,21282.0
Hungary,Lithuania,1,0,Friendly,Nyíregyháza,Hungary,False,H,Wednesday,May,1998,1998-05-27,21283.0
South Korea,Czech Republic,2,2,Friendly,Seoul,South Korea,False,D,Wednesday,May,1998,1998-05-27,21284.0
Morocco,England,0,1,King Hassan II Tournament,Casablanca,Morocco,False,A,Wednesday,May,1998,1998-05-27,21285.0
Netherlands,Cameroon,0,0,Friendly,Arnhem,Netherlands,False,D,Wednesday,May,1998,1998-05-27,21286.0
Norway,Saudi Arabia,6,0,Friendly,Molde,Norway,False,H,Wednesday,May,1998,1998-05-27,21287.0
Poland,Russia,3,1,Friendly,Chorzów,Poland,False,H,Wednesday,May,1998,1998-05-27,21288.0
Saint Kitts and Nevis,Trinidad and Tobago,4,1,SKN Football Festival,Basseterre,Saint Kitts and Nevis,False,H,Thursday,May,1998,1998-05-28,21289.0
Sweden,Denmark,3,0,Friendly,Malmö,Sweden,False,H,Thursday,May,1998,1998-05-28,21290.0
Belgium,England,0,0,King Hassan II Tournament,Casablanca,Morocco,True,HP,Friday,May,1998,1998-05-29,21291.0
Morocco,France,2,2,King Hassan II Tournament,Casablanca,Morocco,False,HP,Friday,May,1998,1998-05-29,21292.0
Serbia,Nigeria,3,0,Friendly,Belgrade,Yugoslavia,False,H,Friday,May,1998,1998-05-29,21293.0
Georgia,Russia,1,1,Friendly,Tbilisi,Georgia,False,D,Saturday,May,1998,1998-05-30,21294.0
Germany,Colombia,3,1,Friendly,Frankfurt am Main,Germany,False,H,Saturday,May,1998,1998-05-30,21295.0
Namibia,Angola,1,1,COSAFA Cup,Windhoek,Namibia,False,D,Saturday,May,1998,1998-05-30,21296.0
United States,Scotland,0,0,Friendly,Washington,United States,False,D,Saturday,May,1998,1998-05-30,21297.0
Chile,Tunisia,3,2,Friendly,Montélimar,France,True,H,Sunday,May,1998,1998-05-31,21298.0
Japan,Mexico,1,2,Friendly,Lausanne,Switzerland,True,A,Sunday,May,1998,1998-05-31,21299.0
Luxembourg,Cameroon,0,2,Friendly,Luxembourg,Luxembourg,False,A,Sunday,May,1998,1998-05-31,21300.0
Netherlands,Paraguay,5,1,Friendly,Eindhoven,Netherlands,False,H,Monday,June,1998,1998-06-01,21301.0
Austria,Liechtenstein,6,0,Friendly,Vienna,Austria,False,H,Tuesday,June,1998,1998-06-02,21302.0
Sweden,Italy,1,0,Friendly,Gothenburg,Sweden,False,H,Tuesday,June,1998,1998-06-02,21303.0
Andorra,Brazil,0,3,Friendly,Saint-Ouen,France,True,A,Wednesday,June,1998,1998-06-03,21304.0
Belgium,Colombia,2,0,Friendly,Brussels,Belgium,False,H,Wednesday,June,1998,1998-06-03,21305.0
Croatia,Iran,2,0,Friendly,Rijeka,Croatia,False,H,Wednesday,June,1998,1998-06-03,21306.0
North Macedonia,Bosnia and Herzegovina,1,1,Friendly,Skopje,North Macedonia,False,D,Wednesday,June,1998,1998-06-03,21307.0
Malta,Wales,0,3,Friendly,Attard,Malta,False,A,Wednesday,June,1998,1998-06-03,21308.0
Romania,Paraguay,3,2,Friendly,Bucharest,Romania,False,H,Wednesday,June,1998,1998-06-03,21309.0
Saudi Arabia,Mexico,0,0,Friendly,Créteil,France,True,D,Wednesday,June,1998,1998-06-03,21310.0
Serbia,Japan,1,0,Friendly,Lausanne,Switzerland,True,H,Wednesday,June,1998,1998-06-03,21311.0
Spain,Northern Ireland,4,1,Friendly,Santander,Spain,False,H,Wednesday,June,1998,1998-06-03,21312.0
Chile,Morocco,1,1,Friendly,Avignon,France,True,D,Thursday,June,1998,1998-06-04,21313.0
Estonia,Faroe Islands,5,0,UEFA Euro qualification,Tallinn,Estonia,False,H,Thursday,June,1998,1998-06-04,21314.0
South Korea,China PR,1,1,Friendly,Seoul,South Korea,False,D,Thursday,June,1998,1998-06-04,21315.0
Bulgaria,Algeria,2,0,Friendly,Sofia,Bulgaria,False,H,Friday,June,1998,1998-06-05,21316.0
Denmark,Cameroon,1,2,Friendly,Copenhagen,Denmark,False,A,Friday,June,1998,1998-06-05,21317.0
Finland,France,0,1,Friendly,Helsinki,Finland,False,A,Friday,June,1998,1998-06-05,21318.0
Germany,Luxembourg,7,0,Friendly,Mannheim,Germany,False,H,Friday,June,1998,1998-06-05,21319.0
Netherlands,Nigeria,5,1,Friendly,Amsterdam,Netherlands,False,H,Friday,June,1998,1998-06-05,21320.0
Belgium,Paraguay,1,0,Friendly,Brussels,Belgium,False,H,Saturday,June,1998,1998-06-06,21321.0
Croatia,Australia,7,0,Friendly,Zagreb,Croatia,False,H,Saturday,June,1998,1998-06-06,21322.0
Iceland,South Africa,1,1,Friendly,Baiersbronn,Germany,True,D,Saturday,June,1998,1998-06-06,21323.0
Kenya,Seychelles,1,1,Friendly,Nairobi,Kenya,False,D,Saturday,June,1998,1998-06-06,21324.0
Romania,Moldova,5,1,Friendly,Ploieşti,Romania,False,H,Saturday,June,1998,1998-06-06,21325.0
Switzerland,Serbia,1,1,Friendly,Basel,Switzerland,False,D,Saturday,June,1998,1998-06-06,21326.0
Tunisia,Wales,4,0,Friendly,Tunis,Tunisia,False,H,Saturday,June,1998,1998-06-06,21327.0
Belarus,Lithuania,5,0,Friendly,Minsk,Belarus,False,H,Sunday,June,1998,1998-06-07,21328.0
Brazil,Scotland,2,1,FIFA World Cup,Saint-Denis,France,True,H,Wednesday,June,1998,1998-06-10,21329.0
Morocco,Norway,2,2,FIFA World Cup,Montpellier,France,True,D,Wednesday,June,1998,1998-06-10,21330.0
Cameroon,Austria,1,1,FIFA World Cup,Toulouse,France,True,D,Thursday,June,1998,1998-06-11,21331.0
Italy,Chile,2,2,FIFA World Cup,Bordeaux,France,True,D,Thursday,June,1998,1998-06-11,21332.0
France,South Africa,3,0,FIFA World Cup,Marseille,France,False,H,Friday,June,1998,1998-06-12,21333.0
Paraguay,Bulgaria,0,0,FIFA World Cup,Montpellier,France,True,D,Friday,June,1998,1998-06-12,21334.0
Saudi Arabia,Denmark,0,1,FIFA World Cup,Lens,France,True,A,Friday,June,1998,1998-06-12,21335.0
South Korea,Mexico,1,3,FIFA World Cup,Lyon,France,True,A,Saturday,June,1998,1998-06-13,21336.0
Netherlands,Belgium,0,0,FIFA World Cup,Saint-Denis,France,True,D,Saturday,June,1998,1998-06-13,21337.0
Seychelles,Kenya,0,1,Friendly,Victoria,Seychelles,False,A,Saturday,June,1998,1998-06-13,21338.0
Spain,Nigeria,2,3,FIFA World Cup,Nantes,France,True,A,Saturday,June,1998,1998-06-13,21339.0
Argentina,Japan,1,0,FIFA World Cup,Toulouse,France,True,H,Sunday,June,1998,1998-06-14,21340.0
Jamaica,Croatia,1,3,FIFA World Cup,Lens,France,True,A,Sunday,June,1998,1998-06-14,21341.0
Serbia,Iran,1,0,FIFA World Cup,Saint-Étienne,France,True,H,Sunday,June,1998,1998-06-14,21342.0
England,Tunisia,2,0,FIFA World Cup,Marseille,France,True,H,Monday,June,1998,1998-06-15,21343.0
Germany,United States,2,0,FIFA World Cup,Paris,France,True,H,Monday,June,1998,1998-06-15,21344.0
Romania,Colombia,1,0,FIFA World Cup,Lyon,France,True,H,Monday,June,1998,1998-06-15,21345.0
Brazil,Morocco,3,0,FIFA World Cup,Nantes,France,True,H,Tuesday,June,1998,1998-06-16,21346.0
Scotland,Norway,1,1,FIFA World Cup,Bordeaux,France,True,D,Tuesday,June,1998,1998-06-16,21347.0
Chile,Austria,1,1,FIFA World Cup,Saint-Étienne,France,True,D,Wednesday,June,1998,1998-06-17,21348.0
Italy,Cameroon,3,0,FIFA World Cup,Montpellier,France,True,H,Wednesday,June,1998,1998-06-17,21349.0
France,Saudi Arabia,4,0,FIFA World Cup,Saint-Denis,France,False,H,Thursday,June,1998,1998-06-18,21350.0
South Africa,Denmark,1,1,FIFA World Cup,Toulouse,France,True,D,Thursday,June,1998,1998-06-18,21351.0
Nigeria,Bulgaria,1,0,FIFA World Cup,Paris,France,True,H,Friday,June,1998,1998-06-19,21352.0
Spain,Paraguay,0,0,FIFA World Cup,Saint-Étienne,France,True,D,Friday,June,1998,1998-06-19,21353.0
Belgium,Mexico,2,2,FIFA World Cup,Bordeaux,France,True,D,Saturday,June,1998,1998-06-20,21354.0
Japan,Croatia,0,1,FIFA World Cup,Nantes,France,True,A,Saturday,June,1998,1998-06-20,21355.0
Netherlands,South Korea,5,0,FIFA World Cup,Marseille,France,True,H,Saturday,June,1998,1998-06-20,21356.0
Argentina,Jamaica,5,0,FIFA World Cup,Paris,France,True,H,Sunday,June,1998,1998-06-21,21357.0
Germany,Serbia,2,2,FIFA World Cup,Lens,France,True,D,Sunday,June,1998,1998-06-21,21358.0
United States,Iran,1,2,FIFA World Cup,Lyon,France,True,A,Sunday,June,1998,1998-06-21,21359.0
Colombia,Tunisia,1,0,FIFA World Cup,Montpellier,France,True,H,Monday,June,1998,1998-06-22,21360.0
Estonia,Andorra,2,1,Friendly,Kuressaare,Estonia,False,H,Monday,June,1998,1998-06-22,21361.0
Romania,England,2,1,FIFA World Cup,Toulouse,France,True,H,Monday,June,1998,1998-06-22,21362.0
Brazil,Norway,1,2,FIFA World Cup,Marseille,France,True,A,Tuesday,June,1998,1998-06-23,21363.0
Chile,Cameroon,1,1,FIFA World Cup,Nantes,France,True,D,Tuesday,June,1998,1998-06-23,21364.0
Italy,Austria,2,1,FIFA World Cup,Saint-Denis,France,True,H,Tuesday,June,1998,1998-06-23,21365.0
Scotland,Morocco,0,3,FIFA World Cup,Saint-Étienne,France,True,A,Tuesday,June,1998,1998-06-23,21366.0
Andorra,Azerbaijan,0,0,Friendly,Viljandi,Estonia,True,D,Wednesday,June,1998,1998-06-24,21367.0
France,Denmark,2,1,FIFA World Cup,Lyon,France,False,H,Wednesday,June,1998,1998-06-24,21368.0
Nigeria,Paraguay,1,3,FIFA World Cup,Toulouse,France,True,A,Wednesday,June,1998,1998-06-24,21369.0
South Africa,Saudi Arabia,2,2,FIFA World Cup,Bordeaux,France,True,D,Wednesday,June,1998,1998-06-24,21370.0
Spain,Bulgaria,6,1,FIFA World Cup,Lens,France,True,H,Wednesday,June,1998,1998-06-24,21371.0
Belgium,South Korea,1,1,FIFA World Cup,Paris,France,True,D,Thursday,June,1998,1998-06-25,21372.0
Estonia,Latvia,0,2,Baltic Cup,Valga,Estonia,False,A,Thursday,June,1998,1998-06-25,21373.0
Germany,Iran,2,0,FIFA World Cup,Montpellier,France,True,H,Thursday,June,1998,1998-06-25,21374.0
Netherlands,Mexico,2,2,FIFA World Cup,Saint-Étienne,France,True,D,Thursday,June,1998,1998-06-25,21375.0
United States,Serbia,0,1,FIFA World Cup,Nantes,France,True,A,Thursday,June,1998,1998-06-25,21376.0
Argentina,Croatia,1,0,FIFA World Cup,Bordeaux,France,True,H,Friday,June,1998,1998-06-26,21377.0
Azerbaijan,Lithuania,2,1,Friendly,Viljandi,Estonia,True,H,Friday,June,1998,1998-06-26,21378.0
Colombia,England,0,2,FIFA World Cup,Lens,France,True,A,Friday,June,1998,1998-06-26,21379.0
Japan,Jamaica,1,2,FIFA World Cup,Lyon,France,True,A,Friday,June,1998,1998-06-26,21380.0
Latvia,Andorra,2,0,Friendly,Pärnu,Estonia,True,H,Friday,June,1998,1998-06-26,21381.0
Romania,Tunisia,1,1,FIFA World Cup,Saint-Denis,France,True,D,Friday,June,1998,1998-06-26,21382.0
Brazil,Chile,4,1,FIFA World Cup,Paris,France,True,H,Saturday,June,1998,1998-06-27,21383.0
Italy,Norway,1,0,FIFA World Cup,Marseille,France,True,H,Saturday,June,1998,1998-06-27,21384.0
Thailand,China PR,0,3,Friendly,Bangkok,Thailand,False,A,Saturday,June,1998,1998-06-27,21385.0
Estonia,Lithuania,0,0,Baltic Cup,Viljandi,Estonia,False,D,Sunday,June,1998,1998-06-28,21386.0
France,Paraguay,1,0,FIFA World Cup,Lens,France,False,H,Sunday,June,1998,1998-06-28,21387.0
Nigeria,Denmark,1,4,FIFA World Cup,Saint-Denis,France,True,A,Sunday,June,1998,1998-06-28,21388.0
Germany,Mexico,2,1,FIFA World Cup,Montpellier,France,True,H,Monday,June,1998,1998-06-29,21389.0
Lithuania,Andorra,4,0,Friendly,Karksi-Nuia,Estonia,True,H,Monday,June,1998,1998-06-29,21390.0
Netherlands,Serbia,2,1,FIFA World Cup,Toulouse,France,True,H,Monday,June,1998,1998-06-29,21391.0
Argentina,England,2,2,FIFA World Cup,Saint-Étienne,France,True,HP,Tuesday,June,1998,1998-06-30,21392.0
Romania,Croatia,0,1,FIFA World Cup,Bordeaux,France,True,A,Tuesday,June,1998,1998-06-30,21393.0
Oman,Syria,1,2,Friendly,Muscat,Oman,False,A,Thursday,July,1998,1998-07-02,21394.0
Brazil,Denmark,3,2,FIFA World Cup,Nantes,France,True,H,Friday,July,1998,1998-07-03,21395.0
France,Italy,0,0,FIFA World Cup,Saint-Denis,France,False,HP,Friday,July,1998,1998-07-03,21396.0
Germany,Croatia,0,3,FIFA World Cup,Lyon,France,True,A,Saturday,July,1998,1998-07-04,21397.0
Netherlands,Argentina,2,1,FIFA World Cup,Marseille,France,True,H,Saturday,July,1998,1998-07-04,21398.0
Rwanda,Tanzania,2,0,Friendly,Kigali,Rwanda,False,H,Sunday,July,1998,1998-07-05,21399.0
Malawi,Mozambique,2,1,Friendly,Mzuzu,Malawi,False,H,Monday,July,1998,1998-07-06,21400.0
Rwanda,Tanzania,2,2,Friendly,Kigali,Rwanda,False,D,Monday,July,1998,1998-07-06,21401.0
Brazil,Netherlands,1,1,FIFA World Cup,Marseille,France,True,HP,Tuesday,July,1998,1998-07-07,21402.0
France,Croatia,2,1,FIFA World Cup,Saint-Denis,France,False,H,Wednesday,July,1998,1998-07-08,21403.0
Malawi,Mozambique,2,2,Friendly,Lilongwe,Malawi,False,D,Wednesday,July,1998,1998-07-08,21404.0
Uganda,Tanzania,3,0,Friendly,Kampala,Uganda,False,H,Friday,July,1998,1998-07-10,21405.0
Malawi,Mozambique,0,0,Friendly,Blantyre,Malawi,False,D,Saturday,July,1998,1998-07-11,21406.0
Netherlands,Croatia,1,2,FIFA World Cup,Paris,France,True,A,Saturday,July,1998,1998-07-11,21407.0
France,Brazil,3,0,FIFA World Cup,Saint-Denis,France,False,H,Sunday,July,1998,1998-07-12,21408.0
Ukraine,Poland,1,2,Friendly,Kyïv,Ukraine,False,A,Wednesday,July,1998,1998-07-15,21409.0
Malawi,Zimbabwe,1,0,Friendly,Blantyre,Malawi,False,H,Saturday,July,1998,1998-07-18,21410.0
Uganda,Kenya,3,3,Friendly,Kampala,Uganda,False,D,Saturday,July,1998,1998-07-18,21411.0
Mozambique,Angola,1,1,COSAFA Cup,Maputo,Mozambique,False,D,Sunday,July,1998,1998-07-19,21412.0
Lebanon,Palestine,3,1,UAFA Cup,Beirut,Lebanon,False,H,Monday,July,1998,1998-07-20,21413.0
Malawi,Zimbabwe,0,0,Friendly,Lilongwe,Malawi,False,D,Monday,July,1998,1998-07-20,21414.0
Syria,Jordan,3,0,UAFA Cup,Beirut,Lebanon,True,H,Monday,July,1998,1998-07-20,21415.0
Curaçao,Haiti,0,4,CFU Caribbean Cup,Kingston,Jamaica,True,A,Wednesday,July,1998,1998-07-22,21416.0
Jamaica,Cayman Islands,4,0,CFU Caribbean Cup,Kingston,Jamaica,False,H,Wednesday,July,1998,1998-07-22,21417.0
Martinique,Dominica,5,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,H,Wednesday,July,1998,1998-07-22,21418.0
Senegal,Cape Verde,1,0,Friendly,Dakar,Senegal,False,H,Wednesday,July,1998,1998-07-22,21419.0
Trinidad and Tobago,Antigua and Barbuda,3,2,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,H,Wednesday,July,1998,1998-07-22,21420.0
Lebanon,Jordan,0,2,UAFA Cup,Beirut,Lebanon,False,A,Thursday,July,1998,1998-07-23,21421.0
Palestine,Syria,1,2,UAFA Cup,Beirut,Lebanon,True,A,Thursday,July,1998,1998-07-23,21422.0
Antigua and Barbuda,Dominica,2,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,H,Friday,July,1998,1998-07-24,21423.0
Burkina Faso,Niger,1,0,Friendly,Ouagadougou,Burkina Faso,False,H,Friday,July,1998,1998-07-24,21424.0
Cayman Islands,Haiti,0,1,CFU Caribbean Cup,Kingston,Jamaica,True,A,Friday,July,1998,1998-07-24,21425.0
Jamaica,Curaçao,3,2,CFU Caribbean Cup,Kingston,Jamaica,False,H,Friday,July,1998,1998-07-24,21426.0
Trinidad and Tobago,Martinique,2,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,H,Friday,July,1998,1998-07-24,21427.0
Benin,Ghana,0,1,Friendly,Cotonou,Benin,False,A,Saturday,July,1998,1998-07-25,21428.0
Antigua and Barbuda,Martinique,5,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,H,Sunday,July,1998,1998-07-26,21429.0
Curaçao,Cayman Islands,0,2,CFU Caribbean Cup,Kingston,Jamaica,True,A,Sunday,July,1998,1998-07-26,21430.0
Jamaica,Haiti,2,1,CFU Caribbean Cup,Kingston,Jamaica,False,H,Sunday,July,1998,1998-07-26,21431.0
Jordan,Palestine,1,1,UAFA Cup,Beirut,Lebanon,True,D,Sunday,July,1998,1998-07-26,21432.0
Lebanon,Syria,0,1,UAFA Cup,Beirut,Lebanon,False,A,Sunday,July,1998,1998-07-26,21433.0
Niger,Ivory Coast,1,0,Friendly,Niamey,Niger,False,H,Sunday,July,1998,1998-07-26,21434.0
Senegal,Mali,3,1,Friendly,Dakar,Senegal,False,H,Sunday,July,1998,1998-07-26,21435.0
Trinidad and Tobago,Dominica,8,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,H,Sunday,July,1998,1998-07-26,21436.0
Jamaica,Antigua and Barbuda,1,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,H,Wednesday,July,1998,1998-07-29,21437.0
Trinidad and Tobago,Haiti,4,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,H,Wednesday,July,1998,1998-07-29,21438.0
Guam,Northern Mariana Islands,2,1,Friendly,Koror,Palau,True,H,Thursday,July,1998,1998-07-30,21439.0
Antigua and Barbuda,Haiti,2,3,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,A,Friday,July,1998,1998-07-31,21440.0
Kenya,Djibouti,3,0,African Cup of Nations qualification,Nairobi,Kenya,False,H,Friday,July,1998,1998-07-31,21441.0
Libya,Algeria,0,2,African Cup of Nations qualification,Tripoli,Libya,False,A,Friday,July,1998,1998-07-31,21442.0
Trinidad and Tobago,Jamaica,1,2,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,A,Friday,July,1998,1998-07-31,21443.0
Namibia,Malawi,2,1,African Cup of Nations qualification,Windhoek,Namibia,False,H,Saturday,August,1998,1998-08-01,21444.0
Palau,Guam,2,15,Friendly,Koror,Palau,False,A,Saturday,August,1998,1998-08-01,21445.0
Uganda,Rwanda,5,0,African Cup of Nations qualification,Kampala,Uganda,False,H,Saturday,August,1998,1998-08-01,21446.0
Botswana,Mozambique,0,0,African Cup of Nations qualification,Gaborone,Botswana,False,D,Sunday,August,1998,1998-08-02,21447.0
Burundi,Tanzania,1,0,African Cup of Nations qualification,Bujumbura,Burundi,False,H,Sunday,August,1998,1998-08-02,21448.0
Chad,Congo,1,1,African Cup of Nations qualification,N'Djamena,Chad,False,D,Sunday,August,1998,1998-08-02,21449.0
Equatorial Guinea,Gabon,0,2,African Cup of Nations qualification,Bata,Equatorial Guinea,False,A,Sunday,August,1998,1998-08-02,21450.0
Lesotho,Mauritius,1,1,African Cup of Nations qualification,Maseru,Lesotho,False,D,Sunday,August,1998,1998-08-02,21451.0
Mali,Cape Verde,3,0,African Cup of Nations qualification,Bamako,Mali,False,H,Sunday,August,1998,1998-08-02,21452.0
Niger,Liberia,2,1,African Cup of Nations qualification,Niamey,Niger,False,H,Sunday,August,1998,1998-08-02,21453.0
São Tomé and Príncipe,Togo,0,4,African Cup of Nations qualification,Libreville,Gabon,True,A,Sunday,August,1998,1998-08-02,21454.0
Eswatini,Madagascar,1,2,African Cup of Nations qualification,Mbabane,Eswatini,False,A,Sunday,August,1998,1998-08-02,21455.0
Guam,Northern Mariana Islands,0,3,Friendly,Koror,Palau,True,A,Monday,August,1998,1998-08-03,21456.0
Zambia,Namibia,1,1,COSAFA Cup,Lusaka,Zambia,False,D,Saturday,August,1998,1998-08-08,21457.0
Benin,Niger,1,1,Friendly,Cotonou,Benin,False,D,Sunday,August,1998,1998-08-09,21458.0
Azerbaijan,Georgia,1,0,Friendly,Gəncə,Azerbaijan,False,H,Wednesday,August,1998,1998-08-12,21459.0
Algeria,Libya,3,0,African Cup of Nations qualification,Algiers,Algeria,False,H,Friday,August,1998,1998-08-14,21460.0
Kenya,Djibouti,9,1,African Cup of Nations qualification,Nairobi,Kenya,False,H,Saturday,August,1998,1998-08-15,21461.0
Malawi,Namibia,0,1,African Cup of Nations qualification,Blantyre,Malawi,False,A,Saturday,August,1998,1998-08-15,21462.0
Mozambique,Botswana,2,1,African Cup of Nations qualification,Maputo,Mozambique,False,H,Saturday,August,1998,1998-08-15,21463.0
Tanzania,Burundi,0,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,A,Saturday,August,1998,1998-08-15,21464.0
Thailand,Uzbekistan,4,1,Friendly,Bangkok,Thailand,False,H,Saturday,August,1998,1998-08-15,21465.0
Angola,Benin,2,0,African Cup of Nations qualification,Luanda,Angola,False,H,Sunday,August,1998,1998-08-16,21466.0
Cape Verde,Mali,0,0,African Cup of Nations qualification,Praia,Cape Verde,False,D,Sunday,August,1998,1998-08-16,21467.0
