home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year,date,match_id
Orkney,Gibraltar,0,2,Island Games,Douglas,Isle of Man,True,A,Monday,July,2001,2001-07-09,24143.0
Greenland,Rhodes,0,2,Island Games,Ramsey,Isle of Man,True,A,Monday,July,2001,2001-07-09,24144.0
Guernsey,Falkland Islands,3,0,Island Games,Douglas,Isle of Man,True,H,Monday,July,2001,2001-07-09,24145.0
Singapore,Saudi Arabia,0,3,Friendly,Singapore,Singapore,False,A,Tuesday,July,2001,2001-07-10,24146.0
Ynys Môn,Shetland,1,1,Island Games,Douglas,Isle of Man,True,D,Tuesday,July,2001,2001-07-10,24147.0
Jersey,Gibraltar,2,1,Island Games,Douglas,Isle of Man,True,H,Tuesday,July,2001,2001-07-10,24148.0
Rhodes,Isle of Wight,1,4,Island Games,Douglas,Isle of Man,True,A,Tuesday,July,2001,2001-07-10,24149.0
Isle of Man,Guernsey,2,3,Island Games,Douglas,Isle of Man,False,A,Tuesday,July,2001,2001-07-10,24150.0
Colombia,Venezuela,2,0,Copa América,Barranquilla,Colombia,False,H,Wednesday,July,2001,2001-07-11,24151.0
Ecuador,Chile,1,4,Copa América,Barranquilla,Colombia,True,A,Wednesday,July,2001,2001-07-11,24152.0
Brazil,Mexico,0,1,Copa América,Cali,Colombia,True,A,Thursday,July,2001,2001-07-12,24153.0
Peru,Paraguay,3,3,Copa América,Cali,Colombia,True,D,Thursday,July,2001,2001-07-12,24154.0
Saare County,Orkney,2,1,Island Games,Douglas,Isle of Man,True,H,Thursday,July,2001,2001-07-12,24155.0
Greenland,Falkland Islands,4,0,Island Games,Braddan,Isle of Man,True,H,Thursday,July,2001,2001-07-12,24156.0
Isle of Man,Rhodes,1,3,Island Games,Ramsey,Isle of Man,False,A,Thursday,July,2001,2001-07-12,24157.0
Gibraltar,Shetland,2,0,Island Games,Peel,Isle of Man,True,H,Thursday,July,2001,2001-07-12,24158.0
Isle of Wight,Guernsey,2,3,Island Games,Port Erin,Isle of Man,True,A,Thursday,July,2001,2001-07-12,24159.0
Ynys Môn,Jersey,2,2,Island Games,Castletown,Isle of Man,True,D,Thursday,July,2001,2001-07-12,24160.0
Bolivia,Uruguay,0,1,Copa América,Medellín,Colombia,True,A,Friday,July,2001,2001-07-13,24161.0
Egypt,Namibia,8,2,FIFA World Cup qualification,Alexandria,Egypt,False,H,Friday,July,2001,2001-07-13,24162.0
Honduras,Costa Rica,0,1,Copa América,Medellín,Colombia,True,A,Friday,July,2001,2001-07-13,24163.0
Orkney,Falkland Islands,1,4,Island Games,Peel,Isle of Man,True,A,Friday,July,2001,2001-07-13,24164.0
Greenland,Saare County,2,0,Island Games,Ramsey,Isle of Man,True,H,Friday,July,2001,2001-07-13,24165.0
Isle of Man,Shetland,2,2,Island Games,Castletown,Isle of Man,False,D,Friday,July,2001,2001-07-13,24166.0
Gibraltar,Rhodes,2,0,Island Games,Douglas,Isle of Man,True,H,Friday,July,2001,2001-07-13,24167.0
Isle of Wight,Jersey,0,2,Island Games,Douglas,Isle of Man,True,A,Friday,July,2001,2001-07-13,24168.0
Guernsey,Ynys Môn,0,0,Island Games,Douglas,Isle of Man,True,D,Friday,July,2001,2001-07-13,24169.0
Chile,Venezuela,1,0,Copa América,Barranquilla,Colombia,True,H,Saturday,July,2001,2001-07-14,24170.0
Colombia,Ecuador,1,0,Copa América,Barranquilla,Colombia,False,H,Saturday,July,2001,2001-07-14,24171.0
Monaco,Tibet,2,1,Friendly,Freiburg,Germany,True,H,Saturday,July,2001,2001-07-14,24172.0
Senegal,Morocco,1,0,FIFA World Cup qualification,Dakar,Senegal,False,H,Saturday,July,2001,2001-07-14,24173.0
Sierra Leone,Liberia,0,1,FIFA World Cup qualification,Freetown,Sierra Leone,False,A,Saturday,July,2001,2001-07-14,24174.0
South Africa,Malawi,2,0,FIFA World Cup qualification,Durban,South Africa,False,H,Saturday,July,2001,2001-07-14,24175.0
Zambia,Cameroon,2,2,FIFA World Cup qualification,Lusaka,Zambia,False,D,Saturday,July,2001,2001-07-14,24176.0
Brazil,Peru,2,0,Copa América,Cali,Colombia,True,H,Sunday,July,2001,2001-07-15,24177.0
Congo,Ivory Coast,1,1,FIFA World Cup qualification,Pointe-Noire,Congo,False,D,Sunday,July,2001,2001-07-15,24178.0
DR Congo,Tunisia,0,3,FIFA World Cup qualification,Kinshasa,DR Congo,False,A,Sunday,July,2001,2001-07-15,24179.0
Ghana,Sudan,1,0,FIFA World Cup qualification,Accra,Ghana,False,H,Sunday,July,2001,2001-07-15,24180.0
Paraguay,Mexico,0,0,Copa América,Cali,Colombia,True,D,Sunday,July,2001,2001-07-15,24181.0
Togo,Libya,2,0,FIFA World Cup qualification,Lomé,Togo,False,H,Sunday,July,2001,2001-07-15,24182.0
Zimbabwe,Burkina Faso,1,0,FIFA World Cup qualification,Harare,Zimbabwe,False,H,Sunday,July,2001,2001-07-15,24183.0
Honduras,Bolivia,2,0,Copa América,Medellín,Colombia,True,H,Monday,July,2001,2001-07-16,24184.0
Uruguay,Costa Rica,1,1,Copa América,Medellín,Colombia,True,D,Monday,July,2001,2001-07-16,24185.0
Colombia,Chile,2,0,Copa América,Barranquilla,Colombia,False,H,Tuesday,July,2001,2001-07-17,24186.0
Ecuador,Venezuela,4,0,Copa América,Barranquilla,Colombia,True,H,Tuesday,July,2001,2001-07-17,24187.0
Brazil,Paraguay,3,1,Copa América,Cali,Colombia,True,H,Wednesday,July,2001,2001-07-18,24188.0
Peru,Mexico,1,0,Copa América,Cali,Colombia,True,H,Wednesday,July,2001,2001-07-18,24189.0
Bolivia,Costa Rica,0,4,Copa América,Medellín,Colombia,True,A,Thursday,July,2001,2001-07-19,24190.0
Honduras,Uruguay,1,0,Copa América,Medellín,Colombia,True,H,Thursday,July,2001,2001-07-19,24191.0
Malaysia,Saudi Arabia,0,4,Friendly,Kuala Lumpur,Malaysia,False,A,Thursday,July,2001,2001-07-19,24192.0
Cuba,Jamaica,0,0,Friendly,Havana,Cuba,False,D,Friday,July,2001,2001-07-20,24193.0
Algeria,Egypt,1,1,FIFA World Cup qualification,Annaba,Algeria,False,D,Saturday,July,2001,2001-07-21,24194.0
Malawi,South Africa,1,0,COSAFA Cup,Blantyre,Malawi,False,H,Saturday,July,2001,2001-07-21,24195.0
Namibia,Senegal,0,5,FIFA World Cup qualification,Windhoek,Namibia,False,A,Saturday,July,2001,2001-07-21,24196.0
Bosnia and Herzegovina,Iran,2,2,Friendly,Bihać,Bosnia and Herzegovina,False,D,Sunday,July,2001,2001-07-22,24197.0
Chile,Mexico,0,2,Copa América,Pereira,Colombia,True,A,Sunday,July,2001,2001-07-22,24198.0
Uruguay,Costa Rica,2,1,Copa América,Armenia,Colombia,True,H,Sunday,July,2001,2001-07-22,24199.0
Brazil,Honduras,0,2,Copa América,Manizales,Colombia,True,A,Monday,July,2001,2001-07-23,24200.0
Colombia,Peru,3,0,Copa América,Armenia,Colombia,False,H,Monday,July,2001,2001-07-23,24201.0
Saudi Arabia,North Korea,1,0,Friendly,Kuala Lumpur,Malaysia,True,H,Monday,July,2001,2001-07-23,24202.0
North Macedonia,Qatar,0,1,Friendly,Évreux,France,True,A,Tuesday,July,2001,2001-07-24,24203.0
Mexico,Uruguay,2,1,Copa América,Pereira,Colombia,True,H,Wednesday,July,2001,2001-07-25,24204.0
Colombia,Honduras,2,0,Copa América,Manizales,Colombia,False,H,Thursday,July,2001,2001-07-26,24205.0
Jamaica,Martinique,0,0,SKN Football Festival,Basseterre,Saint Kitts and Nevis,True,D,Friday,July,2001,2001-07-27,24206.0
Libya,Zambia,2,4,FIFA World Cup qualification,Tripoli,Libya,False,A,Friday,July,2001,2001-07-27,24207.0
Malawi,Zimbabwe,0,1,FIFA World Cup qualification,Blantyre,Malawi,False,A,Saturday,July,2001,2001-07-28,24208.0
Saint Kitts and Nevis,Martinique,4,2,SKN Football Festival,Basseterre,Saint Kitts and Nevis,False,H,Saturday,July,2001,2001-07-28,24209.0
Uruguay,Honduras,2,2,Copa América,Bogotá,Colombia,True,AP,Saturday,July,2001,2001-07-28,24210.0
Angola,Togo,1,1,FIFA World Cup qualification,Luanda,Angola,False,D,Sunday,July,2001,2001-07-29,24211.0
Colombia,Mexico,1,0,Copa América,Bogotá,Colombia,False,H,Sunday,July,2001,2001-07-29,24212.0
Ivory Coast,DR Congo,1,2,FIFA World Cup qualification,Abidjan,Ivory Coast,False,A,Sunday,July,2001,2001-07-29,24213.0
Madagascar,Congo,1,0,FIFA World Cup qualification,Antananarivo,Madagascar,False,H,Sunday,July,2001,2001-07-29,24214.0
Nigeria,Ghana,3,0,FIFA World Cup qualification,Port Harcourt,Nigeria,False,H,Sunday,July,2001,2001-07-29,24215.0
Oman,Iraq,1,0,Friendly,Muscat,Oman,False,H,Sunday,July,2001,2001-07-29,24216.0
Panama,Cuba,0,0,Gold Cup qualification,Panama City,Panama,False,D,Sunday,July,2001,2001-07-29,24217.0
Sudan,Sierra Leone,3,0,FIFA World Cup qualification,Omdurman,Sudan,False,H,Sunday,July,2001,2001-07-29,24218.0
Saint Kitts and Nevis,Jamaica,0,0,SKN Football Festival,Basseterre,Saint Kitts and Nevis,False,D,Monday,July,2001,2001-07-30,24219.0
Grenada,Jamaica,2,0,Friendly,St. George's,Grenada,False,H,Wednesday,August,2001,2001-08-01,24220.0
Qatar,Iran,2,1,Friendly,Doha,Qatar,False,H,Wednesday,August,2001,2001-08-01,24221.0
Saudi Arabia,North Macedonia,1,1,Friendly,Riyadh,Saudi Arabia,False,D,Wednesday,August,2001,2001-08-01,24222.0
United Arab Emirates,Iraq,2,2,Friendly,Abu Dhabi,United Arab Emirates,False,D,Thursday,August,2001,2001-08-02,24223.0
China PR,North Korea,2,2,Friendly,Shanghai,China PR,False,AP,Friday,August,2001,2001-08-03,24224.0
Kuwait,Trinidad and Tobago,1,1,Friendly,Shanghai,China PR,True,HP,Friday,August,2001,2001-08-03,24225.0
Colombia,Liberia,2,1,Friendly,East Rutherford,United States,True,H,Saturday,August,2001,2001-08-04,24226.0
China PR,Trinidad and Tobago,3,0,Friendly,Shanghai,China PR,False,H,Sunday,August,2001,2001-08-05,24227.0
Cuba,Panama,1,0,Gold Cup qualification,Havana,Cuba,False,H,Sunday,August,2001,2001-08-05,24228.0
Kuwait,North Korea,1,1,Friendly,Shanghai,China PR,True,AP,Sunday,August,2001,2001-08-05,24229.0
Saudi Arabia,Qatar,1,2,Friendly,Riyadh,Saudi Arabia,False,A,Sunday,August,2001,2001-08-05,24230.0
Iran,Oman,5,2,Friendly,Teheran,Iran,False,H,Wednesday,August,2001,2001-08-08,24231.0
United Arab Emirates,Saudi Arabia,0,1,Friendly,Doha,Qatar,True,A,Wednesday,August,2001,2001-08-08,24232.0
Brazil,Panama,5,0,Friendly,Curitiba,Brazil,False,H,Thursday,August,2001,2001-08-09,24233.0
Iran,Bosnia and Herzegovina,4,0,Friendly,Teheran,Iran,False,H,Friday,August,2001,2001-08-10,24234.0
Qatar,Bahrain,1,1,Friendly,Doha,Qatar,False,D,Friday,August,2001,2001-08-10,24235.0
Singapore,Thailand,0,5,Friendly,Singapore,Singapore,False,A,Monday,August,2001,2001-08-13,24236.0
Chile,Bolivia,2,2,FIFA World Cup qualification,Santiago,Chile,False,D,Tuesday,August,2001,2001-08-14,24237.0
Venezuela,Uruguay,2,0,FIFA World Cup qualification,Maracaibo,Venezuela,False,H,Tuesday,August,2001,2001-08-14,24238.0
Austria,Switzerland,1,2,Friendly,Vienna,Austria,False,A,Wednesday,August,2001,2001-08-15,24239.0
Bosnia and Herzegovina,Malta,2,0,Friendly,Sarajevo,Bosnia and Herzegovina,False,H,Wednesday,August,2001,2001-08-15,24240.0
Brazil,Paraguay,2,0,FIFA World Cup qualification,Porto Alegre,Brazil,False,H,Wednesday,August,2001,2001-08-15,24241.0
Bulgaria,North Macedonia,1,0,Friendly,Sofia,Bulgaria,False,H,Wednesday,August,2001,2001-08-15,24242.0
Czech Republic,South Korea,5,0,Friendly,Drnovice,Czech Republic,False,H,Wednesday,August,2001,2001-08-15,24243.0
Ecuador,Argentina,0,2,FIFA World Cup qualification,Quito,Ecuador,False,A,Wednesday,August,2001,2001-08-15,24244.0
England,Netherlands,0,2,Friendly,London,England,False,A,Wednesday,August,2001,2001-08-15,24245.0
Estonia,Cyprus,2,2,FIFA World Cup qualification,Tallinn,Estonia,False,D,Wednesday,August,2001,2001-08-15,24246.0
Finland,Belgium,4,1,Friendly,Helsinki,Finland,False,H,Wednesday,August,2001,2001-08-15,24247.0
France,Denmark,1,0,Friendly,Nantes,France,False,H,Wednesday,August,2001,2001-08-15,24248.0
Hungary,Germany,2,5,Friendly,Budapest,Hungary,False,A,Wednesday,August,2001,2001-08-15,24249.0
Iceland,Poland,1,1,Friendly,Reykjavík,Iceland,False,D,Wednesday,August,2001,2001-08-15,24250.0
Republic of Ireland,Croatia,2,2,Friendly,Dublin,Republic of Ireland,False,D,Wednesday,August,2001,2001-08-15,24251.0
Japan,Australia,3,0,Friendly,Fukuroi,Japan,False,H,Wednesday,August,2001,2001-08-15,24252.0
Latvia,Ukraine,0,1,Friendly,Riga,Latvia,False,A,Wednesday,August,2001,2001-08-15,24253.0
Lithuania,Israel,2,3,Friendly,Kaunas,Lithuania,False,A,Wednesday,August,2001,2001-08-15,24254.0
Luxembourg,Georgia,0,3,Friendly,Mondercange,Luxembourg,False,A,Wednesday,August,2001,2001-08-15,24255.0
Norway,Turkey,1,1,Friendly,Oslo,Norway,False,D,Wednesday,August,2001,2001-08-15,24256.0
Portugal,Moldova,3,0,Friendly,Faro,Portugal,False,H,Wednesday,August,2001,2001-08-15,24257.0
Russia,Greece,0,0,Friendly,Moscow,Russia,False,D,Wednesday,August,2001,2001-08-15,24258.0
Serbia,Faroe Islands,2,0,FIFA World Cup qualification,Belgrade,Yugoslavia,True,H,Wednesday,August,2001,2001-08-15,24259.0
Slovakia,Iran,3,4,Friendly,Bratislava,Slovakia,False,A,Wednesday,August,2001,2001-08-15,24260.0
Slovenia,Romania,2,2,Friendly,Ljubljana,Slovenia,False,D,Wednesday,August,2001,2001-08-15,24261.0
Sweden,South Africa,3,0,Friendly,Solna,Sweden,False,H,Wednesday,August,2001,2001-08-15,24262.0
Colombia,Peru,0,1,FIFA World Cup qualification,Bogotá,Colombia,False,A,Thursday,August,2001,2001-08-16,24263.0
Qatar,Oman,0,0,FIFA World Cup qualification,Doha,Qatar,False,D,Thursday,August,2001,2001-08-16,24264.0
Iraq,Thailand,4,0,FIFA World Cup qualification,Baghdad,Iraq,False,H,Friday,August,2001,2001-08-17,24265.0
Saudi Arabia,Bahrain,1,1,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,D,Friday,August,2001,2001-08-17,24266.0
United Arab Emirates,Uzbekistan,4,1,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,H,Friday,August,2001,2001-08-17,24267.0
Zambia,Angola,1,1,COSAFA Cup,Lusaka,Zambia,False,AP,Saturday,August,2001,2001-08-18,24268.0
Bahrain,Iraq,2,0,FIFA World Cup qualification,Riffa,Bahrain,False,H,Thursday,August,2001,2001-08-23,24269.0
Mexico,Liberia,5,4,Friendly,Veracruz,Mexico,False,H,Thursday,August,2001,2001-08-23,24270.0
Iran,Saudi Arabia,2,0,FIFA World Cup qualification,Teheran,Iran,False,H,Friday,August,2001,2001-08-24,24271.0
China PR,United Arab Emirates,3,0,FIFA World Cup qualification,Shenyang,China PR,False,H,Saturday,August,2001,2001-08-25,24272.0
Malawi,Zimbabwe,0,2,COSAFA Cup,Blantyre,Malawi,False,A,Saturday,August,2001,2001-08-25,24273.0
Uzbekistan,Qatar,2,1,FIFA World Cup qualification,Tashkent,Uzbekistan,False,H,Sunday,August,2001,2001-08-26,24274.0
Oman,China PR,0,2,FIFA World Cup qualification,Muscat,Oman,False,A,Friday,August,2001,2001-08-31,24275.0
Saudi Arabia,Iraq,1,0,FIFA World Cup qualification,Riffa,Bahrain,True,H,Friday,August,2001,2001-08-31,24276.0
United Arab Emirates,Qatar,0,2,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,A,Friday,August,2001,2001-08-31,24277.0
Albania,Finland,0,2,FIFA World Cup qualification,Tirana,Albania,False,A,Saturday,September,2001,2001-09-01,24278.0
Andorra,Portugal,1,7,FIFA World Cup qualification,Lleida,Spain,True,A,Saturday,September,2001,2001-09-01,24279.0
Belarus,Ukraine,0,2,FIFA World Cup qualification,Minsk,Belarus,False,A,Saturday,September,2001,2001-09-01,24280.0
Bosnia and Herzegovina,Israel,0,0,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,False,D,Saturday,September,2001,2001-09-01,24281.0
Chile,France,2,1,Friendly,Santiago,Chile,False,H,Saturday,September,2001,2001-09-01,24282.0
Denmark,Northern Ireland,1,1,FIFA World Cup qualification,Copenhagen,Denmark,False,D,Saturday,September,2001,2001-09-01,24283.0
Faroe Islands,Luxembourg,1,0,FIFA World Cup qualification,Toftir,Faroe Islands,False,H,Saturday,September,2001,2001-09-01,24284.0
Georgia,Hungary,3,1,FIFA World Cup qualification,Tbilisi,Georgia,False,H,Saturday,September,2001,2001-09-01,24285.0
Germany,England,1,5,FIFA World Cup qualification,Munich,Germany,False,A,Saturday,September,2001,2001-09-01,24286.0
Iceland,Czech Republic,3,1,FIFA World Cup qualification,Reykjavík,Iceland,False,H,Saturday,September,2001,2001-09-01,24287.0
Republic of Ireland,Netherlands,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,H,Saturday,September,2001,2001-09-01,24288.0
Lithuania,Italy,0,0,FIFA World Cup qualification,Kaunas,Lithuania,False,D,Saturday,September,2001,2001-09-01,24289.0
North Macedonia,Sweden,1,2,FIFA World Cup qualification,Skopje,North Macedonia,False,A,Saturday,September,2001,2001-09-01,24290.0
Malta,Bulgaria,0,2,FIFA World Cup qualification,Attard,Malta,False,A,Saturday,September,2001,2001-09-01,24291.0
Moldova,Azerbaijan,2,0,FIFA World Cup qualification,Chişinău,Moldova,False,H,Saturday,September,2001,2001-09-01,24292.0
Poland,Norway,3,0,FIFA World Cup qualification,Chorzów,Poland,False,H,Saturday,September,2001,2001-09-01,24293.0
Scotland,Croatia,0,0,FIFA World Cup qualification,Glasgow,Scotland,False,D,Saturday,September,2001,2001-09-01,24294.0
Slovakia,Turkey,0,1,FIFA World Cup qualification,Bratislava,Slovakia,False,A,Saturday,September,2001,2001-09-01,24295.0
Slovenia,Russia,2,1,FIFA World Cup qualification,Ljubljana,Slovenia,False,H,Saturday,September,2001,2001-09-01,24296.0
Spain,Austria,4,0,FIFA World Cup qualification,Valencia,Spain,False,H,Saturday,September,2001,2001-09-01,24297.0
Switzerland,Serbia,1,2,FIFA World Cup qualification,Basel,Switzerland,False,A,Saturday,September,2001,2001-09-01,24298.0
Thailand,Iran,0,0,FIFA World Cup qualification,Bangkok,Thailand,False,D,Saturday,September,2001,2001-09-01,24299.0
Trinidad and Tobago,Costa Rica,0,2,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,A,Saturday,September,2001,2001-09-01,24300.0
United States,Honduras,2,3,FIFA World Cup qualification,Washington,United States,False,A,Saturday,September,2001,2001-09-01,24301.0
Wales,Armenia,0,0,FIFA World Cup qualification,Cardiff,Wales,False,D,Saturday,September,2001,2001-09-01,24302.0
Jamaica,Mexico,1,2,FIFA World Cup qualification,Kingston,Jamaica,False,A,Sunday,September,2001,2001-09-02,24303.0
Chile,Venezuela,0,2,FIFA World Cup qualification,Santiago,Chile,False,A,Tuesday,September,2001,2001-09-04,24304.0
Peru,Uruguay,0,2,FIFA World Cup qualification,Lima,Peru,False,A,Tuesday,September,2001,2001-09-04,24305.0
Argentina,Brazil,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,False,H,Wednesday,September,2001,2001-09-05,24306.0
Austria,Bosnia and Herzegovina,2,0,FIFA World Cup qualification,Vienna,Austria,False,H,Wednesday,September,2001,2001-09-05,24307.0
Azerbaijan,North Macedonia,1,1,FIFA World Cup qualification,Baku,Azerbaijan,False,D,Wednesday,September,2001,2001-09-05,24308.0
Belarus,Poland,4,1,FIFA World Cup qualification,Minsk,Belarus,False,H,Wednesday,September,2001,2001-09-05,24309.0
Belgium,Scotland,2,0,FIFA World Cup qualification,Brussels,Belgium,False,H,Wednesday,September,2001,2001-09-05,24310.0
Bulgaria,Denmark,0,2,FIFA World Cup qualification,Sofia,Bulgaria,False,A,Wednesday,September,2001,2001-09-05,24311.0
Colombia,Ecuador,0,0,FIFA World Cup qualification,Bogotá,Colombia,False,D,Wednesday,September,2001,2001-09-05,24312.0
Costa Rica,United States,2,0,FIFA World Cup qualification,San José,Costa Rica,False,H,Wednesday,September,2001,2001-09-05,24313.0
Cyprus,Portugal,1,3,FIFA World Cup qualification,Larnaca,Cyprus,False,A,Wednesday,September,2001,2001-09-05,24314.0
Czech Republic,Malta,3,2,FIFA World Cup qualification,Teplice,Czech Republic,False,H,Wednesday,September,2001,2001-09-05,24315.0
England,Albania,2,0,FIFA World Cup qualification,Newcastle,England,False,H,Wednesday,September,2001,2001-09-05,24316.0
Faroe Islands,Russia,0,3,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,A,Wednesday,September,2001,2001-09-05,24317.0
Finland,Greece,5,1,FIFA World Cup qualification,Helsinki,Finland,False,H,Wednesday,September,2001,2001-09-05,24318.0
Georgia,Lithuania,2,0,FIFA World Cup qualification,Tbilisi,Georgia,False,H,Wednesday,September,2001,2001-09-05,24319.0
Honduras,Jamaica,1,0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,H,Wednesday,September,2001,2001-09-05,24320.0
Hungary,Romania,0,2,FIFA World Cup qualification,Budapest,Hungary,False,A,Wednesday,September,2001,2001-09-05,24321.0
Italy,Morocco,1,0,Friendly,Piacenza,Italy,False,H,Wednesday,September,2001,2001-09-05,24322.0
Liechtenstein,Spain,0,2,FIFA World Cup qualification,Vaduz,Liechtenstein,False,A,Wednesday,September,2001,2001-09-05,24323.0
Luxembourg,Switzerland,0,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False,A,Wednesday,September,2001,2001-09-05,24324.0
Mexico,Trinidad and Tobago,3,0,FIFA World Cup qualification,Mexico City,Mexico,False,H,Wednesday,September,2001,2001-09-05,24325.0
Netherlands,Estonia,5,0,FIFA World Cup qualification,Eindhoven,Netherlands,False,H,Wednesday,September,2001,2001-09-05,24326.0
Northern Ireland,Iceland,3,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,H,Wednesday,September,2001,2001-09-05,24327.0
Norway,Wales,3,2,FIFA World Cup qualification,Oslo,Norway,False,H,Wednesday,September,2001,2001-09-05,24328.0
Paraguay,Bolivia,5,1,FIFA World Cup qualification,Asunción,Paraguay,False,H,Wednesday,September,2001,2001-09-05,24329.0
San Marino,Croatia,0,4,FIFA World Cup qualification,Serravalle,San Marino,False,A,Wednesday,September,2001,2001-09-05,24330.0
Serbia,Slovenia,1,1,FIFA World Cup qualification,Belgrade,Yugoslavia,True,D,Wednesday,September,2001,2001-09-05,24331.0
Slovakia,Moldova,4,2,FIFA World Cup qualification,Trenčín,Slovakia,False,H,Wednesday,September,2001,2001-09-05,24332.0
Turkey,Sweden,1,2,FIFA World Cup qualification,Istanbul,Turkey,False,A,Wednesday,September,2001,2001-09-05,24333.0
Ukraine,Armenia,3,0,FIFA World Cup qualification,L'viv,Ukraine,False,H,Wednesday,September,2001,2001-09-05,24334.0
Bahrain,Thailand,1,1,FIFA World Cup qualification,Riffa,Bahrain,False,D,Thursday,September,2001,2001-09-06,24335.0
Iraq,Iran,1,2,FIFA World Cup qualification,Baghdad,Iraq,False,A,Friday,September,2001,2001-09-07,24336.0
Qatar,China PR,1,1,FIFA World Cup qualification,Doha,Qatar,False,D,Friday,September,2001,2001-09-07,24337.0
Saudi Arabia,United Arab Emirates,0,2,Friendly,Dammam,Saudi Arabia,False,A,Friday,September,2001,2001-09-07,24338.0
Uzbekistan,Oman,5,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,H,Saturday,September,2001,2001-09-08,24339.0
South Korea,Nigeria,2,2,Friendly,Daejeon,South Korea,False,D,Thursday,September,2001,2001-09-13,24340.0
Iran,Bahrain,0,0,FIFA World Cup qualification,Teheran,Iran,False,D,Friday,September,2001,2001-09-14,24341.0
Oman,United Arab Emirates,1,1,FIFA World Cup qualification,Muscat,Oman,False,D,Friday,September,2001,2001-09-14,24342.0
Qatar,Iraq,0,0,Friendly,Doha,Qatar,False,D,Friday,September,2001,2001-09-14,24343.0
China PR,Uzbekistan,2,0,FIFA World Cup qualification,Shenyang,China PR,False,H,Saturday,September,2001,2001-09-15,24344.0
Thailand,Saudi Arabia,1,3,FIFA World Cup qualification,Bangkok,Thailand,False,A,Saturday,September,2001,2001-09-15,24345.0
Angola,Zimbabwe,0,0,COSAFA Cup,Luanda,Angola,False,D,Sunday,September,2001,2001-09-16,24346.0
South Korea,Nigeria,2,1,Friendly,Busan,South Korea,False,H,Sunday,September,2001,2001-09-16,24347.0
Bahrain,Saudi Arabia,0,4,FIFA World Cup qualification,Riffa,Bahrain,False,A,Friday,September,2001,2001-09-21,24348.0
Oman,Qatar,0,3,FIFA World Cup qualification,Muscat,Oman,False,A,Friday,September,2001,2001-09-21,24349.0
Thailand,Iraq,1,1,FIFA World Cup qualification,Bangkok,Thailand,False,D,Saturday,September,2001,2001-09-22,24350.0
Uzbekistan,United Arab Emirates,0,1,FIFA World Cup qualification,Tashkent,Uzbekistan,False,A,Saturday,September,2001,2001-09-22,24351.0
United Arab Emirates,China PR,0,1,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,A,Thursday,September,2001,2001-09-27,24352.0
Iraq,Bahrain,1,0,FIFA World Cup qualification,Baghdad,Iraq,False,H,Friday,September,2001,2001-09-28,24353.0
Qatar,Uzbekistan,2,2,FIFA World Cup qualification,Doha,Qatar,False,D,Friday,September,2001,2001-09-28,24354.0
Saudi Arabia,Iran,2,2,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,D,Friday,September,2001,2001-09-28,24355.0
Thailand,Oman,2,0,Friendly,Bangkok,Thailand,False,H,Saturday,September,2001,2001-09-29,24356.0
Zimbabwe,Angola,0,1,COSAFA Cup,Harare,Zimbabwe,False,A,Sunday,September,2001,2001-09-30,24357.0
Japan,Senegal,0,2,Friendly,Lens,France,True,A,Thursday,October,2001,2001-10-04,24358.0
Qatar,United Arab Emirates,1,2,FIFA World Cup qualification,Doha,Qatar,False,A,Thursday,October,2001,2001-10-04,24359.0
Bahrain,Qatar,1,0,Friendly,Manama,Bahrain,False,H,Friday,October,2001,2001-10-05,24360.0
Iran,Thailand,1,0,FIFA World Cup qualification,Teheran,Iran,False,H,Friday,October,2001,2001-10-05,24361.0
Iraq,Saudi Arabia,1,2,FIFA World Cup qualification,Amman,Jordan,True,A,Friday,October,2001,2001-10-05,24362.0
Armenia,Norway,1,4,FIFA World Cup qualification,Yerevan,Armenia,False,A,Saturday,October,2001,2001-10-06,24363.0
Bolivia,Ecuador,1,5,FIFA World Cup qualification,La Paz,Bolivia,False,A,Saturday,October,2001,2001-10-06,24364.0
Croatia,Belgium,1,0,FIFA World Cup qualification,Zagreb,Croatia,False,H,Saturday,October,2001,2001-10-06,24365.0
Czech Republic,Bulgaria,6,0,FIFA World Cup qualification,Prague,Czech Republic,False,H,Saturday,October,2001,2001-10-06,24366.0
Denmark,Iceland,6,0,FIFA World Cup qualification,Copenhagen,Denmark,False,H,Saturday,October,2001,2001-10-06,24367.0
England,Greece,2,2,FIFA World Cup qualification,Manchester,England,False,D,Saturday,October,2001,2001-10-06,24368.0
